Date,2012-12-31,2011-12-31
Cash and cash equivalents,12911000000.0,13731000000.0
Short-term investments,0.0,244000000.0
Cash and short-term investments,12911000000.0,13975000000.0
Receivables,9244000000.0,9130000000.0
Inventories,0.0,0.0
Total current assets,22155000000.0,23105000000.0
Property Plant & Equipment Net,1031000000.0,1385000000.0
Goodwill and Intangible Assets,9782000000.0,9404000000.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,5.80773e+11,5.32683e+11
Total assets,6.02928e+11,5.55788e+11
Payables,0.0,0.0
Short-term debt,3376000000.0,6051000000.0
Total current liabilities,3376000000.0,6051000000.0
Long-term debt,92249000000.0,1.07118e+11
Total debt,95625000000.0,1.13169e+11
Deferred revenue,0.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,12873000000.0,12364000000.0
Total non-current liabilities,92249000000.0,1.07118e+11
Total liabilities,5.38528e+11,5.06495e+11
Other comprehensive income,56127000000,41291999998.667
Retained earnings (deficit),8800000000.0,8236000000.0
Total shareholders equity,64400000000.0,49293000000.0
Investments,0.0,244000000.0
Net Debt,82714000000.0,99438000000.0
Other Assets,0.0,0.0
Other Liabilities,4.42903e+11,3.93326e+11
