Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Cash and cash equivalents,3826760.5634,4411851.8519,11119230.7692,24909158.6001,34184129.4299,2355932.2034,2502742.2303,8535787.3211,6448017.149,12812023.7087,26972491.9094
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,3826760.5634,4411851.8519,11119230.7692,24909158.6001,34184129.4299,2355932.2034,2502742.2303,8535787.3211,6448017.149,12812023.7087,26972491.9094
Receivables,1204929.5775,1878518.5185,3278461.5385,148175.726,116332.8197,62146.8927,373857.404,413087.9346,5861736.3344,1679932.2608,1822006.4725
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700964.6302,1321761.2193,1079288.0259
Total current assets,5292253.5211,6859259.2593,14984615.3846,25383469.8436,34398305.0847,2483992.467,2876599.6344,9159509.2025,13569131.8328,16187976.2913,285598.7055
Property, Plant & Equipment Net,0.0,740.7407,376923.0769,440804.1698,65485.3621,13182.6742,10968.9214,27607.362,71811.3612,145639.2887,285598.7055
Goodwill and Intangible Assets,9502816.9014,10799259.2593,12244615.3846,612062.5465,1070878.2743,1846516.0075,2313528.3364,0.0,0.0,0.0,0.0
Long-term investments,118309.8592,3211111.1111,16923.0769,9679.8213,12326.6564,44256.1205,53930.5302,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,3846.1538,2978.4066,0.0,2824.8588,0.0,0.0,0.0,0.0,0.0
Total non-current assets,9621126.7606,14011111.1111,12638461.5385,1062546.5376,1148690.2928,1903954.8023,2378427.7879,27607.362,71811.3612,145639.2887,190938.5113
Total assets,14913380.2817,20870370.3704,27623076.9231,26446016.3812,35546995.3775,4387947.2693,5255027.4223,9187116.5644,13640943.194,16333615.58,30616504.8544
Payables,1242253.5211,1531111.1111,1522307.6923,1036485.4803,1247303.5439,243879.4727,242230.3473,3757668.7117,6844587.3526,4542760.3726,6520226.5372
Short-term debt,0.0,0.0,0.0,0.0,0.0,2548964.2185,1294332.7239,0.0,0.0,0.0,0.0
Total current liabilities,1338028.169,2879259.2593,4141538.4615,1066269.5458,1369799.6918,3057438.7947,1561243.1444,3951942.7403,8792068.5959,5048264.1829,7146440.1294
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0,2548964.2185,1294332.7239,0.0,0.0,0.0,0.0
Deferred revenue,0.0,102222.2222,31538.4615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,2613380.2817,2969629.6296,3318461.5385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,3578873.2394,3737777.7778,3990769.2308,114668.6523,0.0,0.0,0.0,7157.4642,111468.3816,128704.4877,190938.5113
Total liabilities,4916901.4085,6617037.037,8132307.6923,1180938.1981,1369799.6918,3057438.7947,1561243.1444,3959100.2045,8903536.9775,5176968.6706,7337378.6408
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-17569014.0845,-10845185.1852,-131508461.5385,-119513775.1303,-114364406.7797,-133056497.1751,-122338208.4095,-196012269.9387,-200047159.6999,-162110076.2066,-145412621.3592
Total shareholders equity,9996478.8732,14253333.3333,19490769.2308,25265078.1832,34410631.7411,1422787.194,3693784.2779,3554192.229,4532690.2465,9474174.4285,19157766.9903
Investments,118309.8592,3211111.1111,16923.0769,9679.8213,12326.6564,44256.1205,53930.5302,0.0,0.0,0.0,0.0
Net Debt,-4411851.8519,,,,,,,,,,
Other Assets,547330.8554,,,,,,,,,,
Other Liabilities,95774.6479,1348148.1482,2619230.7692,29784.0655,122496.1479,264595.1035,24680.0732,194274.0286,1947481.2433,505503.8103,626213.5922
