date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,debtRepayment,-7959000000.0,-500000000.0,0.0,-2710000000.0,0.0,-107000000.0,-690000000.0,0.0,-1523000000.0,-311000000.0,-699000000.0,-96000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,10028000000.0,33000000.0,28000000.0,36000000.0,37000000.0,33000000.0,30000000.0,85000000.0,50000000.0,10000000.0,18000000.0,32000000.0,45000000.0,53000000.0,139000000.0,245000000.0,210000000.0,154000000.0,90000000.0,41000000.0,21000000.0,29000000.0,21000000.0,25000000.0,28000000.0
,commonStockRepurchased,-237000000.0,-1248000000.0,-25000000.0,-22000000.0,-593000000.0,-2500000000.0,-943000000.0,-583000000.0,-274000000.0,-67000000.0,-40000000.0,-1511000000.0,-1204000000.0,-1473000000.0,-8000000.0,-466000000.0,-2000000.0,0.0,-11000000.0,-12000000.0,0.0,-937000000.0,-119000000.0,0.0,0.0
,dividendsPaid,-2624000000.0,-2374000000.0,-2346000000.0,-2309000000.0,-2264000000.0,-2210000000.0,-1553000000.0,-2128000000.0,-1436000000.0,-1159000000.0,-1079000000.0,-940000000.0,-765000000.0,-646000000.0,-483000000.0,-424000000.0,-392000000.0,-375000000.0,-372000000.0,-369000000.0,-363000000.0,-387000000.0,-422000000.0,-415000000.0,-406000000.0
,otherFinancingActivites,-28000000.0,9000000.0,28000000.0,1193000000.0,2826000000.0,2458000000.0,223000000.0,44000000.0,-103000000.0,26000000.0,27000000.0,79000000.0,43000000.0,140000000.0,64000000.0,0.0,2000000.0,-284000000.0,-122000000.0,-114000000.0,487000000.0,503000000.0,66000000.0,9000000.0,12000000.0
,netCashUsedProvidedByFinancingActivities,22193000000.0,-3102000000.0,-2343000000.0,391000000.0,1484000000.0,-2202000000.0,-2933000000.0,-846000000.0,-1175000000.0,1083000000.0,-1033000000.0,-1382000000.0,-3045000000.0,-2819000000.0,-1186000000.0,-824000000.0,-516000000.0,-456000000.0,-1814000000.0,579000000.0,-2517000000.0,1119000000.0,-37000000.0,-1249000000.0,-974000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,541000000.0,1361000000.0,-561000000.0,-968000000.0,-588000000.0,396000000.0,1801000000.0,-2189000000.0,1203000000.0,1354000000.0,-547000000.0,-187000000.0,625000000.0,-849000000.0,990000000.0,766000000.0,537000000.0,-52000000.0,102000000.0,-117000000.0,118000000.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,3574000000.0,3033000000.0,1672000000.0,2233000000.0,3201000000.0,3789000000.0,3393000000.0,1592000000.0,3781000000.0,2578000000.0,1230000000.0,1777000000.0,1964000000.0,1339000000.0,2189000000.0,1449000000.0,683000000.0,146000000.0,199000000.0,97000000.0,214000000.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,3033000000.0,1672000000.0,2233000000.0,3201000000.0,3789000000.0,3393000000.0,1592000000.0,3781000000.0,2578000000.0,1224000000.0,1777000000.0,1964000000.0,1339000000.0,2188000000.0,1199000000.0,683000000.0,146000000.0,198000000.0,97000000.0,214000000.0,96000000.0,113000000.0,258000000.0,520000000.0,129000000.0
,operatingCashFlow,7375000000.0,7669000000.0,4996000000.0,3383000000.0,3351000000.0,11068000000.0,12927000000.0,11312000000.0,12281000000.0,9349000000.0,5813000000.0,10652000000.0,6798000000.0,6353000000.0,5337000000.0,3878000000.0,3074000000.0,2100000000.0,2652000000.0,2401000000.0,1044000000.0,80000000.0,1397000000.0,1987000000.0,1501000000.0
,capitalExpenditure,-6637000000.0,-4920000000.0,-3477000000.0,-2831000000.0,-5864000000.0,-8388000000.0,-9037000000.0,-10226000000.0,-7518000000.0,-3940000000.0,-5363000000.0,-9365000000.0,-4878000000.0,-3005000000.0,-2423000000.0,-1843000000.0,-1601000000.0,-1236000000.0,-1401000000.0,-952000000.0,-745000000.0,-4602000000.0,-1571000000.0,-1203000000.0,-979000000.0
,freeCashFlow,738000000.0,2749000000.0,1519000000.0,552000000.0,-2513000000.0,2680000000.0,3890000000.0,1086000000.0,4763000000.0,5409000000.0,450000000.0,1287000000.0,1920000000.0,3348000000.0,2914000000.0,2035000000.0,1473000000.0,864000000.0,1251000000.0,1449000000.0,299000000.0,-4522000000.0,-174000000.0,784000000.0,522000000.0
