date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,721000000.0,611900000.0,469998000.0,713342000.0,425386000.0,288792000.0,155601000.0,121337000.0,84474000.0,82379000.0,97012000.0,85459000.0,176256000.0,262749000.0,245422000.0,192666000.0,129163000.0,93623000.0,86315000.0,105362000.0,112027000.0,125800000.0,115600000.0,98500000.0,78600000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175367000.0,166485000.0,150338000.0,141429000.0,138251000.0,132859000.0,139606000.0,138696000.0,154635000.0,136373000.0,124800000.0,98800000.0,79700000.0,61200000.0
,deferredIncomeTax,43800000.0,29400000.0,85063000.0,-239056000.0,67050000.0,85225000.0,50292000.0,24113000.0,13929000.0,11324000.0,1708000.0,8685000.0,23848000.0,8741000.0,17156000.0,5711000.0,38544000.0,22629000.0,24489000.0,14356000.0,9457000.0,-3300000.0,-3500000.0,7100000.0,100000.0
,stockBasedCompensation,30000000.0,34100000.0,29253000.0,30460000.0,20481000.0,13589000.0,8993000.0,7008000.0,7781000.0,11522000.0,14675000.0,20552000.0,21865000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-67400000.0,9134000.0,-1357878000.0,1397147000.0,-175180000.0,-177191000.0,347351000.0,17751000.0,42928000.0,173420000.0,-172589000.0,166915000.0,196998000.0,-157888000.0,-124637000.0,-18521000.0,19085000.0,73033000.0,24127000.0,68307000.0,15188000.0,3500000.0,3400000.0,30700000.0,-900000.0
,accountsReceivables,6100000.0,-50400000.0,-10617000.0,-29329000.0,-25072000.0,12309000.0,-16650000.0,-22523000.0,-20302000.0,-19375000.0,-20546000.0,48521000.0,34242000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-19300000.0,-27700000.0,-21984000.0,-78966000.0,-47381000.0,-21525000.0,-12020000.0,-11639000.0,-9640000.0,-5107000.0,1241000.0,-12525000.0,-25182000.0,-31514000.0,-33681000.0,-10952000.0,786000.0,18039000.0,-14329000.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-34000000.0,25900000.0,20148000.0,-17874000.0,-8116000.0,-40053000.0,5303000.0,20063000.0,-8673000.0,30387000.0,8223000.0,-10452000.0,-24411000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-20200000.0,588200000.0,579066000.0,1936944000.0,539797000.0,714977000.0,892168000.0,544817000.0,527066000.0,484138000.0,310718000.0,483307000.0,316392000.0,119394000.0,277282000.0,401919000.0,420440000.0,401355000.0,328322000.0,304195000.0,235888000.0,220700000.0,217200000.0,213800000.0,183100000.0
,otherNonCashItems,2100000.0,8600000.0,8079000.0,-13157000.0,-17730000.0,-5972000.0,4795000.0,-429000.0,2073000.0,1598000.0,4629000.0,-1018000.0,-2675000.0,-3591000.0,-4029000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,-100000.0
,netCashProvidedByOperatingActivites,1050100000.0,966100000.0,705148000.0,657878000.0,678654000.0,573151000.0,381658000.0,308951000.0,222689000.0,259094000.0,269808000.0,318368000.0,341745000.0,395568000.0,338192000.0,317784000.0,266841000.0,277169000.0,203560000.0,252943000.0,212880000.0,223700000.0,222600000.0,195600000.0,134900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-359700000.0,-393500000.0,-375954000.0,-410325000.0,-387267000.0,-318232000.0,-232183000.0,-155233000.0,-151023000.0,-155363000.0,-135916000.0,-139230000.0,-258246000.0,-264923000.0,-265976000.0,-221401000.0,-163445000.0,-120638000.0,-152680000.0,-194386000.0,-170805000.0,-214900000.0,-471800000.0,-365500000.0,-83200000.0
,acquisitionsNet,77000000.0,8000000.0,-1573000000.0,24000000.0,-168000000.0,405000000.0,182000000.0,-56000000.0,10000000.0,-84000000.0,-38000000.0,-42000000.0,-193000000.0,9000000.0,28000000.0,33000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-127200000.0,-800000.0,771000.0,0.0,0.0,0.0,0.0,-3402000.0,-2000000.0,0.0,5000000.0,3792000.0,26028000.0,0.0,0.0,-400000.0,0.0,29478000.0,0.0,45973000.0,8326000.0,300000.0,-34000000.0,32100000.0,71800000.0
,netCashUsedForInvestingActivites,-409700000.0,-385900000.0,-1948206000.0,-386479000.0,-555313000.0,88546000.0,-49325000.0,-214549000.0,-143210000.0,-238924000.0,-174182000.0,-185031000.0,-450762000.0,-256027000.0,-213423000.0,-213869000.0,-123325000.0,-99778000.0,-200650000.0,-370185000.0,-201806000.0,-214600000.0,-505800000.0,-333400000.0,-11400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-780600000.0,-986100000.0,-913538000.0,-1068591000.0,-452670000.0,-251320000.0,-1060364000.0,-621170000.0,-193655000.0,-472573000.0,-419988000.0,-439083000.0,-207992000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
