date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-12385000000.0,4767000000.0,3935000000.0,3577000000.0,4373000000.0,4526000000.0,659000000.0,10540000000.0,1009000000.0,854000000.0,593000000.0,-1237000000.0,-8922000000.0,1612000000.0,-6203000000.0,-3818000000.0,-5198000000.0,-773000000.0,-1272000000.0,-1216000000.0,828000000.0,1303000000.0,1101000000.0,1001000000.0,854000000.0,156000000.0,408000000.0,-409000000.0,-1001800000.0,-506300000.0,-324400000.0,302800000.0
,depreciationAndAmortization,2312000000.0,2581000000.0,2329000000.0,2235000000.0,1902000000.0,1835000000.0,1771000000.0,1658000000.0,1565000000.0,1523000000.0,1511000000.0,1536000000.0,1266000000.0,1164000000.0,1276000000.0,1273000000.0,1244000000.0,1230000000.0,1181000000.0,1283000000.0,1187000000.0,1146000000.0,961000000.0,861000000.0,710000000.0,634000000.0,622000000.0,678000000.0,-675300000.0,-576600000.0,-465900000.0,-459200000.0
,deferredIncomeTax,-3110000000.0,1473000000.0,1364000000.0,2071000000.0,2223000000.0,2581000000.0,414000000.0,-7991000000.0,17000000.0,-2000000.0,9000000.0,-329000000.0,-119000000.0,207000000.0,-765000000.0,-41000000.0,1206000000.0,-416000000.0,-411000000.0,-648000000.0,396000000.0,250000000.0,418000000.0,294000000.0,240000000.0,-57000000.0,96000000.0,-242000000.0,-211600000.0,-123100000.0,-116600000.0,-4600000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000000.0,72000000.0,89000000.0,108000000.0,0.0,76000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1390000000.0,283000000.0,-1509000000.0,-2941000000.0,682000000.0,-4056000000.0,87000000.0,497000000.0,-26000000.0,-894000000.0,-2022000000.0,62000000.0,-753000000.0,-981000000.0,401000000.0,1550000000.0,-678000000.0,896000000.0,283000000.0,-796000000.0,554000000.0,61000000.0,-1440000000.0,1000000.0,-860000000.0,71000000.0,-114000000.0,-162100000.0,1693500000.0,-1581200000.0,551400000.0,16200000.0
,accountsReceivables,0.0,0.0,0.0,-328000000.0,-147000000.0,-56000000.0,-302000000.0,0.0,0.0,0.0,0.0,0.0,0.0,22000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198900000.0,-420900000.0,-106700000.0,26000000.0
,inventory,354000000.0,-139000000.0,324000000.0,-397000000.0,-140000000.0,155000000.0,172000000.0,-87000000.0,-451000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-359000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245300000.0,257700000.0,116100000.0,14300000.0
,otherWorkingCapital,1850000000.0,-11955000000.0,-12238000000.0,-10729000000.0,-7788000000.0,-8470000000.0,-4414000000.0,-4501000000.0,-4998000000.0,-4972000000.0,-4078000000.0,-2056000000.0,-2118000000.0,-1365000000.0,-384000000.0,-785000000.0,-2335000000.0,-1657000000.0,-2553000000.0,-2836000000.0,-2040000000.0,-2594000000.0,-2655000000.0,-1215000000.0,-1216000000.0,-356000000.0,-427000000.0,-313000000.0,-150900000.0,-1844400000.0,-263200000.0,-814600000.0
,otherNonCashItems,4670000000.0,-615000000.0,-1037000000.0,-3335000000.0,-618000000.0,-885000000.0,311000000.0,-333000000.0,-198000000.0,1258000000.0,0.0,-315000000.0,645000000.0,-1783000000.0,7054000000.0,1802000000.0,1714000000.0,185000000.0,1065000000.0,651000000.0,-15000000.0,-293000000.0,274000000.0,410000000.0,51000000.0,685000000.0,-62000000.0,637000000.0,1350600000.0,1153300000.0,932000000.0,860100000.0
,netCashProvidedByOperatingActivites,-3793000000.0,8425000000.0,7014000000.0,5148000000.0,7205000000.0,7927000000.0,4947000000.0,4504000000.0,2476000000.0,2834000000.0,2832000000.0,1379000000.0,-1707000000.0,1359000000.0,993000000.0,175000000.0,-1123000000.0,453000000.0,285000000.0,236000000.0,2898000000.0,2378000000.0,2929000000.0,2916000000.0,2039000000.0,1391000000.0,1114000000.0,1324000000.0,676900000.0,149500000.0,323800000.0,803800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1899000000.0,-4936000000.0,-5168000000.0,-3891000000.0,-3391000000.0,-2945000000.0,-2249000000.0,-2568000000.0,-1968000000.0,-1254000000.0,-1342000000.0,-1202000000.0,-1522000000.0,-1036000000.0,-413000000.0,-814000000.0,-760000000.0,-744000000.0,-1286000000.0,-2793000000.0,-4060000000.0,-3289000000.0,-2819000000.0,-2291000000.0,-1948000000.0,-936000000.0,-626000000.0,-1205000000.0,-1413100000.0,-2481000000.0,-2144600000.0,-1689500000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-13400000000.0,0.0,-145000000.0,-925000000.0,-1707000000.0,-998000000.0,-1795000000.0,-959000000.0,-958000000.0,-1078000000.0,0.0,0.0,-92000000.0,-44000000.0,0.0,0.0,0.0,0.0,-134000000.0,0.0,0.0,-310000000.0,0.0,0.0,0.0,0.0,-121000000.0,-408000000.0,0.0,0.0,0.0,-266500000.0
