date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1746000000.0,1827000000.0,1128000000.0,1902000000.0,682000000.0,1737000000.0,1130000000.0,1526000000.0,1495000000.0,938000000.0,407000000.0,948000000.0,1306000000.0,865000000.0,678000000.0,698000000.0,763000000.0,275000000.0,231000000.0,524000000.0,458000000.0,-544000000.0,320000000.0,357000000.0,350500000.0
,depreciationAndAmortization,1280000000.0,1172000000.0,1105000000.0,1006000000.0,942000000.0,1465000000.0,1383000000.0,1286000000.0,1215000000.0,780000000.0,471000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,309000000.0,355000000.0,707000000.0,560000000.0,428000000.0,640000000.0,72000000.0,424000000.0,582000000.0,241000000.0,104000000.0,43000000.0,42000000.0,-25000000.0,-66000000.0,155000000.0,96000000.0,85000000.0,-47000000.0,-59000000.0,-43000000.0,12000000.0,18000000.0,0.0,15800000.0
,stockBasedCompensation,36000000.0,26000000.0,38000000.0,0.0,0.0,64000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-382000000.0,118000000.0,-28000000.0,-137000000.0,-97000000.0,125000000.0,-149000000.0,-143000000.0,160000000.0,-413000000.0,106000000.0,-39000000.0,-266000000.0,192000000.0,-108000000.0,-99000000.0,-7000000.0,-115000000.0,-102000000.0,78000000.0,-82000000.0,-134800000.0,30000000.0,-77000000.0,8200000.0
,accountsReceivables,4000000.0,28000000.0,-33000000.0,-15000000.0,47000000.0,-83000000.0,-165000000.0,7000000.0,-89000000.0,-100000000.0,76000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-26000000.0,17000000.0,40000000.0,0.0,0.0,-134000000.0,0.0,0.0,0.0,0.0,-21000000.0,-35000000.0,25000000.0,-31000000.0,-38000000.0,-52000000.0,0.0,0.0,0.0,0.0,0.0,-9000000.0,11000000.0,-14000000.0,43300000.0
,accountsPayables,-77000000.0,78000000.0,-10000000.0,57000000.0,-116000000.0,-4000000.0,25000000.0,-29000000.0,-36000000.0,216000000.0,-150000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-121000000.0,46000000.0,2000000.0,-90000000.0,82000000.0,63000000.0,-268000000.0,-28000000.0,112000000.0,-111000000.0,199000000.0,-122000000.0,-232000000.0,138000000.0,-118000000.0,-9000000.0,-25000000.0,6000000.0,-45000000.0,78000000.0,-82000000.0,-92800000.0,32000000.0,-28000000.0,0.0
,otherNonCashItems,-372000000.0,-299000000.0,-572000000.0,-420000000.0,-583000000.0,-297000000.0,-57000000.0,-555000000.0,-125000000.0,123000000.0,55000000.0,-189000000.0,82000000.0,13000000.0,0.0,0.0,-31000000.0,-6000000.0,-59000000.0,27000000.0,211000000.0,465800000.0,445000000.0,513000000.0,383500000.0
,netCashProvidedByOperatingActivites,2427000000.0,2821000000.0,2461000000.0,2890000000.0,2615000000.0,3403000000.0,2857000000.0,2764000000.0,2507000000.0,2033000000.0,1852000000.0,1589000000.0,1571000000.0,1758000000.0,1388000000.0,1437000000.0,1340000000.0,796000000.0,908000000.0,865000000.0,644000000.0,637000000.0,777000000.0,793000000.0,692300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3083000000.0,-3238000000.0,-3133000000.0,-2920000000.0,-3533000000.0,-4090000000.0,-4212000000.0,-3105000000.0,-2487000000.0,-1597000000.0,-1225000000.0,-1750000000.0,-1685000000.0,-1394000000.0,-811000000.0,-734000000.0,-771000000.0,-648000000.0,-565000000.0,-460000000.0,-318000000.0,-304000000.0,-310000000.0,-360000000.0,-402800000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84000000.0,-5763000000.0,-6650000000.0,81000000.0,303000000.0,898000000.0,110000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-55000000.0,-65000000.0,0.0,0.0,0.0,-290000000.0,-159000000.0,-154000000.0,-169000000.0,-128000000.0,0.0,0.0,-601000000.0,-923000000.0,-355000000.0,-130000000.0,0.0,0.0,-312000000.0,-11000000.0,0.0,-15000000.0,-72000000.0,-600000000.0,-303000000.0
,salesMaturitiesOfInvestments,69000000.0,0.0,0.0,2000000.0,136000000.0,154000000.0,144000000.0,159000000.0,319000000.0,114000000.0,154000000.0,0.0,860000000.0,611000000.0,341000000.0,74000000.0,0.0,0.0,0.0,0.0,0.0,70000000.0,187000000.0,631000000.0,300300000.0
,otherInvestingActivites,-11000000.0,-58000000.0,15000000.0,37000000.0,-5000000.0,92000000.0,27000000.0,61000000.0,-233000000.0,124000000.0,182000000.0,-199000000.0,-86000000.0,-67000000.0,-144000000.0,51000000.0,-7000000.0,-270000000.0,175000000.0,-280000000.0,-1082000000.0,-290000000.0,-156000000.0,-196000000.0,-4400000.0
,netCashUsedForInvestingActivites,-3080000000.0,-3361000000.0,-3156000000.0,-2918000000.0,-3588000000.0,-3329000000.0,-4295000000.0,-3123000000.0,-7952000000.0,-8229000000.0,-880000000.0,-1627000000.0,-614000000.0,-1617000000.0,-779000000.0,-718000000.0,-729000000.0,-1129000000.0,-702000000.0,-751000000.0,-1179000000.0,-485000000.0,-291000000.0,-432000000.0,-313500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
