date,,2021-06-30_FY,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,302532000.0,199343000.0,93825000.0,-113134000.0,101530000.0,-77149000.0,51965000.0,62641000.0,69153000.0,92476000.0,71395000.0,21492000.0,38348000.0,26108000.0,19720480.0,11350081.0,11453715.0,8871679.0,6752346.0,10698723.0,1138297.0,3952979.0,-8800000.0,-3500000.0,4100000.0,600000.0,-2000000.0,-1500000.0,-600000.0,-600000.0,-8900000.0,-1500000.0
,depreciationAndAmortization,183569000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67399000.0,0.0,0.0,18364000.0,8268680.0,4261060.0,3204984.0,3313953.0,2854839.0,2289104.0,1270621.0,1193108.0,500000.0,200000.0,100000.0,200000.0,100000.0,0.0,0.0,100000.0,200000.0,600000.0
,deferredIncomeTax,456000.0,-32399000.0,-1745000.0,-32843000.0,1556000.0,-4983000.0,-27651000.0,-8166000.0,-11419000.0,1571000.0,-6461000.0,-7536000.0,-2170000.0,115000.0,-761293.0,-873211.0,1054911.0,3443068.0,1708053.0,-6849687.0,0.0,0.0,0.0,600000.0,100000.0,0.0,0.0,-800000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,5730000.0,9116000.0,6617000.0,8279000.0,9983000.0,10039000.0,5141000.0,2580000.0,5701000.0,6507000.0,6494000.0,5641000.0,2587000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-46428000.0,197526000.0,46645000.0,-34900000.0,-32765000.0,-623688000.0,52304000.0,4061000.0,279413000.0,289587000.0,-195082000.0,22975000.0,108411000.0,113113308.0,9542312.0,28122295.0,3870344.0,15164174.0,22305800.0,7558900.0,-1261576.0,-2807557.0,-2900000.0,-2600000.0,2800000.0,2500000.0,-200000.0,-100000.0,-200000.0,100000.0,100000.0,400000.0
,accountsReceivables,-19552000.0,-6957000.0,5623000.0,530000.0,-5472000.0,17221000.0,8973000.0,3731000.0,3562000.0,-5118000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-6014000.0,-291000.0,-2069000.0,-1428000.0,1606000.0,-7203000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800000.0,-1700000.0,-1100000.0,-200000.0,0.0,0.0,0.0,0.0,700000.0
,accountsPayables,3237000.0,-275000.0,-6426000.0,5173000.0,-206000.0,-849000.0,150000.0,1105000.0,113000.0,530000.0,-930000.0,-10742000.0,-1842000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-24518000.0,318595000.0,121069000.0,74424000.0,109324000.0,142089000.0,765777000.0,713473000.0,709412000.0,429999000.0,140412000.0,335494000.0,312519000.0,204108000.0,90994692.0,81452380.0,53330085.0,49459741.0,34295567.0,11989767.0,4430867.0,5692443.0,8500000.0,11400000.0,14000000.0,11200000.0,8700000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,971000.0,988000.0,15286000.0,14849000.0,8951000.0,12595000.0,10250000.0,9597000.0,9115000.0,3445000.0,0.0,371000.0,-33714000.0,1483000.0,2317366.0,1339287.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,-200000.0,0.0,0.0,-200000.0,300000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,407151000.0,340752000.0,253166000.0,328824000.0,265878000.0,169859000.0,192099000.0,147202000.0,172630000.0,162164000.0,146957000.0,48371000.0,30047000.0,39127000.0,24347295.0,18522628.0,14820292.0,13401048.0,11684089.0,7295045.0,3164470.0,4227946.0,-3700000.0,2200000.0,2100000.0,-1700000.0,-2300000.0,-1400000.0,-800000.0,-600000.0,-1200000.0,800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-168147000.0,-155985000.0,-1055000.0,-11812000.0,-203721000.0,-1346109000.0,-60429000.0,-80019000.0,-314262000.0,-276683000.0,-280009000.0,-232996000.0,-186110000.0,-19221000.0,-121093093.0,-43970105.0,-126954.0,-271020.0,-24067.0,-34945.0,-2195454.0,-8340629.0,-700000.0,-2900000.0,-2300000.0,-1300000.0,-400000.0,0.0,0.0,0.0,-200000.0,-1200000.0
,acquisitionsNet,61300000.0,-156000000.0,-1000000.0,-12000000.0,-204000000.0,-1001000000.0,-50000000.0,-80000000.0,-314000000.0,-277000000.0,-309000000.0,-503000000.0,-186000000.0,-19000000.0,-121000000.0,-44000000.0,-8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-461000.0,-3573000.0,-17869000.0,0.0,0.0,0.0,0.0,0.0,0.0,-28574000.0,0.0,0.0,0.0,-81089.0,-204715.0,-1000000.0,0.0,0.0,0.0,-250000.0,-1320488.0,0.0,0.0,0.0,0.0,0.0,-4900000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,8651000.0,0.0,0.0,0.0,0.0,11905000.0,0.0,0.0,0.0,0.0,5097000.0,0.0,0.0,0.0,0.0,0.0,539960.0,38642.0,0.0,19.0,0.0,4000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
