Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31,2015-03-31,2014-03-31
Cash and cash equivalents,11372000.0,9205000.0,11688000.0,5777000.0,6567000.0,7317000.0
Short-term investments,28108000.0,0.0,829000.0,634000.0,270000.0,3025000.0
Cash and short-term investments,39480000.0,9205000.0,12517000.0,6411000.0,6837000.0,10342000.0
Receivables,35825000.0,29100000.0,20790000.0,29882000.0,13373000.0,17136000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,90360000.0,47799000.0,41286000.0,44335000.0,25289000.0,31411000.0
Property, Plant & Equipment Net,3026000.0,2755000.0,3659000.0,3462000.0,1173000.0,1229000.0
Goodwill and Intangible Assets,47114000.0,38751000.0,40924000.0,42758000.0,17630000.0,13132000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,7816000.0,7171000.0,5874000.0,5433000.0,4350000.0,3561000.0
Total non-current assets,58988000.0,48727000.0,48728000.0,50286000.0,21256000.0,17027000.0
Total assets,149348000.0,96526000.0,90014000.0,94621000.0,46545000.0,48438000.0
Payables,2327000.0,2353000.0,2923000.0,3659000.0,442000.0,188000.0
Short-term debt,442000.0,5269000.0,2871000.0,7110000.0,1487000.0,24000.0
Total current liabilities,48628000.0,42058000.0,31687000.0,38670000.0,19014000.0,26557000.0
Long-term debt,109000.0,8367000.0,10288000.0,6920000.0,3031000.0,43000.0
Total debt,551000.0,13636000.0,13159000.0,14030000.0,4518000.0,67000.0
Deferred revenue,10988000.0,12201000.0,10982000.0,11200000.0,4826000.0,6265000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,4149000.0,9295000.0,12479000.0,10394000.0,6975000.0,1343000.0
Total liabilities,52777000.0,51353000.0,44166000.0,49064000.0,25989000.0,27900000.0
Other comprehensive income,-412000.0,361000.0,-286000.0,339000.0,2244000.0,2509000.0
Retained earnings (deficit),-26499000.0,-30283000.0,-25282000.0,-24360000.0,-20798000.0,-20823000.0
Total shareholders equity,95338000.0,45173000.0,45848000.0,45557000.0,20556000.0,20465000.0
Investments,28108000.0,0.0,829000.0,634000.0,270000.0,3025000.0
Net Debt,-38929000.0,4431000.0,642000.0,7619000.0,-2319000.0,-10275000.0
Other Assets,15055000.0,9494000.0,7979000.0,8042000.0,5079000.0,3933000.0
Other Liabilities,45859000.0,34436000.0,25893000.0,27901000.0,17085000.0,26345000.0
