Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,24444000000.0,24476000000.0,25191000000.0,30155000000.0,16975000000.0
Short-term investments,000000.0,178000000.0,1067000000.0,000000.0,000000.0
Cash and short-term investments,000000.0,178000000.0,1067000000.0,000000.0,000000.0
Receivables,16861000000.0,17355000000.0,15826000000.0,18568000000.0,15354000000.0
Inventories,6124000000.0,6499000000.0,4502000000.0,4381000000.0,3668000000.0
Total current assets,71760000000.0,73276000000.0,74424000000.0,74545000000.0,63994000000.0
Property, Plant & Equipment Net,62398000000.0,65380000000.0,64306000000.0,63521000000.0,55197000000.0
Goodwill and Intangible Assets,119000000,176000000,193000000,249000000,355000000
Long-term investments,7033000000.0,6017000000.0,8049000000.0,9076000000.0,6703000000.0
Tax assets,615000000.0,753000000.0,912000000.0,696000000.0,838000000.0
Total non-current assets,27213000000.0,17518000000.0,23003000000.0,27403000000.0,17417000000.0
Total assets,120826000000.0,123727000000.0,123209000000.0,129752000000.0,101819000000.0
Payables,9691000000.0,11681000000.0,10519000000.0,10024000000.0,9647000000.0
Short-term debt,6596000000.0,18955000000.0,8781000000.0,10395000000.0,5688000000.0
Total current liabilities,26195000000.0,41088000000.0,30677000000.0,31576000000.0,22530000000.0
Long-term debt,24682000000.0,14840000000.0,20485000000.0,24670000000.0,15356000000.0
Total debt,24682000000.0,14840000000.0,20485000000.0,24670000000.0,15356000000.0
Deferred revenue,,,,,
Tax Liabilities,480000000.0,264000000.0,335000000.0,356000000.0,700000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,27213000000.0,17518000000.0,23003000000.0,27403000000.0,17417000000.0
Total liabilities,53408000000.0,58607000000.0,53680000000.0,58979000000.0,39947000000.0
Other comprehensive income,,,,,
Retained earnings (deficit),21899000000.0,20181000000.0,19100000000.0,19438000000.0,13829000000.0
Total shareholders equity,67418000000.0,65120000000.0,69529000000.0,70774000000.0,61872000000.0
Investments,7033000000.0,6017000000.0,8049000000.0,9076000000.0,6703000000.0
Net Debt,6834000000,9319000000,4075000000,4910000000,4069000000
Other Assets,3232000000,2893000000,3164000000,3106000000,2729000000
Other Liabilities,11196000000,12213000000,12649000000,11625000000,7778000000
