date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockIssued,2217000.0,6082000.0,6891000.0,32858000.0,39470000.0,90258000.0,378247000.0,1505791000.0,30981000.0,1156493000.0,478847000.0,552319000.0,0.0,656496000.0,153601000.0,48472000.0,27721000.0,200069000.0,84335000.0,4274000.0,2180000.0,732000.0,0.0
,commonStockRepurchased,-42029000.0,0.0,0.0,-13182000.0,0.0,0.0,-27643000.0,-482500000.0,0.0,0.0,0.0,-322000.0,-87706000.0,-258833000.0,-196160000.0,0.0,0.0,-265005000.0,-77432000.0,-32892000.0,0.0,0.0,0.0
,dividendsPaid,-1722989000.0,-1345660000.0,-1123367000.0,-942884000.0,-893455000.0,-804697000.0,-672190000.0,-573854000.0,-567834000.0,-414098000.0,-155812000.0,-158286000.0,-286483000.0,-211744000.0,-174266000.0,-154070000.0,-145951000.0,-152239000.0,-112085000.0,-141979000.0,-130680000.0,-160566000.0,-114698000.0
,otherFinancingActivites,359387000.0,-302716000.0,-174658000.0,-807539000.0,-373158000.0,2105055000.0,126994000.0,-298234000.0,-126277000.0,29305000.0,-51850000.0,-10070000.0,1764000.0,-161695000.0,-142579000.0,-303670000.0,59385000.0,-61232000.0,65456000.0,-57919000.0,103299000.0,-17074000.0,-668704000.0
,netCashUsedProvidedByFinancingActivities,-372162000.0,-839599000.0,-1232101000.0,-2606584000.0,-2125465000.0,3608214000.0,-337817000.0,-2365622000.0,-1071511000.0,163318000.0,329734000.0,-288549000.0,581765000.0,420025000.0,483621000.0,-101856000.0,409705000.0,112022000.0,45931000.0,127303000.0,452370000.0,-240721000.0,604202000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,18718000.0,5914000.0,-10852000.0,15790000.0,-342000.0,-9623000.0,-18842000.0,-62970000.0,3142000.0,1121000.0,15389000.0,-65623000.0,2695000.0,17133000.0,2966000.0,-10063000.0,6062000.0,2791000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-490769000.0,744999000.0,-103190000.0,-360270000.0,543236000.0,-86612000.0,-140437000.0,390319000.0,-75262000.0,138438000.0,11255000.0,-36767000.0,3712000.0,45461000.0,-58118000.0,123489000.0,-18286000.0,38346000.0,16261000.0,52713000.0,-12954000.0,13402000.0,-14831000.0
,cashAtEndOfPeriod,598086000.0,1088855000.0,343856000.0,447046000.0,807316000.0,264080000.0,350692000.0,491129000.0,100810000.0,176072000.0,198424000.0,187169000.0,223936000.0,220224000.0,174763000.0,232881000.0,109392000.0,127678000.0,89332000.0,73071000.0,20358000.0,33312000.0,25137000.0
,cashAtBeginningOfPeriod,1088855000.0,343856000.0,447046000.0,807316000.0,264080000.0,350692000.0,491129000.0,100810000.0,176072000.0,37634000.0,187169000.0,223936000.0,220224000.0,174763000.0,232881000.0,109392000.0,127678000.0,89332000.0,73071000.0,20358000.0,33312000.0,19910000.0,39968000.0
,operatingCashFlow,2937005000.0,2264034000.0,1803559000.0,1687246000.0,1417005000.0,963410000.0,704531000.0,484989000.0,463492000.0,207064000.0,252760000.0,242276000.0,301020000.0,240543000.0,335855000.0,295815000.0,294378000.0,271536000.0,288801000.0,288562000.0,261175000.0,190391000.0,177180000.0
,capitalExpenditure,0.0,-791860000.0,-915698000.0,1034519000.0,560399000.0,-4398901000.0,488020000.0,3904476000.0,793715000.0,-1081496000.0,-272919000.0,-402349000.0,-1216373000.0,-1357900000.0,-1485881000.0,-1086648000.0,-996202000.0,-761139000.0,-563091000.0,-624701000.0,-798979000.0,-579823000.0,-564304000.0
,freeCashFlow,2937005000.0,2264034000.0,1803559000.0,1576611000.0,1315328000.0,880059000.0,625921000.0,402379000.0,382880000.0,-874432000.0,-20159000.0,-160073000.0,-915353000.0,-1117357000.0,-1150026000.0,-790833000.0,-701824000.0,-489603000.0,-274290000.0,-336139000.0,-537804000.0,-389432000.0,-387124000.0
