date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-5661000.0,241925000.0,200180000.0,49138000.0,-225968000.0,-373896000.0,158366000.0,203265000.0,307230000.0,229727000.0,46419000.0,-119742000.0,167775000.0,174243000.0,256283000.0,119291000.0,73578000.0,18130000.0,-211908000.0,53288000.0,51710000.0,39100000.0,71200000.0,72000000.0,69700000.0,68300000.0,-4100000.0,20100000.0,12900000.0,21100000.0,32100000.0,30000000.0
,depreciationAndAmortization,119860000.0,112052000.0,108680000.0,107656000.0,117466000.0,131664000.0,130222000.0,113104000.0,104073000.0,93471000.0,96429000.0,96381000.0,94733000.0,78663000.0,71144000.0,66884000.0,65989000.0,84043000.0,73629000.0,97297000.0,101646000.0,96000000.0,67400000.0,41400000.0,40200000.0,39300000.0,43200000.0,30900000.0,31300000.0,32700000.0,29900000.0,26400000.0
,deferredIncomeTax,-23899000.0,2806000.0,22915000.0,6267000.0,8328000.0,-48575000.0,23119000.0,232000.0,28602000.0,-7881000.0,230000.0,-10898000.0,31967000.0,-8938000.0,8839000.0,13600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,16048000.0,22845000.0,20830000.0,21065000.0,18129000.0,16827000.0,17641000.0,21874000.0,21500000.0,18852000.0,16640000.0,9412000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-186369000.0,69466000.0,7212000.0,4357000.0,-127736000.0,-186638000.0,-69440000.0,327540000.0,258276000.0,-76862000.0,25991000.0,-133740000.0,101410000.0,-95393000.0,222254000.0,94841000.0,-120769000.0,53048000.0,-11427000.0,-10692000.0,23903000.0,-68200000.0,265800000.0,-41800000.0,33600000.0,53300000.0,-24000000.0,-4500000.0,4200000.0,-6400000.0,5300000.0,6700000.0
,accountsReceivables,128715000.0,17323000.0,-22201000.0,-7606000.0,32661000.0,46552000.0,-45041000.0,33801000.0,-10891000.0,-89153000.0,-58245000.0,200159000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,28185000.0,-53387000.0,-37230000.0,-24300000.0,69552000.0,70874000.0,-5310000.0,5879000.0,-63833000.0,-124082000.0,-2576000.0,36048000.0,-34034000.0,-26117000.0,-7711000.0,-8446000.0,10255000.0,38171000.0,40251000.0,19894000.0,14331000.0,-3900000.0,-37200000.0,1400000.0,-9800000.0,-34400000.0,9600000.0,-1500000.0,5500000.0,-6300000.0,4500000.0,3100000.0
,accountsPayables,-46315000.0,-49378000.0,-5046000.0,51418000.0,-2180000.0,-8218000.0,13748000.0,-90449000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,542732000.0,729101000.0,659635000.0,652423000.0,648066000.0,775802000.0,962440000.0,1031880000.0,704340000.0,446064000.0,522926000.0,496935000.0,630675000.0,529265000.0,624658000.0,402404000.0,307563000.0,428332000.0,375284000.0,386711000.0,397403000.0,373500000.0,441700000.0,175900000.0,217700000.0,184100000.0,130800000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,36788000.0,2451000.0,4403000.0,1896000.0,112666000.0,550126000.0,5514000.0,2577000.0,-12702000.0,-6958000.0,-4506000.0,23000.0,10094000.0,25246000.0,39218000.0,0.0,-7193000.0,0.0,0.0,0.0,1192000.0,100000.0,-100000.0,0.0,100000.0,-100000.0,100000.0,-100000.0,0.0,0.0,100000.0,-100000.0
,netCashProvidedByOperatingActivites,223738000.0,300519000.0,277304000.0,192202000.0,219322000.0,351437000.0,271873000.0,284150000.0,289580000.0,230797000.0,164828000.0,192263000.0,279786000.0,199006000.0,19053000.0,202327000.0,177858000.0,181544000.0,155160000.0,187556000.0,221207000.0,226600000.0,101500000.0,99900000.0,85500000.0,56600000.0,30200000.0,42000000.0,47300000.0,43400000.0,68000000.0,63600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-244151000.0,-212343000.0,-171004000.0,-118018000.0,-110697000.0,-100939000.0,-117376000.0,-82835000.0,-113036000.0,-83442000.0,-56679000.0,-104842000.0,-163489000.0,-92001000.0,-79593000.0,-88552000.0,-56962000.0,-49413000.0,-44040000.0,-59929000.0,-50663000.0,-100200000.0,-860100000.0,-73800000.0,-57600000.0,-43400000.0,-46900000.0,-23100000.0,-36600000.0,-55300000.0,-70700000.0,-57700000.0
,acquisitionsNet,24000000.0,0.0,0.0,0.0,0.0,0.0,-624000000.0,-1000000.0,-383000000.0,0.0,11000000.0,-68000000.0,-3000000.0,-246000000.0,-31000000.0,-137000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300000.0,-14200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27811000.0,1652000.0,5915000.0,0.0,2961000.0,0.0,0.0,0.0,0.0,0.0,0.0,-12200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
