date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-269100000.0,-341300000.0,-568700000.0,-233100000.0,-33000000.0,73700000.0,114417000.0,-181605000.0,78454000.0,144815000.0,-20252000.0,26026000.0,88583000.0,39541000.0,86547000.0,96746000.0,183957000.0,174776000.0,99154000.0,66893000.0,136919000.0,128900000.0,76100000.0,122500000.0,97400000.0,76200000.0,63500000.0,48400000.0,23200000.0,35700000.0,27100000.0,36200000.0
,depreciationAndAmortization,180400000.0,226100000.0,258700000.0,252200000.0,134800000.0,64000000.0,74072000.0,82594000.0,78644000.0,79855000.0,79253000.0,77693000.0,80470000.0,63380000.0,69810000.0,76239000.0,74983000.0,64301000.0,61296000.0,45453000.0,35901000.0,34700000.0,25600000.0,28500000.0,33000000.0,29500000.0,14200000.0,13600000.0,12500000.0,12800000.0,12600000.0,11900000.0
,deferredIncomeTax,-27100000.0,54200000.0,-59600000.0,16600000.0,-94600000.0,-40100000.0,-11305000.0,-15125000.0,-10558000.0,0.0,-47777000.0,50379000.0,-12547000.0,9571000.0,-38388000.0,10063000.0,28486000.0,-10166000.0,12980000.0,-27451000.0,15305000.0,8500000.0,-4200000.0,1100000.0,-5300000.0,-4500000.0,-13700000.0,-3000000.0,-4200000.0,-3100000.0,-700000.0,-1800000.0
,stockBasedCompensation,14900000.0,24000000.0,36600000.0,33900000.0,22200000.0,12400000.0,21545000.0,15432000.0,13840000.0,14296000.0,12541000.0,11910000.0,12189000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-1700000.0,-342600000.0,-74000000.0,-86100000.0,107300000.0,59993000.0,-33807000.0,-314388000.0,67864000.0,3867000.0,59277000.0,-33727000.0,-1173000.0,-117051000.0,149096000.0,341840000.0,19503000.0,126580000.0,65518000.0,56837000.0,-27929000.0,-42500000.0,300000.0,56300000.0,61200000.0,19600000.0,-4200000.0,0.0,-30800000.0,8300000.0,-2000000.0,-2100000.0
,accountsReceivables,-19700000.0,111500000.0,51000000.0,23200000.0,100900000.0,-56400000.0,-58588000.0,23983000.0,-75275000.0,-22790000.0,-69377000.0,123400000.0,10633000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-14800000.0,104900000.0,-5100000.0,17700000.0,124300000.0,-51200000.0,-53241000.0,21337000.0,20955000.0,-12602000.0,3136000.0,76001000.0,-53650000.0,8955000.0,-24768000.0,-23558000.0,-52430000.0,-10541000.0,4688000.0,-27498000.0,-7003000.0,-4600000.0,200000.0,-18700000.0,-18400000.0,-5500000.0,-10600000.0,6400000.0,20200000.0,-10100000.0,-4600000.0,8700000.0
,accountsPayables,10600000.0,-33100000.0,-34500000.0,-6300000.0,-112100000.0,57600000.0,59278000.0,-9659000.0,2564000.0,11741000.0,65768000.0,-54193000.0,36480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,11100000.0,292400000.0,635000000.0,709000000.0,795100000.0,687800000.0,627807000.0,661614000.0,976002000.0,908138000.0,904271000.0,844994000.0,878721000.0,879894000.0,996945000.0,847849000.0,506009000.0,486506000.0,359926000.0,294408000.0,237571000.0,265500000.0,308000000.0,307700000.0,251400000.0,190200000.0,170600000.0,174800000.0,174800000.0,205600000.0,197300000.0,199300000.0
,otherNonCashItems,33100000.0,30300000.0,64900000.0,3500000.0,17500000.0,11300000.0,10326000.0,12551000.0,10093000.0,8865000.0,5148000.0,37192000.0,8413000.0,59184000.0,37893000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,15700000.0,11400000.0,17400000.0,14900000.0,-33700000.0,11200000.0,12600000.0,11700000.0,-3800000.0,14100000.0
,netCashProvidedByOperatingActivites,18000000.0,135800000.0,-104100000.0,37100000.0,28400000.0,36700000.0,186906000.0,124224000.0,135508000.0,215397000.0,273353000.0,299338000.0,284691000.0,150260000.0,250424000.0,116865000.0,232648000.0,209899000.0,163501000.0,154356000.0,146195000.0,188600000.0,177200000.0,111300000.0,93600000.0,71200000.0,41300000.0,94600000.0,86500000.0,48400000.0,51100000.0,66500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20878000.0,0.0,0.0,-43259000.0,-44277000.0,-62605000.0,-61238000.0,-72820000.0,-50338000.0,-68656000.0,-42694000.0,-199400000.0,-30800000.0,-67700000.0,-33600000.0,-35300000.0,-22600000.0,-18300000.0,-12000000.0,-9100000.0,-22200000.0,-9900000.0
,acquisitionsNet,0.0,30000000.0,5000000.0,-6000000.0,-885000000.0,-54000000.0,-12000000.0,-2000000.0,-28000000.0,3000000.0,2000000.0,5000000.0,-4000000.0,-18000000.0,-74000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-241300000.0,-222200000.0,-200200000.0,-329800000.0,-243500000.0,-125500000.0,-428652000.0,-537682000.0,-377070000.0,-356354000.0,-480506000.0,-241921000.0,-357091000.0,-50588000.0,-126887000.0,-61007000.0,-40157000.0,-56974000.0,-35033000.0,-65711000.0,-35642000.0,-142200000.0,-78300000.0,-44500000.0,-69500000.0,-66100000.0,0.0,-140000000.0,-121000000.0,-104000000.0,-84700000.0,-120500000.0
