date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,commonStockIssued,0.0,0.0,9138000.0,0.0,220410000.0,3205000.0,31350000.0,14838000.0,350948000.0,64001000.0,35418000.0,237736000.0,70516027.0,256369054.0,296189422.0,507208978.0,314308855.0,331594744.0,329751338.0,151410379.0,43909718.0,5200000.0,1700000.0,1900000.0,1000000.0
,commonStockRepurchased,-2536000.0,-178793000.0,-79027000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-26690000.0,-27866000.0,-29282000.0,-29017000.0,-35439000.0,-131955000.0,-199263000.0,-170653000.0,-277948000.0,-388904000.0,-384128000.0,-368201000.0,-786137688.0,-646834840.0,-614339469.0,-498204442.0,-423310535.0,-372576324.0,-233610324.0,-328898440.0,-70371926.0,-15700000.0,-15400000.0,-22600000.0,-20400000.0
,otherFinancingActivites,-7232000.0,0.0,0.0,0.0,-3791000.0,30909000.0,-16761000.0,-17459000.0,-33133000.0,-18668000.0,-17682000.0,-9526000.0,-13125303.0,2798689.0,2354381.0,12923596.0,3420927.0,7678733.0,-2401637.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-150468000.0,-271040000.0,-128215000.0,-81373000.0,-210219000.0,-194413000.0,-154095000.0,-265644000.0,210468000.0,-176362000.0,-166701000.0,-182144000.0,-1176118261.0,-238840004.0,-295907502.0,98890569.0,146088313.0,-55312379.0,42880076.0,-119466730.0,28939712.0,-14000000.0,9000000.0,-14900000.0,-14300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,4164000.0,-13089000.0,29248000.0,-25277000.0,-419000.0,2938000.0,2976000.0,1477000.0,1630000.0,1035000.0,-192000.0,-3341000.0,7787761.0,-3436290.0,864399.0,-1045470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-37194000.0,-211678000.0,16779000.0,-46757000.0,-6241000.0,5462000.0,-954000.0,-2210000.0,-429000.0,-2745000.0,-65184000.0,66636000.0,5219767.0,1578111.0,-9969711.0,0.0,0.0,79698570.0,-261253.0,133716.0,0.0,0.0,-1000000.0,-2200000.0,-9600000.0
,cashAtEndOfPeriod,114455000.0,151649000.0,363327000.0,346548000.0,1257000.0,7498000.0,2036000.0,2990000.0,5200000.0,5629000.0,8374000.0,73558000.0,6922050.0,1702254.0,123486.0,10093034.0,0.0,80416076.0,717658.0,978988.0,0.0,0.0,-1600000.0,-600000.0,1600000.0
,cashAtBeginningOfPeriod,151649000.0,363327000.0,346548000.0,393305000.0,7498000.0,2036000.0,2990000.0,5200000.0,5629000.0,8374000.0,73558000.0,6922000.0,1702283.0,124143.0,10093197.0,0.0,80416367.0,717506.0,978911.0,845272.0,436413.0,0.0,-600000.0,1600000.0,11200000.0
,operatingCashFlow,446365000.0,694240000.0,738784000.0,476125000.0,312290000.0,465336000.0,787197000.0,766478000.0,535077000.0,623440000.0,703148000.0,775786000.0,1262781690.0,868548019.0,863696412.0,774633097.0,555059995.0,427433982.0,305014164.0,287317733.0,99886023.0,24000000.0,14900000.0,25900000.0,25500000.0
,capitalExpenditure,-343400000.0,-631328000.0,-623038000.0,-472428000.0,-336737000.0,-507427000.0,-836459000.0,-932742000.0,-1050021000.0,-1132184000.0,-1564751000.0,-577842000.0,-603642545.0,-620135068.0,-547513979.0,-496927550.0,-209052076.0,-196948345.0,-146115833.0,-228344476.0,-74920516.0,-13400000.0,-22100000.0,-31100000.0,-13000000.0
,freeCashFlow,102965000.0,62912000.0,115746000.0,3697000.0,-24447000.0,-42091000.0,-49262000.0,-166264000.0,-514944000.0,-508744000.0,-861603000.0,197944000.0,659139145.0,248412951.0,316182433.0,277705547.0,346007919.0,230485637.0,158898331.0,58973257.0,24965507.0,10600000.0,-7200000.0,-5200000.0,12500000.0
