Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,797000000.0,542000000.0,597000000.0,322600000.0,600300000.0,916091000.0,164111000.0,394269000.0,114463000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,6338000.0,6083000.0,9566000.0
Cash and short-term investments,797000000.0,542000000.0,597000000.0,322600000.0,600300000.0,916091000.0,170449000.0,400352000.0,124029000.0
Receivables,2130000000.0,2517000000.0,2687000000.0,2075800000.0,1676400000.0,913835000.0,569268000.0,274819000.0,112165000.0
Inventories,1048000000.0,1061000000.0,1257000000.0,889200000.0,883000000.0,531256000.0,355212000.0,229582000.0,82773000.0
Total current assets,32751000000.0,38452000000.0,43458000000.0,22173000000.0,24084900000.0,15172928000.0,11750613000.0,9774951000.0,1716404000.0
Property Plant & Equipment Net,1403000000.0,1312000000.0,1442000000.0,1312300000.0,1234200000.0,462724000.0,414242000.0,281752000.0,103848000.0
Goodwill and Intangible Assets,30804000000.0,34678000000.0,41636000000.0,20639300000.0,22600300000.0,14450035000.0,11222990000.0,9374156000.0,1435516000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2083000.0,11516000.0
Tax assets,433000000.0,146000000.0,156000000.0,247300000.0,421800000.0,271429000.0,203135000.0,165396000.0,132800000.0
Total non-current assets,27285000000.0,36662000000.0,37623000000.0,18194600000.0,20225000000.0,12410229000.0,8254017000.0,5191565000.0,455766000.0
Total assets,37497000000.0,43529000000.0,48965000000.0,26304700000.0,27970800000.0,17950379000.0,13108119000.0,10795117000.0,2059290000.0
Payables,365000000.0,324000000.0,434000000.0,398000000.0,327000000.0,227384000.0,157620000.0,101324000.0,72022000.0
Short-term debt,209000000.0,1000000.0,823000000.0,900000.0,204800000.0,480182000.0,111250000.0,116900000.0,12110000.0
Total current liabilities,4268000000.0,3609000000.0,5313000000.0,2708400000.0,2512500000.0,1822752000.0,924272000.0,692456000.0,249152000.0
Long-term debt,25235000000.0,29845000000.0,30265000000.0,15228000000.0,17162900000.0,10535443000.0,6539761000.0,3478377000.0,313975000.0
Total debt,25444000000.0,29846000000.0,31088000000.0,15228900000.0,17367700000.0,11015625000.0,6651011000.0,3595277000.0,326085000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,50936000.0,71541000.0,91081000.0
Tax Liabilities,1180000000.0,5434000000.0,6023000000.0,2334600000.0,2554300000.0,1356373000.0,1294377000.0,1543443000.0,73046000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,27285000000.0,36662000000.0,37623000000.0,18194600000.0,20225000000.0,12410229000.0,8254017000.0,5191565000.0,455766000.0
Total liabilities,31553000000.0,40271000000.0,42936000000.0,20903000000.0,22737500000.0,14232981000.0,9178289000.0,5884021000.0,704918000.0
Other comprehensive income,-1896000000.0,-2108000000.0,-1542000000.0,-915900000.0,-132800000.0,-119396000.0,-279616000.0,98836000.0,43574000.0
Retained earnings (deficit),-2725000000.0,-5129000000.0,-2750000000.0,-2397800000.0,-3278500000.0,-2370976000.0,-2030292000.0,-934511000.0,-245974000.0
Total shareholders equity,5849000000.0,3152000000.0,5910000000.0,5279400000.0,5118700000.0,3717398000.0,3929830000.0,4911096000.0,1354372000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,6338000.0,8166000.0,21082000.0
Net Debt,24647000000.0,29304000000.0,30491000000.0,14906300000.0,16767400000.0,10099534000.0,6480562000.0,3194925000.0,202056000.0
Other Assets,771000000.0,957000000.0,966000000.0,844100000.0,726200000.0,416269000.0,262577000.0,115413000.0,23919000.0
Other Liabilities,3694000000.0,3284000000.0,4056000000.0,2309500000.0,1980700000.0,1115186000.0,655402000.0,474232000.0,165020000.0
