date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-26_FY,2014-12-27_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2010-12-25_FY,2009-12-26_FY,2008-12-27_FY,2008-01-28_FY,2007-12-29_FY,2006-12-31_FY,2006-12-30_FY,2006-03-02_FY,2005-12-31_FY,2004-12-25_FY,2003-12-27_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,1999-12-25_FY,1998-12-26_FY,1997-12-27_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,904000000.0,1294000000.0,1542000000.0,1340000000.0,1619000000.0,1283000000.0,1051000000.0,1091000000.0,1597000000.0,1319000000.0,1158000000.0,1071000000.0,964000000.0,909000000.0,909000000.0,824000000.0,824000000.0,762000000.0,762000000.0,740000000.0,617000000.0,583000000.0,492000000.0,413000000.0,627000000.0,445000000.0,-111000000.0
,depreciationAndAmortization,146000000.0,112000000.0,137000000.0,253000000.0,309000000.0,319000000.0,739000000.0,721000000.0,645000000.0,628000000.0,589000000.0,580000000.0,556000000.0,542000000.0,542000000.0,479000000.0,479000000.0,469000000.0,469000000.0,448000000.0,401000000.0,370000000.0,354000000.0,354000000.0,386000000.0,417000000.0,536000000.0
,deferredIncomeTax,-65000000.0,-232000000.0,-11000000.0,634000000.0,27000000.0,-101000000.0,-172000000.0,-24000000.0,28000000.0,-137000000.0,-110000000.0,72000000.0,1000000.0,-95000000.0,-95000000.0,-30000000.0,-30000000.0,-101000000.0,-101000000.0,142000000.0,-23000000.0,21000000.0,-72000000.0,-51000000.0,-16000000.0,3000000.0,-138000000.0
,stockBasedCompensation,97000000.0,59000000.0,50000000.0,65000000.0,80000000.0,57000000.0,55000000.0,49000000.0,50000000.0,59000000.0,47000000.0,-59000000.0,-44000000.0,-74000000.0,0.0,0.0,0.0,-87000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,28000000.0,80000000.0,-1089000000.0,882000000.0,1513000000.0,-635000000.0,-191000000.0,-295000000.0,-150000000.0,6000000.0,310000000.0,326000000.0,-190000000.0,0.0,244000000.0,-2000000.0,-55000000.0,0.0,-139000000.0,26000000.0,135000000.0,468000000.0,-730000000.0,284000000.0,36000000.0,48000000.0,-442000000.0
,accountsReceivables,62000000.0,0.0,0.0,0.0,0.0,-54000000.0,-21000000.0,-12000000.0,-18000000.0,-39000000.0,-12000000.0,3000000.0,-6000000.0,-4000000.0,-5000000.0,0.0,16000000.0,-1000000.0,0.0,-39000000.0,-1000000.0,32000000.0,127000000.0,-141000000.0,-6000000.0,-6000000.0,-24000000.0
,inventory,0.0,0.0,0.0,3000000.0,0.0,58000000.0,-22000000.0,18000000.0,9000000.0,-75000000.0,68000000.0,27000000.0,-8000000.0,-31000000.0,-35000000.0,-3000000.0,-8000000.0,-4000000.0,-4000000.0,-7000000.0,-4000000.0,11000000.0,-9000000.0,14000000.0,7000000.0,5000000.0,15000000.0
,accountsPayables,128000000.0,-36000000.0,-68000000.0,-173000000.0,17000000.0,128000000.0,60000000.0,-102000000.0,9000000.0,144000000.0,61000000.0,-62000000.0,18000000.0,118000000.0,-85000000.0,0.0,-156000000.0,-6000000.0,0.0,-20000000.0,-22000000.0,-37000000.0,0.0,49000000.0,101000000.0,-23000000.0,73000000.0
,otherWorkingCapital,14000000.0,-14000000.0,-94000000.0,995000000.0,113000000.0,-1400000000.0,-765000000.0,-574000000.0,-279000000.0,-129000000.0,-135000000.0,-445000000.0,-771000000.0,-581000000.0,-581000000.0,-825000000.0,-823000000.0,-768000000.0,-768000000.0,-629000000.0,-655000000.0,-790000000.0,-1258000000.0,-528000000.0,-812000000.0,-848000000.0,-896000000.0
,otherNonCashItems,0.0,129000000.0,76000000.0,75000000.0,11000000.0,-370000000.0,513000000.0,403000000.0,-85000000.0,101000000.0,80000000.0,1000000.0,-47000000.0,0.0,0.0,120000000.0,19000000.0,0.0,34000000.0,33000000.0,93000000.0,-6000000.0,-16000000.0,-61000000.0,-271000000.0,-202000000.0,421000000.0
,netCashProvidedByOperatingActivites,1305000000.0,1315000000.0,1176000000.0,1030000000.0,1204000000.0,1260000000.0,2049000000.0,2139000000.0,2294000000.0,2170000000.0,1968000000.0,1421000000.0,1538000000.0,1567000000.0,1567000000.0,1302000000.0,1302000000.0,1238000000.0,1272000000.0,1131000000.0,1053000000.0,1088000000.0,832000000.0,491000000.0,565000000.0,674000000.0,810000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,-973000000.0,-1033000000.0,-1049000000.0,-1099000000.0,0.0,-796000000.0,34000000.0,72000000.0,56000000.0,-742000000.0,-614000000.0,-614000000.0,81000000.0,-609000000.0,52000000.0,-663000000.0,58000000.0,-636000000.0,-572000000.0,-470000000.0,-460000000.0,-541000000.0
,acquisitionsNet,-408000000.0,110000000.0,759000000.0,1773000000.0,370000000.0,-9000000.0,-28000000.0,-99000000.0,-543000000.0,165000000.0,203000000.0,55000000.0,231000000.0,231000000.0,241000000.0,72000000.0,72000000.0,72000000.0,143000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,206000000.0,0.0,0.0,0.0,0.0,-1200000000.0,-820000000.0,-770000000.0,-965000000.0,0.0,-371000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39000000.0,0.0,0.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-2000000.0,-12000000.0,17000000.0,52000000.0,1500000000.0,945000000.0,1027000000.0,1602000000.0,-261000000.0,588000000.0,0.0,0.0,0.0,0.0,-208000000.0,0.0,0.0,173000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-335000000.0,-88000000.0,313000000.0,1472000000.0,-24000000.0,-199000000.0,-936000000.0,-886000000.0,-1005000000.0,-1006000000.0,-579000000.0,-727000000.0,-641000000.0,-432000000.0,-432000000.0,-476000000.0,-476000000.0,-345000000.0,-345000000.0,-486000000.0,-519000000.0,-885000000.0,-503000000.0,-237000000.0,522000000.0,302000000.0,466000000.0
