date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY
,debtRepayment,-113000000.0,-693400000.0,-186100000.0,-1051300000.0,-1563900000.0,-429400000.0,-242600000.0,-168700000.0,-299900000.0,-1383600000.0,-94800000.0,-82200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,2000000.0,16800000.0,34900000.0,11000000.0,13700000.0,11900000.0,10900000.0,36400000.0,299800000.0,27300000.0,27500000.0,10800000.0,20900000.0,16400000.0,10800000.0,99800000.0,308200000.0,98700000.0,60700000.0,97400000.0,3800000.0,4700000.0,8500000.0,11700000.0,11300000.0
,commonStockRepurchased,-38000000.0,-16900000.0,-59800000.0,-43300000.0,-47600000.0,-34100000.0,-39800000.0,0.0,0.0,0.0,0.0,-90400000.0,0.0,0.0,0.0,-20000000.0,-600000.0,-100000.0,0.0,-1000000.0,-9600000.0,-133100000.0,-26800000.0,-19200000.0,-7100000.0
,dividendsPaid,-273000000.0,-462600000.0,-439900000.0,-430500000.0,-418000000.0,-402400000.0,-373800000.0,-352300000.0,-300800000.0,-207500000.0,-187700000.0,-85100000.0,-161800000.0,-76800000.0,-146100000.0,-67400000.0,-56300000.0,-47700000.0,-98300000.0,-97500000.0,-80300000.0,-86900000.0,-86600000.0,-86000000.0,-85100000.0
,otherFinancingActivites,0.0,-540400000.0,-5200000.0,-800000.0,15500000.0,-3500000.0,11800000.0,9100000.0,-12500000.0,3500000.0,3500000.0,1200000.0,3400000.0,-79900000.0,900000.0,-66600000.0,-62400000.0,-56400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-635000000.0,1042200000.0,-438200000.0,-146600000.0,-275100000.0,-217100000.0,-475700000.0,-186100000.0,1278500000.0,-152100000.0,-213600000.0,-114600000.0,-180100000.0,-178500000.0,299700000.0,-72600000.0,161900000.0,-75300000.0,-74300000.0,103700000.0,42400000.0,-81500000.0,-85800000.0,-71500000.0,-60000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,28000000.0,-16400000.0,-5000000.0,1200000.0,-2900000.0,-20200000.0,-11900000.0,7300000.0,-300000.0,-9400000.0,-5300000.0,4400000.0,-1400000.0,11700000.0,4500000.0,-8300000.0,600000.0,100000.0,0.0,-300000.0,-200000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-154000000.0,48600000.0,-105800000.0,55600000.0,133100000.0,-49800000.0,30200000.0,69400000.0,81400000.0,-22200000.0,-19400000.0,34900000.0,-6600000.0,65600000.0,-123900000.0,165400000.0,7500000.0,-52200000.0,106800000.0,-6400000.0,53400000.0,-26100000.0,2600000.0,-10000000.0,-47700000.0
,cashAtEndOfPeriod,357000000.0,510800000.0,452600000.0,558400000.0,502800000.0,369700000.0,419500000.0,389300000.0,319900000.0,238500000.0,260700000.0,280100000.0,245200000.0,251800000.0,186200000.0,315000000.0,149600000.0,142100000.0,194300000.0,87500000.0,93900000.0,40500000.0,66600000.0,64000000.0,74000000.0
,cashAtBeginningOfPeriod,511000000.0,462200000.0,558400000.0,502800000.0,369700000.0,419500000.0,389300000.0,319900000.0,238500000.0,260700000.0,280100000.0,245200000.0,251800000.0,186200000.0,310100000.0,149600000.0,142100000.0,194300000.0,87500000.0,93900000.0,40500000.0,66600000.0,64000000.0,74000000.0,121700000.0
,operatingCashFlow,1102000000.0,1078100000.0,1085300000.0,964400000.0,969700000.0,1163800000.0,1005400000.0,801500000.0,707700000.0,554700000.0,598800000.0,665000000.0,464400000.0,456200000.0,279400000.0,437700000.0,257800000.0,249100000.0,247500000.0,203500000.0,132700000.0,141900000.0,178500000.0,172000000.0,111200000.0
,capitalExpenditure,-655000000.0,-704600000.0,-574400000.0,-638900000.0,-563800000.0,-490600000.0,-456800000.0,-486000000.0,-339400000.0,-360700000.0,-347300000.0,-301700000.0,-232100000.0,-223100000.0,-191700000.0,-158400000.0,-133700000.0,-100900000.0,-94700000.0,-78000000.0,-71000000.0,-70200000.0,-69200000.0,-68800000.0,-62700000.0
,freeCashFlow,447000000.0,373500000.0,510900000.0,325500000.0,405900000.0,673200000.0,548600000.0,315500000.0,368300000.0,194000000.0,251500000.0,363300000.0,232300000.0,233100000.0,87700000.0,279300000.0,124100000.0,148200000.0,152800000.0,125500000.0,61700000.0,71700000.0,109300000.0,103200000.0,48500000.0
