Date,2018-12,2017-12,2016-12,2015-12,2014-12
Depreciation & Amortization,196000000.0,188000000.0,189000000.0,155000000.0,148000000.0
Stock-based compensation,12000000.0,8000000.0,11000000.0,4000000.0,9000000.0
Operating Cash Flow,489000000.0,428000000.0,320000000.0,428000000.0,323000000.0
Capital Expenditure,-458000000.0,-326000000.0,-475000000.0,-455000000.0,-398000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,-24000000,0,0,0,0
Investing Cash flow,-466000000.0,-318000000.0,-1589000000.0,-476000000.0,-401000000.0
Issuance (repayment) of debt,-880000000.0,-106000000.0,-1570000000.0,-671000000.0,-416000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-17000000.0,-109000000.0,841000000.0,484000000.0,91000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,6000000.0,2000000.0,-427000000.0,435000000.0,13000000.0
Free Cash Flow,31000000.0,102000000.0,-154000000.0,-27000000.0,-75000000.0
Net Cash/Marketcap,,,,,
