date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-3408716000.0,855365000.0,1658405000.0,364484000.0,1427929000.0,-134887000.0,276484000.0,433707000.0,718986000.0,706624000.0,636748000.0,503397000.0,250559000.0,469167000.0,467714000.0,319199000.0,468390000.0,441229000.0,344941000.0,125102000.0,99014000.0,67500000.0,50500000.0,45400000.0,35500000.0,10200000.0,-207700000.0
,depreciationAndAmortization,408013000.0,497512000.0,510109000.0,432331000.0,392166000.0,249600000.0,192733000.0,170793000.0,147194000.0,125941000.0,104172000.0,94316000.0,95882000.0,104344000.0,96933000.0,90882000.0,87088000.0,80443000.0,66578000.0,24714000.0,17420000.0,19900000.0,16600000.0,14300000.0,11600000.0,10100000.0,14700000.0
,deferredIncomeTax,-1544971000.0,28537000.0,-795524000.0,319069000.0,-130927000.0,22733000.0,39312000.0,25573000.0,60638000.0,194997000.0,0.0,84324000.0,62112000.0,13185000.0,92083000.0,17026000.0,48884000.0,127157000.0,45853000.0,24334000.0,25824000.0,11300000.0,19200000.0,-5000000.0,5800000.0,-1400000.0,-5100000.0
,stockBasedCompensation,74411000.0,58874000.0,62316000.0,62206000.0,64992000.0,60944000.0,43107000.0,36275000.0,26120000.0,28365000.0,30844000.0,27138000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,6269028000.0,526075000.0,539551000.0,-85405000.0,-63184000.0,-1916322000.0,27029000.0,-249653000.0,-589834000.0,-479503000.0,367863000.0,-28029000.0,-355092000.0,-893955000.0,-184377000.0,-255885000.0,-410935000.0,352296000.0,270071000.0,1410899000.0,-23550000.0,189600000.0,-91500000.0,165300000.0,86100000.0,109900000.0,65100000.0
,accountsReceivables,-1628991000.0,-1241890000.0,-657770000.0,-1277896000.0,-912724000.0,-1478793000.0,-938286000.0,-2312518000.0,41666000.0,-35457000.0,61160000.0,-457771000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-1621143000.0,-167990000.0,-4923000.0,-431454000.0,-1107252000.0,-836382000.0,-956506000.0,-1486572000.0,-200110000.0,-272294000.0,-242967000.0,-765011000.0,-8013000.0,285743000.0,-349543000.0,1072577000.0,916301000.0,-278388000.0,-362195000.0,-726141000.0,-327351000.0,-289100000.0,147600000.0,-271800000.0,-213100000.0,-49300000.0,-5300000.0
,accountsPayables,3300832000.0,1561048000.0,859036000.0,1473389000.0,3011508000.0,5125914000.0,2317589000.0,3818288000.0,420569000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,6198943000.0,-1449240000.0,-1975315000.0,-2514866000.0,-2429461000.0,-2366277000.0,-449955000.0,-476984000.0,-227331000.0,362503000.0,842006000.0,474143000.0,502172000.0,857264000.0,1751219000.0,1935596000.0,2191481000.0,2602416000.0,2250120000.0,1980049000.0,569150000.0,592700000.0,403100000.0,494600000.0,329300000.0,243200000.0,133300000.0
,otherNonCashItems,4378000.0,-45737000.0,54690000.0,-146361000.0,195059000.0,-11604000.0,-6539000.0,2064000.0,1300000.0,4489000.0,7555000.0,44861000.0,70578000.0,75979000.0,52719000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,3700000.0,-200000.0,-3600000.0
,netCashProvidedByOperatingActivites,2207040000.0,2344023000.0,1411388000.0,1504138000.0,3178497000.0,3920379000.0,1463153000.0,788125000.0,1305449000.0,1167948000.0,1108624000.0,783763000.0,737069000.0,1207904000.0,807265000.0,1526638000.0,825081000.0,354815000.0,535926000.0,-40004000.0,216580000.0,3000000.0,125900000.0,-9300000.0,40000000.0,-35600000.0,84000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-369677000.0,-310222000.0,-336411000.0,-466397000.0,-464616000.0,-231585000.0,-264457000.0,-202450000.0,-164041000.0,-167954000.0,-184635000.0,-145837000.0,-137309000.0,-118051000.0,-113132000.0,-203376000.0,-189278000.0,-90554000.0,-64159000.0,-23363000.0,-16619000.0,-15800000.0,-10400000.0,-15900000.0,-15700000.0,-13700000.0,-8500000.0
,acquisitionsNet,0.0,-64000000.0,-785000000.0,-50000000.0,-2731000000.0,-2616000000.0,-9000000.0,330000000.0,-776000000.0,-45000000.0,0.0,-1000000.0,-169000000.0,-86000000.0,-296000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-48635000.0,-42083000.0,-86214000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7745672000.0,-1997022000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,74778000.0,101829000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467419000.0,7346093000.0,2285894000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,9522000.0,-1659000.0,10596000.0,3114000.0,-13919000.0,2883000.0,7199000.0,1402000.0,23000.0,916000.0,264000.0,0.0,1878000.0,5205000.0,28143000.0,51256000.0,15602000.0,0.0,-4130000.0,-6642000.0,-3474000.0,-3400000.0,0.0,-130900000.0,-29400000.0,-4800000.0,0.0
,netCashUsedForInvestingActivites,-379871000.0,-375832000.0,-1111114000.0,-498041000.0,-3169179000.0,-2931165000.0,-384155000.0,117260000.0,-947949000.0,-212418000.0,-184371000.0,-148349000.0,163421000.0,-674437000.0,-42702000.0,-152305000.0,-242222000.0,-201809000.0,-202814000.0,117490000.0,-21489000.0,-16800000.0,-8100000.0,-144900000.0,-44600000.0,-16300000.0,-8000000.0
