date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19820000.0,14134000.0,25366000.0,0.0,10308000.0,3171000.0,59715000.0,14031000.0,211800000.0,101200000.0
,commonStockRepurchased,-1303000000.0,-8187000000.0,-5971000000.0,-1827919000.0,-1013526000.0,-3089055000.0,-750378000.0,-883515000.0,-257021000.0,-163171000.0,-129445000.0,-17415000.0,-4449000.0,-2638000.0,-155670000.0,-12150000.0,0.0,-12218000.0,-11777000.0,-8716000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-1277000000.0,-8000000.0,0.0,0.0,60986000.0,86803000.0,5902000.0,-177034000.0,-76806000.0,8055000.0,37052000.0,2149000.0,7037000.0,2263000.0,-8773000.0,0.0,449000.0,-4259000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,1528000000.0,-8220000000.0,-7431000000.0,-78663000.0,57737000.0,-729996000.0,1428994000.0,-403511000.0,668855000.0,-151027000.0,212957000.0,-168960000.0,-168848000.0,19445000.0,157293000.0,13216000.0,107239000.0,118831000.0,-8606000.0,50999000.0,14031000.0,210800000.0,101100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-8000000.0,-40000000.0,99996000.0,-45203000.0,-149103000.0,-136190000.0,17987000.0,11621000.0,-12148000.0,7670000.0,-1654000.0,-15609000.0,7821000.0,5041000.0,-2302000.0,1685000.0,378000.0,-175000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,4250000000.0,3687000000.0,82000000.0,481334000.0,603936000.0,-1671386000.0,1858657000.0,-246355000.0,903513000.0,273869000.0,156826000.0,-162409000.0,-20809000.0,-38218000.0,343236000.0,-20929000.0,7538000.0,26550000.0,-32761000.0,22919000.0,-47359000.0,79600000.0,0.0
,cashAtEndOfPeriod,10582000000.0,6332000000.0,2645000000.0,2563341000.0,2082007000.0,1477265000.0,3148651000.0,1289994000.0,1536349000.0,632836000.0,358967000.0,202141000.0,364550000.0,385359000.0,423577000.0,80341000.0,101270000.0,93732000.0,67182000.0,99943000.0,77024000.0,133200000.0,0.0
,cashAtBeginningOfPeriod,6332000000.0,2645000000.0,2563000000.0,2082007000.0,1478071000.0,3148651000.0,1289994000.0,1536349000.0,632836000.0,358967000.0,202141000.0,364550000.0,385359000.0,423577000.0,80341000.0,101270000.0,93732000.0,67182000.0,99943000.0,77024000.0,124383000.0,53600000.0,0.0
,operatingCashFlow,85000000.0,4865000000.0,5338000000.0,4662036000.0,3924697000.0,3102231000.0,2914397000.0,2301436000.0,1785750000.0,1341812000.0,777297000.0,509665000.0,315553000.0,156015000.0,112081000.0,62642000.0,42018000.0,20033000.0,814000.0,28096000.0,-19716000.0,-63000000.0,-40900000.0
,capitalExpenditure,-286000000.0,-368000000.0,-442000000.0,-287805000.0,-268383000.0,-173915000.0,-131504000.0,-84445000.0,-55158000.0,-46833000.0,-22593000.0,-15106000.0,-18322000.0,-15949000.0,-12851000.0,-11030000.0,-6944000.0,-6582000.0,-9127000.0,-9415000.0,-37320000.0,-27400000.0,-6600000.0
,freeCashFlow,-201000000.0,4497000000.0,4896000000.0,4374231000.0,3656314000.0,2928316000.0,2782893000.0,2216991000.0,1730592000.0,1294979000.0,754704000.0,494559000.0,297231000.0,140066000.0,99230000.0,51612000.0,35074000.0,13451000.0,-8313000.0,18681000.0,-57036000.0,-90400000.0,-47500000.0
