date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,59000000.0,4865000000.0,3998000000.0,2340765000.0,2134987000.0,2551360000.0,2421753000.0,1892663000.0,1419566000.0,1056371000.0,527541000.0,489472000.0,193473000.0,157082000.0,74466000.0,192729000.0,31509000.0,11916000.0,-19184000.0,-7303000.0,-315145000.0,-1055100000.0,-112200000.0
,depreciationAndAmortization,642000000.0,641000000.0,426000000.0,362774000.0,309135000.0,272494000.0,207820000.0,117975000.0,65141000.0,53824000.0,50464000.0,39193000.0,43068000.0,40701000.0,36831000.0,28778000.0,14389000.0,11871000.0,18265000.0,16578000.0,17385000.0,5300000.0,1900000.0
,deferredIncomeTax,213000000.0,122000000.0,-150000000.0,-32465000.0,-111905000.0,-61335000.0,31707000.0,-11104000.0,19596000.0,44747000.0,37540000.0,30990000.0,28136000.0,-47963000.0,-27805000.0,-160618000.0,-1258000.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,255000000.0,325000000.0,331000000.0,261274000.0,249726000.0,249133000.0,189292000.0,142098000.0,72035000.0,66194000.0,68396000.0,40671000.0,40522000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,4314000000.0,-385000000.0,-684937000.0,2994088000.0,428922000.0,-1773456000.0,-2211813000.0,1878547000.0,2259603000.0,474750000.0,872120000.0,536989000.0,159030000.0,-484260000.0,249750000.0,-45502000.0,-35730000.0,129658000.0,6226000.0,46089000.0,-120474000.0,122500000.0,1000000.0
,accountsReceivables,891000000.0,-323000000.0,-319000000.0,-269732000.0,-284221000.0,-68694000.0,-182209000.0,-111572000.0,-105277000.0,-125793000.0,-29275000.0,-22767000.0,-42888000.0,0.0,0.0,0.0,-2243000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182163000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,8781000000.0,4467000000.0,4852000000.0,5536937000.0,2542849000.0,2113927000.0,3887383000.0,6099196000.0,4220649000.0,1961046000.0,1486296000.0,614176000.0,77187000.0,-81843000.0,402417000.0,152667000.0,198169000.0,233899000.0,104241000.0,98015000.0,51926000.0,172400000.0,49900000.0
,otherNonCashItems,66000000.0,58000000.0,78000000.0,79042000.0,76732000.0,74265000.0,59960000.0,63616000.0,45032000.0,0.0,0.0,-180045000.0,13113000.0,21139000.0,20134000.0,0.0,638000.0,0.0,0.0,824000.0,0.0,0.0,-100000.0
,netCashProvidedByOperatingActivites,85000000.0,4865000000.0,5338000000.0,4662036000.0,3924697000.0,3102231000.0,2914397000.0,2301436000.0,1785750000.0,1341812000.0,777297000.0,509665000.0,315553000.0,156015000.0,112081000.0,62642000.0,42018000.0,20033000.0,814000.0,28096000.0,-19716000.0,-63000000.0,-40900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-286000000.0,-368000000.0,-442000000.0,-287805000.0,-219889000.0,-173915000.0,-131504000.0,-84445000.0,-55158000.0,-46833000.0,-22593000.0,-15106000.0,-18322000.0,-15949000.0,-12851000.0,-11030000.0,-6944000.0,-6582000.0,-9127000.0,-9415000.0,-37320000.0,-27400000.0,-6600000.0
,acquisitionsNet,0.0,-9000000.0,-273000000.0,-553000000.0,-49000000.0,-140000000.0,-2496000000.0,-332000000.0,-34000000.0,-68000000.0,-112000000.0,-2000000.0,-1000000.0,-15000000.0,-3000000.0,-135000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-74000000.0,-672000000.0,-2686000000.0,-6491156000.0,-6741202000.0,-9118330000.0,-10646875000.0,-10037670000.0,-6356509000.0,-3047429000.0,-1822593000.0,-922163000.0,-196308000.0,-173904000.0,-111953000.0,-87011000.0,0.0,-87329000.0,-14885000.0,-38878000.0,-5000000.0,-38800000.0,0.0
,salesMaturitiesOfInvestments,2997000000.0,8099000000.0,5616000000.0,3580001000.0,3684103000.0,5538056000.0,10916854000.0,8294549000.0,4885571000.0,2229563000.0,1116233000.0,441105000.0,218555000.0,57854000.0,176845000.0,137490000.0,0.0,0.0,0.0,770000.0,31101000.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,9000.0,9347000.0,-2783000.0,-2756000.0,28123000.0,260000.0,-3796000.0,-155231000.0,-74920000.0,19884000.0,1226000.0,97000.0,-18781000.0,-1012000.0,-8823000.0,-30455000.0,-2000000.0,0.0
,netCashUsedForInvestingActivites,2637000000.0,7050000000.0,2215000000.0,-4202035000.0,-3333295000.0,-3894518000.0,-2348544000.0,-2162267000.0,-1562713000.0,-904768000.0,-841098000.0,-501460000.0,-151905000.0,-221499000.0,68821000.0,-94485000.0,-143404000.0,-112692000.0,-24794000.0,-56176000.0,-41674000.0,-68200000.0,-6600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1244000000.0,-425000000.0,-1487000000.0,-300836000.0,0.0,-372629000.0,-1120136000.0,-414569000.0,-1000.0,-213000.0,-295401000.0,-197122000.0,-176943000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
