date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,debtRepayment,-1285000000.0,-2004000000.0,-1254000000.0,-750000000.0,-260000000.0,-801000000.0,-776000000.0,-1562000000.0,-437000000.0,-941000000.0,-1212000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,12000000.0,41000000.0,83000000.0,72000000.0,43000000.0,43000000.0,36000000.0,30000000.0,29000000.0,10000000.0,9000000.0,9000000.0,15000000.0,8000000.0,295000000.0,290000000.0,272000000.0,357000000.0,464000000.0,552000000.0,810000000.0,269000000.0,510000000.0,192000000.0,160000000.0,223000000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,-7000000.0,0.0,0.0,-239000000.0,-4000000.0,-1000000.0,-32000000.0,0.0,0.0,-11000000.0,0.0,-9000000.0,-6000000.0,-395000000.0,-194000000.0,-3000000.0,-122000000.0,-1000000.0,-1000000.0,-2000000.0
,dividendsPaid,-436000000.0,-407000000.0,-377000000.0,-347000000.0,-322000000.0,-295000000.0,-273000000.0,-252000000.0,-211000000.0,-162000000.0,-125000000.0,-95000000.0,-56000000.0,-11000000.0,-11000000.0,0.0,0.0,-149000000.0,-189000000.0,-167000000.0,-163000000.0,-140000000.0,-119000000.0,-103000000.0,-84000000.0,-67000000.0
,otherFinancingActivites,-58000000.0,-36000000.0,-22000000.0,-18000000.0,0.0,0.0,0.0,0.0,-53000000.0,-15000000.0,40000000.0,-8000000.0,-17000000.0,-14000000.0,-57000000.0,-39000000.0,17000000.0,-373000000.0,12000000.0,133000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,1008000000.0,874000000.0,110000000.0,255000000.0,463000000.0,498000000.0,190000000.0,41000000.0,-199000000.0,202000000.0,-35000000.0,145000000.0,-690000000.0,-434000000.0,74000000.0,-43000000.0,230000000.0,-1237000000.0,716000000.0,464000000.0,2678000000.0,1150000000.0,938000000.0,180000000.0,311000000.0,148000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1000000.0,-1000000.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-18000000.0,-29000000.0,-53000000.0,-31000000.0,59000000.0,35000000.0,79000000.0,-68000000.0,2000000.0,157000000.0,-117000000.0,-135000000.0,-3000000.0,-496000000.0,178000000.0,137000000.0,181000000.0,250000000.0,7000000.0,50000000.0,31000000.0,32000000.0,11000000.0,0.0,-23000000.0,51000000.0
,cashAtEndOfPeriod,157000000.0,175000000.0,204000000.0,257000000.0,266000000.0,207000000.0,172000000.0,93000000.0,161000000.0,247000000.0,90000000.0,213000000.0,348000000.0,351000000.0,847000000.0,669000000.0,532000000.0,377000000.0,189000000.0,182000000.0,132000000.0,101000000.0,67000000.0,56000000.0,56000000.0,79000000.0
,cashAtBeginningOfPeriod,175000000.0,204000000.0,257000000.0,288000000.0,207000000.0,172000000.0,93000000.0,161000000.0,247000000.0,90000000.0,207000000.0,348000000.0,351000000.0,847000000.0,669000000.0,532000000.0,351000000.0,127000000.0,182000000.0,132000000.0,101000000.0,69000000.0,56000000.0,56000000.0,79000000.0,28000000.0
,operatingCashFlow,1790000000.0,1703000000.0,1705000000.0,1629000000.0,1640000000.0,1447000000.0,1421000000.0,1241000000.0,1169000000.0,959000000.0,848000000.0,559000000.0,27000000.0,688000000.0,646000000.0,572000000.0,-251000000.0,403000000.0,417000000.0,453000000.0,917000000.0,516000000.0,657000000.0,661000000.0,682000000.0,612000000.0
,capitalExpenditure,-2236000000.0,-2220000000.0,-1780000000.0,-1779000000.0,-1653000000.0,-1652000000.0,-1381000000.0,-1276000000.0,-882000000.0,-864000000.0,-867000000.0,-826000000.0,-1291000000.0,-670000000.0,-593000000.0,-525000000.0,-535000000.0,-747000000.0,-1262000000.0,-1032000000.0,-1124000000.0,-1295000000.0,-711000000.0,-659000000.0,-535000000.0,-575000000.0
,freeCashFlow,-446000000.0,-517000000.0,-75000000.0,-150000000.0,-13000000.0,-205000000.0,40000000.0,-35000000.0,287000000.0,95000000.0,-19000000.0,-267000000.0,-1264000000.0,18000000.0,53000000.0,47000000.0,-786000000.0,-344000000.0,-845000000.0,-579000000.0,-207000000.0,-779000000.0,-54000000.0,2000000.0,147000000.0,37000000.0
