date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,680000000.0,657000000.0,460000000.0,551000000.0,523000000.0,477000000.0,452000000.0,382000000.0,415000000.0,340000000.0,229000000.0,300000000.0,-215000000.0,-79000000.0,-84000000.0,121000000.0,-44000000.0,-620000000.0,-545000000.0,36000000.0,277000000.0,285000000.0,268000000.0,240000000.0,204000000.0,179000000.0
,depreciationAndAmortization,992000000.0,933000000.0,881000000.0,811000000.0,750000000.0,685000000.0,628000000.0,598000000.0,546000000.0,576000000.0,570000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,150000000.0,182000000.0,417000000.0,264000000.0,247000000.0,227000000.0,268000000.0,227000000.0,167000000.0,227000000.0,122000000.0,129000000.0,-221000000.0,-271000000.0,0.0,0.0,0.0,0.0,0.0,8000000.0,10000000.0,54000000.0,33000000.0,46000000.0,75000000.0,56000000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-33000000.0,105000000.0,-174000000.0,7000000.0,222000000.0,-32000000.0,-2000000.0,-156000000.0,94000000.0,-33000000.0,-7000000.0,-328000000.0,-528000000.0,-58000000.0,-379000000.0,-135000000.0,-318000000.0,-213000000.0,-490000000.0,-314000000.0,13000000.0,-186000000.0,-35000000.0,-12000000.0,89000000.0,12000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,44000000.0,14000000.0,-46000000.0,146000000.0,147000000.0,-36000000.0,202000000.0,104000000.0,-14000000.0,133000000.0,86000000.0,-36000000.0,-10000000.0,-105000000.0,-245000000.0,-109000000.0,-288000000.0,140000000.0,-353000000.0,-54000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-69000000.0,22000000.0,49000000.0,59000000.0,-26000000.0,50000000.0,6000000.0,-5000000.0,30000000.0,-7000000.0,-50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-53000000.0,54000000.0,-111000000.0,-43000000.0,-19000000.0,-15000000.0,-106000000.0,-70000000.0,-7000000.0,-109000000.0,95000000.0,-176000000.0,9000000.0,-58000000.0,0.0,0.0,50000000.0,-440000000.0,135000000.0,-43000000.0,13000000.0,-186000000.0,-35000000.0,-12000000.0,89000000.0,12000000.0
,otherNonCashItems,-58000000.0,22000000.0,82000000.0,52000000.0,9000000.0,17000000.0,91000000.0,16000000.0,33000000.0,56000000.0,-294000000.0,-124000000.0,384000000.0,491000000.0,0.0,174000000.0,0.0,0.0,0.0,-5000000.0,0.0,535000000.0,521000000.0,482000000.0,477000000.0,430000000.0
,netCashProvidedByOperatingActivites,1790000000.0,1703000000.0,1705000000.0,1629000000.0,1640000000.0,1447000000.0,1421000000.0,1241000000.0,1169000000.0,959000000.0,848000000.0,559000000.0,27000000.0,688000000.0,646000000.0,572000000.0,-251000000.0,403000000.0,417000000.0,453000000.0,917000000.0,516000000.0,657000000.0,661000000.0,682000000.0,612000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2236000000.0,-2220000000.0,-1780000000.0,-1779000000.0,-1653000000.0,-1652000000.0,-1381000000.0,-1276000000.0,-882000000.0,-864000000.0,-867000000.0,-826000000.0,-1291000000.0,-670000000.0,-593000000.0,-525000000.0,-535000000.0,-747000000.0,-1262000000.0,-1032000000.0,-1124000000.0,-1295000000.0,-711000000.0,-659000000.0,-535000000.0,-575000000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-154000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-131000000.0,-456000000.0,-3050000000.0,0.0,0.0,0.0,0.0,-380000000.0,-345000000.0,-880000000.0,-212000000.0,-293000000.0,-102000000.0
,salesMaturitiesOfInvestments,0.0,146000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254000000.0,613000000.0,2942000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-677000000.0,-532000000.0,-88000000.0,-136000000.0,-237000000.0,-258000000.0,-151000000.0,-74000000.0,-176000000.0,-139000000.0,-75000000.0,-16000000.0,232000000.0,-273000000.0,-166000000.0,22000000.0,-201000000.0,172000000.0,26000000.0,-390000000.0,-122000000.0,-51000000.0,-42000000.0,-29000000.0,-64000000.0,-52000000.0
,netCashUsedForInvestingActivites,-2816000000.0,-2606000000.0,-1868000000.0,-1915000000.0,-2044000000.0,-1910000000.0,-1532000000.0,-1350000000.0,-1058000000.0,-1003000000.0,-935000000.0,-839000000.0,658000000.0,-751000000.0,-541000000.0,-392000000.0,203000000.0,1084000000.0,-1126000000.0,-867000000.0,-3564000000.0,-1634000000.0,-1584000000.0,-841000000.0,-1016000000.0,-709000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
