date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2009-03-27_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1999-04-30_FY,1998-04-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-120138000.0,6618000.0,-294270000.0,-132036000.0,-155555000.0,-363436000.0,33152000.0,191150000.0,52360000.0,193477000.0,62091000.0,161703000.0,340000.0,302729480.0,345775151.0,579588770.0,1630562856.0,247404608.0,188676000.0,91265000.0,188044000.0,131560000.0,20600000.0,53400000.0,117500000.0
,depreciationAndAmortization,316322000.0,333616000.0,365660000.0,377746000.0,391659000.0,486655000.0,448669000.0,333159000.0,307525000.0,251483000.0,182719000.0,138000000.0,0.0,84627246.0,78325554.0,73233924.0,73013141.0,205407967.0,172074000.0,141429000.0,181310000.0,124754000.0,57900000.0,77100000.0,72600000.0
,deferredIncomeTax,10954000.0,-14957000.0,-29326000.0,-100021000.0,-153031000.0,-202736000.0,-12075000.0,30388000.0,-24683000.0,0.0,-15676000.0,15471000.0,0.0,31742351.0,6950045.0,-19380242.0,-169018491.0,31301896.0,12851000.0,-36980000.0,97256000.0,41599000.0,6600000.0,-38900000.0,99300000.0
,stockBasedCompensation,17769000.0,19457000.0,17401000.0,6795000.0,28313000.0,15594000.0,16197000.0,20708000.0,19350000.0,20555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,55391000.0,-4493000.0,-17880000.0,-67380000.0,17133000.0,159926000.0,-17315000.0,-33887000.0,36474000.0,-59616000.0,-69303000.0,173173000.0,-169094000.0,-84571394.0,64402622.0,-38911929.0,-6886847.0,-50177586.0,-101146000.0,4452000.0,-33443000.0,-60988000.0,-117100000.0,0.0,0.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2037512.0,698918.0,3089753.0,-6344000.0,-21516000.0,-24024000.0,-6391000.0,-5200000.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15861000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15913000.0,-84571394.0,64402622.0,-7551257.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,105076000.0,130920000.0,125909000.0,135903000.0,136866000.0,283121000.0,230367000.0,89494000.0,280316000.0,229787000.0,14451000.0,-109684000.0,0.0,2162458.0,-8495383.0,22698041.0,18894057.0,-1199.0,0.0,0.0,0.0,0.0,0.0,121500000.0,-36200000.0
,netCashProvidedByOperatingActivites,226118000.0,288159000.0,293334000.0,116555000.0,122508000.0,517016000.0,680159000.0,428086000.0,635286000.0,532772000.0,305395000.0,504729000.0,0.0,343909665.0,484114609.0,609743709.0,300120944.0,448041757.0,258427000.0,199223000.0,432230000.0,236885000.0,-31100000.0,199500000.0,251300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-61535000.0,-159886000.0,-114576000.0,-74823000.0,-203472000.0,-458710000.0,-856690000.0,-535804000.0,-868057000.0,-726357000.0,-175901000.0,-193435000.0,-156000000.0,-229578679.0,-187005661.0,-263030056.0,-283465520.0,-282223422.0,-314921000.0,-267794000.0,-366019000.0,-201004000.0,-46100000.0,-279600000.0,-608700000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-9000000.0,0.0,0.0,0.0,0.0,-94000000.0,0.0,0.0,0.0,-725000000.0,3000000.0,-8000000.0,1054000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89993.0,-1080000.0,-5672000.0,0.0,0.0,0.0,-10800000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510252.0,14569136.0,8664507.0,10966000.0,1872000.0,2510000.0,0.0,0.0,0.0,60900000.0
,otherInvestingActivites,-19000.0,-4574000.0,892000.0,-7989000.0,-6093000.0,-92178000.0,124877000.0,-4103000.0,-93462000.0,87798000.0,45532000.0,-32774000.0,0.0,-32564351.0,-13119475.0,7551258.0,1163.0,-320374.0,-6000.0,-4198000.0,-5673000.0,159000.0,5200000.0,137000000.0,1800000.0
,netCashUsedForInvestingActivites,-40517000.0,-74500000.0,-100794000.0,-91150000.0,-213925000.0,-541102000.0,-629987000.0,-526535000.0,-930121000.0,-715462000.0,-118113000.0,-210231000.0,0.0,-1020095920.0,-194357930.0,-234722740.0,-266357716.0,-874544036.0,-287418000.0,-247937000.0,-373738000.0,-545284000.0,-27100000.0,-139600000.0,-524800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-284329000.0,-205210000.0,-168722000.0,-571975000.0,-677704000.0,0.0,-30670000.0,0.0,0.0,-201688000.0,-723245000.0,-995899000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
