date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2015-03-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,73883000.0,90739000.0,39341000.0,15152000.0,12551000.0,8790000.0,0.0,5205000.0,3408000.0,1479000.0,109000.0
,depreciationAndAmortization,15832000.0,15933000.0,7077000.0,2836000.0,1704000.0,1418000.0,0.0,1353000.0,1280000.0,1072000.0,767000.0
,deferredIncomeTax,-9384000.0,9053000.0,2707000.0,5143000.0,-1366000.0,0.0,-0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,7983000.0,23055000.0,4048000.0,1939000.0,983000.0,633000.0,0.0,455000.0,323000.0,255000.0,207000.0
,changeInWorkingCapital,3340174000.0,-2976430000.0,-250121000.0,-1234001000.0,-71229000.0,-888536000.0,679618000.0,-584684000.0,10148000.0,33556000.0,396000.0
,accountsReceivables,0.0,0.0,-425000.0,-1204000.0,-1728000.0,-717000.0,0.0,712000.0,-2076000.0,-338000.0,60000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,3970000.0,-16387000.0,969000.0,-1477000.0,824000.0,-87000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-1941505000.0,-5281679000.0,-2305249000.0,-2055128000.0,-821127000.0,-749898000.0,138638000.0,-540980000.0,43704000.0,33556000.0,0.0
,otherNonCashItems,-3320838000.0,2941610000.0,247336000.0,1235593000.0,68042000.0,893743000.0,-679618000.0,579904000.0,-9018000.0,-34729000.0,1051000.0
,netCashProvidedByOperatingActivites,107650000.0,103960000.0,50388000.0,26662000.0,10685000.0,16048000.0,0.0,2233000.0,6141000.0,1633000.0,2530000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2864000.0,-7658000.0,-5013000.0,-40571000.0,-1075000.0,-2392000.0,0.0,-2243000.0,-576000.0,-909000.0,-1266000.0
,acquisitionsNet,0.0,119863000.0,-31810000.0,20935000.0,0.0,11150000.0,11000000.0,0.0,0.0,0.0,22821000.0
,purchasesOfInvestments,-1177938000.0,-776958000.0,-811055000.0,-839963000.0,-357187000.0,-344813000.0,-0.0,-312408000.0,-146787000.0,-244016000.0,-78068000.0
,salesMaturitiesOfInvestments,1149564000.0,700755000.0,772394000.0,933571000.0,327755000.0,317808000.0,0.0,311315000.0,129664000.0,255398000.0,108813000.0
,otherInvestingActivites,-843317000.0,-82341000.0,-324526000.0,-198827000.0,-172809000.0,-127726000.0,74544000.0,-113364000.0,-102072000.0,-106178000.0,-46915000.0
,netCashUsedForInvestingActivites,-874555000.0,-46339000.0,-400010000.0,-124855000.0,-203316000.0,-145973000.0,85544000.0,-116700000.0,-119771000.0,-95705000.0,5385000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-5000000.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,56681000.0,94518000.0,0.0,0.0,41229000.0,1210000.0,1398000.0,12776000.0
,commonStockRepurchased,-57470000.0,-94533000.0,0.0,-24500000.0,0.0,-8000000.0,-85544000.0,0.0,-70000.0,0.0,-3150000.0
,dividendsPaid,-34057000.0,-26796000.0,0.0,-227000.0,0.0,-98000.0,-0.0,-80000.0,-60000.0,-100000.0,-76000.0
,otherFinancingActivites,842707000.0,230809000.0,285027000.0,-19508000.0,261353000.0,116323000.0,85544000.0,89923000.0,136036000.0,83144000.0,33879000.0
,netCashUsedProvidedByFinancingActivities,746180000.0,109480000.0,285027000.0,12446000.0,355871000.0,108225000.0,0.0,131072000.0,137116000.0,84442000.0,43429000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-20725000.0,167101000.0,-64595000.0,-85747000.0,163240000.0,-21700000.0,85544000.0,16605000.0,23486000.0,-9630000.0,51344000.0
,cashAtEndOfPeriod,230825000.0,251550000.0,84449000.0,149044000.0,234791000.0,71551000.0,85544000.0,93251000.0,76646000.0,53160000.0,62790000.0
,cashAtBeginningOfPeriod,251550000.0,84449000.0,149044000.0,234791000.0,71551000.0,93251000.0,0.0,76646000.0,53160000.0,62790000.0,11446000.0
,operatingCashFlow,107650000.0,103960000.0,50388000.0,26662000.0,10685000.0,16048000.0,0.0,2233000.0,6141000.0,1633000.0,2530000.0
,capitalExpenditure,-2864000.0,-7658000.0,-5013000.0,-44752000.0,-1075000.0,-2392000.0,0.0,-2243000.0,-576000.0,-909000.0,-1266000.0
,freeCashFlow,104786000.0,96302000.0,45375000.0,-18090000.0,9610000.0,13656000.0,0.0,-10000.0,5565000.0,724000.0,1264000.0
