Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,11447318.0,22095216.0,1912421.0,3772605.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,11447318.0,22095216.0,1912421.0,3772605.0
Receivables,0.0,0.0,0.0,0.0
Inventories,1148449.0,1212608.0,948194.0,1115702.0
Total current assets,13532524.0,24452891.0,4178752.0,5283139.0
Property, Plant & Equipment Net,10225944.0,10418203.0,8552674.0,9285271.0
Goodwill and Intangible Assets,13955456.0,34911048.0,43401393.0,49465405.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,25509175.0,46553430.0,52969146.0,59716462.0
Total assets,39041699.0,71006321.0,57147898.0,64999601.0
Payables,4905204.0,3794569.0,1162675.0,1539485.0
Short-term debt,0.0,0.0,418750.0,11271517.0
Total current liabilities,14108148.0,13052258.0,7871104.0,19727666.0
Long-term debt,0.0,0.0,17984912.0,6657149.0
Total debt,0.0,0.0,18403662.0,17928666.0
Deferred revenue,7276578.0,7187948.0,4593076.0,5242957.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,3975391.0,3418886.0,20516182.0,7048121.0
Total liabilities,18083539.0,16471144.0,28387286.0,26775787.0
Other comprehensive income,0.0,0.0,0.0,0.0
Retained earnings (deficit),-92318497.0,-57131571.0,-32699474.0,-18560290.0
Total shareholders equity,20958160.0,54535177.0,-32632212.0,-18534348.0
Investments,0.0,0.0,0.0,0.0
Net Debt,-11447318.0,-22095216.0,16491241.0,14156061.0
Other Assets,936757.0,1145067.0,1318137.0,394832.0
Other Liabilities,9202944.0,9257689.0,6289679.0,6916664.0
