Date,2018-12,2017-12,2016-12,2015-12,2014-12
Depreciation & Amortization,577000000.0,545000000.0,504000000.0,387000000.0,281000000.0
Stock-based compensation,41000000.0,48000000.0,30000000.0,36000000.0,19000000.0
Operating Cash Flow,857000000.0,706000000.0,663000000.0,646000000.0,483000000.0
Capital Expenditure,-843000000.0,-791000000.0,-663000000.0,-572000000.0,-764000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,0,0,0,0,-6000000
Investing Cash flow,-826000000.0,-611000000.0,-1358000000.0,-1097000000.0,-1105000000.0
Issuance (repayment) of debt,-3054000000.0,-2104000000.0,-1859000000.0,-2138000000.0,-2504000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,38000000.0,-76000000.0,701000000.0,448000000.0,632000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,69000000.0,19000000.0,6000000.0,-4000000.0,10000000.0
Free Cash Flow,14000000.0,-84000000.0,-0000000.0,73000000.0,-281000000.0
Net Cash/Marketcap,,,,,
