Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,4736436.1702,3955645.1613,1630062.3053,1006171.2522,539400.1017
Short-term investments,0.0,4031970.0461,6401090.3427,2013113.911,2861464.1586
Cash and short-term investments,4736436.1702,7987615.2074,8031152.648,3019285.1632,3400864.2603
Receivables,252127.6596,285426.2673,379283.4891,105939.8303,40925.2669
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,4953457.4468,8223214.2857,8410436.1371,3125224.9936,3441789.5272
Property Plant & Equipment Net,410638.2979,387096.7742,356438.2139,305219.8509,59481.4438
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0
Long-term investments,89627.6596,87845.6221,36344.756,5142.7102,5083.8841
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,535372.3404,524769.5853,392782.9699,310362.5611,64565.3279
Total assets,5488829.7872,8747983.871,8803219.107,3435587.5546,3506354.8551
Payables,1302925.5319,1180587.5576,904724.8183,735407.5598,212252.1607
Short-term debt,0.0,0.0,0.0,0.0,0.0
Total current liabilities,1302925.5319,1180587.5576,904724.8183,735407.5598,212252.1607
Long-term debt,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,482978.7234,2137672.8111,503115.2648,0.0,0.0
Total liabilities,1785904.2553,3318260.3687,1407840.0831,735407.5598,212252.1607
Other comprehensive income,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-22355319.1489,-18416762.6728,-9272845.2752,-5246078.6835,-2600406.7107
Total shareholders equity,3702925.5319,5429723.5023,7395379.0239,2700179.9949,3294102.6945
Investments,89627.6596,4119815.6682,6437435.0987,2018256.6212,2866548.0427
Net Debt,-4736436.1702,,,,
Other Assets,-25867.3203,,,,
Other Liabilities,0.0,0.0,0.0,0.0,0.0
