date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,958000000.0,893000000.0,1187000000.0,1246000000.0,930000000.0,712000000.0,754000000.0,648000000.0,611000000.0,472000000.0,496000000.0,476000000.0,569000000.0,439000000.0,449914000.0,516438000.0,377642000.0,315012000.0,266137000.0,208217000.0,177021000.0,137868000.0,114300000.0,90800000.0,61700000.0,-59900000.0,37700000.0
,depreciationAndAmortization,3210000000.0,1651000000.0,556000000.0,433000000.0,411000000.0,417000000.0,404000000.0,403000000.0,354000000.0,349000000.0,339000000.0,333000000.0,362000000.0,193000000.0,199106000.0,179179000.0,185363000.0,171791000.0,141114000.0,147696000.0,148842000.0,119507000.0,72500000.0,63200000.0,67000000.0,64400000.0,40800000.0
,deferredIncomeTax,71000000.0,47000000.0,133000000.0,-247000000.0,21000000.0,20000000.0,3000000.0,-9000000.0,5000000.0,29000000.0,37000000.0,64000000.0,-4000000.0,20000000.0,13660000.0,19183000.0,23022000.0,24897000.0,30805000.0,11700000.0,4813000.0,14183000.0,2500000.0,4200000.0,3500000.0,-59000000.0,12400000.0
,stockBasedCompensation,369000000.0,229000000.0,73000000.0,63000000.0,68000000.0,65000000.0,49000000.0,46000000.0,44000000.0,39000000.0,39000000.0,36000000.0,34000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-211000000.0,1105000000.0,177000000.0,129000000.0,-96000000.0,4000000.0,-240000000.0,-67000000.0,335000000.0,-554000000.0,410000000.0,18000000.0,-352000000.0,363814000.0,94304000.0,-125655000.0,77687000.0,-12893000.0,-1900719000.0,-210323000.0,183053000.0,1551032000.0,2658000000.0,-1395900000.0,-1069900000.0,957300000.0,-18200000.0
,accountsReceivables,320000000.0,-7000000.0,-108000000.0,-75000000.0,-88000000.0,-2000000.0,-42000000.0,-47000000.0,-12000000.0,-83000000.0,-12000000.0,44000000.0,-27000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-146000000.0,238000000.0,116000000.0,54000000.0,178000000.0,148000000.0,168000000.0,37000000.0,0.0,0.0,0.0,-71000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-218000000.0,1319000000.0,214000000.0,37000000.0,-92000000.0,4000000.0,0.0,240000000.0,307000000.0,-28000000.0,526000000.0,116000000.0,98000000.0,450000000.0,86186000.0,-8118000.0,117537000.0,39850000.0,52743000.0,1953462000.0,2163785000.0,1980732000.0,429700000.0,-2228300000.0,-832400000.0,237500000.0,-719800000.0
,otherNonCashItems,31000000.0,124000000.0,-10000000.0,-4000000.0,-2000000.0,5000000.0,-18000000.0,-11000000.0,-22000000.0,446000000.0,-21000000.0,-13000000.0,-49000000.0,-19000000.0,17350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-100000.0,0.0,-100000.0
,netCashProvidedByOperatingActivites,4147000000.0,2795000000.0,1552000000.0,1483000000.0,1431000000.0,1346000000.0,1307000000.0,1039000000.0,835000000.0,953000000.0,958000000.0,844000000.0,775000000.0,631000000.0,634962000.0,597122000.0,694132000.0,518101000.0,576818000.0,442135000.0,584468000.0,177837000.0,249800000.0,169600000.0,148900000.0,88600000.0,63000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160000000.0,-187488000.0,-164951000.0,-161093000.0,-143242000.0,-141880000.0,-67974000.0,-72979000.0,-69697000.0,-77500000.0,-39800000.0,-36200000.0,-45000000.0,-52800000.0
,acquisitionsNet,440000000.0,-15954000000.0,-293000000.0,-367000000.0,-265000000.0,0.0,0.0,-30000000.0,0.0,-511000000.0,-9000000.0,0.0,412000000.0,-4333000000.0,-187000000.0,-510000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1000000.0,-45000000.0,-3000000.0,-10000000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-57000000.0,0.0,0.0,0.0,-104810000.0,0.0,0.0,0.0,-72571000.0,0.0,-209011000.0,0.0,-167800000.0,-128400000.0,-97400000.0,-173100000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,1000000.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19000000.0,107444000.0,0.0,0.0,187968000.0,0.0,0.0,136726000.0,0.0,0.0,0.0,0.0,227700000.0,0.0
,otherInvestingActivites,11000000.0,5000000.0,-7000000.0,7000000.0,2000000.0,-2000000.0,-1000000.0,-2000000.0,-3000000.0,-4000000.0,19000000.0,-50000000.0,-8000000.0,0.0,0.0,68000000.0,-139258000.0,0.0,-303222000.0,-36635000.0,-34008000.0,-26052000.0,-248600000.0,-65000000.0,89500000.0,-258300000.0,-20600000.0
,netCashUsedForInvestingActivites,-341000000.0,-16602000000.0,-663000000.0,-657000000.0,-554000000.0,-360000000.0,-286000000.0,-148000000.0,-138000000.0,-665000000.0,-116000000.0,-248000000.0,206000000.0,-4474000000.0,-261088000.0,-429155000.0,-365247000.0,-691191000.0,-851680000.0,-402022000.0,-59025000.0,-515347000.0,-326100000.0,-272600000.0,-75100000.0,-173000000.0,-246500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
