Date,2018-12-30,2017-12-31,2017-01-01,2016-01-03,2015-01-04
Cash and cash equivalents,1409593.0,1430937.0,705535.0,726898.0,756044.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,1409593.0,1430937.0,705535.0,726898.0,756044.0
Receivables,30831182.0,27203296.0,26887945.0,20480186.0,18747468.0
Inventories,16285507.0,16330084.0,16731608.0,14585611.0,10488051.0
Total current assets,52020841.0,49572582.0,47195296.0,40439917.0,32893594.0
Property Plant & Equipment Net,25077745.0,22975401.0,21197922.0,18761178.0,17920073.0
Goodwill and Intangible Assets,44439562.0,48506961.0,52629521.0,39353171.0,31931883.0
Long-term investments,1054120.0,1054120.0,1054120.0,1054120.0,1054120.0
Tax assets,1479254.0,988805.0,976716.0,1119198.0,1288704.0
Total non-current assets,71266462.0,73232753.0,75341509.0,59289211.0,51257112.0
Total assets,123287303.0,122805335.0,122536805.0,99729128.0,84150706.0
Payables,11465222.0,11708175.0,13451816.0,11430662.0,10177820.0
Short-term debt,3350000.0,3799998.0,2405446.0,2519069.0,2018133.0
Total current liabilities,19136247.0,19725131.0,20436862.0,17392592.0,16575476.0
Long-term debt,52572637.0,49765371.0,48205099.0,28502086.0,37953477.0
Total debt,55922637.0,53565369.0,50610545.0,31021155.0,39971610.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,40634.0,348910.0,610825.0,0.0,90169.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,55262896.0,52198125.0,52041380.0,34323412.0,44537318.0
Total liabilities,74399143.0,71923256.0,72478242.0,51716004.0,61112794.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),2996532.0,5159753.0,4523606.0,3651344.0,2864154.0
Total shareholders equity,48888160.0,50882079.0,50058563.0,48013124.0,16591935.0
Investments,1054120.0,1054120.0,1054120.0,1054120.0,1054120.0
Net Debt,54513044.0,52134432.0,49905010.0,30294257.0,39215566.0
Other Assets,3494559.0,4608265.0,2870208.0,4647222.0,2902031.0
Other Liabilities,4321025.0,4216958.0,4579600.0,3442861.0,4379523.0
