Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,3600000.0,4000000.0,17600000.0,18000000.0,4600000.0,5000000.0,3100000.0,3000000.0,6600000.0,7000000.0,28500000.0,3900000.0,11900000.0,55000000.0
Short-term investments,208000000.0,,234200000.0,,230000000.0,,-62800000.0,,-54500000.0,,-41400000.0,-75300000.0,-58100000.0,10100000.0
Cash and short-term investments,211600000.0,,251800000.0,,234600000.0,,3100000.0,,6600000.0,,28500000.0,3900000.0,11900000.0,55000000.0
Receivables,139200000.0,186000000.0,116800000.0,138000000.0,127100000.0,148000000.0,117200000.0,135000000.0,102600000.0,120000000.0,103500000.0,105300000.0,98000000.0,5200000.0
Inventories,68600000.0,000000.0,92800000.0,6000000.0,94800000.0,1000000.0,108300000.0,11000000.0,90500000.0,4000000.0,80400000.0,116700000.0,109200000.0,129400000.0
Total current assets,212300000.0,8836000000.0,180600000.0,8726000000.0,174200000.0,8464000000.0,169800000.0,8130000000.0,149600000.0,8057000000.0,177100000.0,153200000.0,162800000.0,203200000.0
Property Plant & Equipment Net,8385800000.0,8386000000.0,8262500000.0,8262000000.0,7993500000.0,7994000000.0,7654400000.0,7654000000.0,7589200000.0,7589000000.0,7234100000.0,7189200000.0,6163000000.0,6258000000.0
Goodwill and Intangible Assets,237400000.0,237000000,237400000.0,237000000,237400000.0,237000000,237400000.0,237000000,237400000.0,237000000,215500000.0,270800000.0,163500000.0,163500000.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,70100000.0,0.0
Tax assets,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Total non-current assets,8836400000.0,3929000000.0,8726000000.0,3901000000.0,470100000.0,3774000000.0,476100000.0,3659000000.0,468000000.0,3884000000.0,503300000.0,520100000.0,444800000.0,416800000.0
Total assets,9048700000.0,9049000000.0,8906600000.0,8907000000.0,8637800000.0,8638000000.0,8300300000.0,8300000000.0,8206800000.0,8207000000.0,7914500000.0,7862500000.0,6770600000.0,6878000000.0
Payables,61200000.0,61000000.0,76000000.0,76000000.0,113800000.0,114000000.0,99100000.0,99000000.0,51700000.0,52000000.0,65100000.0,69800000.0,42800000.0,48800000.0
Short-term debt,26000000.0,,22300000.0,,28400000.0,,46400000.0,,25400000.0,,27800000.0,22100000.0,17500000.0,14500000.0
Total current liabilities,257400000.0,257000000.0,280400000.0,280000000.0,332900000.0,333000000.0,314400000.0,314000000.0,220200000.0,220000000.0,236000000.0,255800000.0,192000000.0,213800000.0
Long-term debt,3701300000.0,3694000000.0,3686800000.0,3679000000.0,3558000000.0,3549000000.0,3459300000.0,3450000000.0,3689700000.0,3680000000.0,3424400000.0,3539200000.0,3198700000.0,0.0
Total debt,3727300000.0,3694000000.0,3709100000.0,3679000000.0,3586400000.0,3549000000.0,3505700000.0,3450000000.0,3715100000.0,3680000000.0,3452200000.0,3561300000.0,3216200000.0,14500000.0
Deferred revenue,500000.0,0000000.0,1900000.0,2000000.0,7500000.0,8000000.0,6900000.0,7000000.0,1900000.0,2000000.0,9300000.0,19900000.0,9400000.0,6300000.0
Tax Liabilities,58600000.0,,57100000.0,,52700000.0,,47300000.0,,47100000.0,,46100000.0,40500000.0,40600000.0,40400000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Total non-current liabilities,3779700000.0,3929000000.0,3751800000.0,3901000000.0,3627600000.0,3774000000.0,199900000.0,3659000000.0,194600000.0,3884000000.0,190700000.0,190400000.0,174700000.0,170500000.0
Total liabilities,4186800000.0,4187000000.0,4181800000.0,4182000000.0,4106900000.0,4107000000.0,3973600000.0,3974000000.0,4104500000.0,4104000000.0,3937600000.0,3985400000.0,3565400000.0,3636600000.0
Other comprehensive income,5032300000,4862000000.0,4886800000,4632000000.0,4691100000,4442000000.0,4495300000,4242000000.0,4247900000,4022000000.0,4104500000,4011700000,3304000000,3320400000
Retained earnings (deficit),-85200000.0,,-81000000.0,,-80100000.0,,-84300000.0,,-72800000.0,,-63800000.0,-67300000.0,-49400000.0,-39500000.0
Total shareholders equity,4861900000.0,4862000000.0,4724800000.0,4725000000.0,4530900000.0,4531000000.0,4326700000.0,4327000000.0,4102300000.0,4102000000.0,3976900000.0,3877100000.0,3205200000.0,3241400000.0
Investments,208000000.0,,234200000.0,,230000000.0,,-62800000.0,,-54500000.0,,-41400000.0,-75300000.0,12000000.0,10100000.0
Net Debt,3723700000.0,3690000000,3691500000.0,3661000000,3581800000.0,3544000000,3502600000.0,3447000000,3708500000.0,3673000000,3423700000.0,3557400000.0,3204300000.0,-40500000.0
Other Assets,0.0,214000000,0.0,227000000,7993500000.0,236000000,7654400000.0,243000000,7589200000.0,235000000,7234100000.0,7189200000.0,6163000000.0,6258000000.0
Other Liabilities,149700000.0,268000000,149600000.0,267000000,146400000.0,274000000,3459300000.0,264000000,3689700000.0,221000000,3510900000.0,3539200000.0,3198700000.0,3252300000.0
