date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,229296000.0,96072000.0,126150000.0,76086000.0,104476000.0,107735000.0,110948000.0,112561000.0,112331000.0,112302000.0,109776000.0,105242000.0,103558000.0,85111000.0,73351000.0,66132000.0,52928000.0,45396293.0,27129669.0,34045376.0,26582797.0,16700000.0,15200000.0,10900000.0,8600000.0,6700000.0
,depreciationAndAmortization,82737000.0,78171000.0,64463000.0,60036000.0,42764000.0,37226000.0,19175000.0,12321000.0,12467000.0,8700000.0,8130000.0,7766000.0,7259000.0,6994000.0,6955000.0,6108000.0,6040000.0,6352847.0,12687915.0,12737448.0,12651350.0,11900000.0,2300000.0,2300000.0,1900000.0,1700000.0
,deferredIncomeTax,13130000.0,-13582000.0,-46716000.0,-3433000.0,-2624000.0,1304000.0,-2853000.0,-2534000.0,-7363000.0,3194000.0,-1551000.0,-730000.0,-661000.0,-797000.0,-937000.0,672000.0,317000.0,232000.0,-6292000.0,-508000.0,-1157000.0,-1900000.0,-400000.0,-700000.0,-1000000.0,-200000.0
,stockBasedCompensation,32367000.0,32280000.0,28240000.0,14631000.0,9430000.0,5957000.0,3523000.0,1864000.0,1641000.0,1138000.0,1135000.0,1478000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-5246000.0,-27751000.0,1896000.0,-13929000.0,-15041000.0,-11367000.0,-1841000.0,-5269000.0,-3939000.0,-279000.0,-7766000.0,-4076000.0,2210000.0,-2981000.0,12034000.0,1111000.0,1557000.0,-1619146.0,6148272.0,34559902.0,36340051.0,-13700000.0,16200000.0,6600000.0,4600000.0,-1200000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3624000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-14861000.0,-13647000.0,-13327000.0,-732000.0,-6626000.0,-4714000.0,-2895000.0,-2216000.0,-1577000.0,-1021000.0,-2368000.0,-2123000.0,-1062000.0,205000.0,1111000.0,-325000.0,-1017000.0,-173139.0,-560517.0,-846902.0,986120.0,3800000.0,300000.0,-400000.0,-400000.0,-700000.0
,accountsPayables,10343000.0,6101000.0,5026000.0,5695000.0,8924000.0,2154000.0,1368000.0,243000.0,1581000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,414252000.0,310622000.0,318856000.0,212503000.0,199744000.0,208515000.0,443022000.0,377432000.0,310757000.0,212229000.0,184016000.0,239944000.0,238194000.0,195645000.0,131856000.0,120965000.0,197464000.0,138706704.0,114448225.0,108299953.0,73740051.0,37400000.0,51100000.0,34900000.0,28300000.0,23700000.0
,otherNonCashItems,-9540000.0,325000.0,-5724000.0,7020000.0,0.0,458000.0,592000.0,763000.0,230000.0,114362000.0,222000.0,458000.0,1603000.0,1042000.0,-6361000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,-100000.0,1000000.0,1200000.0,300000.0
,netCashProvidedByOperatingActivites,205217000.0,181619000.0,170367000.0,143448000.0,143870000.0,139359000.0,136762000.0,123562000.0,126746000.0,127194000.0,111260000.0,111321000.0,115317000.0,90503000.0,85589000.0,74433000.0,65553000.0,54088895.0,27667227.0,46371711.0,38739403.0,28400000.0,20300000.0,12500000.0,9800000.0,7300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-51744000.0,-25411000.0,-20934000.0,-15179000.0,-16898000.0,-19905000.0,-13821000.0,-22454000.0,-6017000.0,-3630000.0,-4644000.0,-6556000.0,-16365000.0,-8076000.0,-4603000.0,-11410000.0,-3710000.0,-15193756.0,-22276262.0,-6814953.0,-30367862.0,-30600000.0,-3000000.0,-4200000.0,-6400000.0,-1300000.0
,acquisitionsNet,0.0,-289000000.0,-68000000.0,-254000000.0,-91000000.0,-420000000.0,-109000000.0,0.0,0.0,-132000000.0,0.0,0.0,0.0,0.0,-20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-70187000.0,-43475000.0,-8571000.0,-3069000.0,0.0,0.0,-106746000.0,-112712000.0,-147011000.0,-151366000.0,-176621000.0,-49173000.0,-79305000.0,-57305000.0,-104735000.0,-146870000.0,-144230000.0,-64560000.0,-64679571.0,-57177268.0,-39569406.0,-15000000.0,-24200000.0,-16000000.0,-11900000.0,-10400000.0
,salesMaturitiesOfInvestments,147120000.0,21579000.0,36390000.0,6079000.0,776000.0,13466000.0,289410000.0,103610000.0,131726000.0,173520000.0,66600000.0,75667000.0,68968000.0,25589000.0,58208000.0,212016000.0,96895000.0,58045072.0,69812307.0,23841374.0,13445879.0,14000000.0,25000000.0,11600000.0,10700000.0,4900000.0
,otherInvestingActivites,0.0,0.0,680000.0,0.0,-25000.0,48000.0,25000.0,-743000.0,-829000.0,-943000.0,50000.0,1340000.0,-808000.0,-125000.0,0.0,-461000.0,-8462000.0,0.0,-5258103.0,-500000.0,-3553160.0,-7000000.0,-200000.0,-200000.0,0.0,-600000.0
,netCashUsedForInvestingActivites,27095000.0,-336799000.0,-38712000.0,-305954000.0,-107570000.0,-426493000.0,49688000.0,-31204000.0,-21668000.0,-114185000.0,-114615000.0,21278000.0,-27510000.0,-39917000.0,-70717000.0,53275000.0,-59507000.0,-21708684.0,-22401629.0,-40650847.0,-60044549.0,-38600000.0,-2200000.0,-8800000.0,-7600000.0,-7400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
