date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-188500000.0,-413500000.0,-59500000.0,-116500000.0,-58500000.0,-94964000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3261000.0,953000.0,3077000.0,2740000.0,12550000.0,8012000.0,4088000.0,2442471.0,332173.0,814892.0,6470910.0,1100000.0,900000.0,600000.0,600000.0,200000.0
,commonStockRepurchased,-50112000.0,-15405000.0,0.0,0.0,0.0,0.0,0.0,-2394000.0,-24505000.0,-2234000.0,-15580000.0,-92310000.0,-60192000.0,-1222000.0,-27273000.0,-103934000.0,0.0,-22512572.0,-745615.0,-1163768.0,0.0,-3900000.0,-300000.0,-3200000.0,-700000.0,-600000.0
,dividendsPaid,-48902000.0,-48364000.0,-47973000.0,-47325000.0,-47607000.0,-47106000.0,-45394000.0,-43463000.0,-41018000.0,-39691000.0,-38388000.0,-28194000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-7271000.0,-6297000.0,-65885000.0,-20546000.0,566000.0,615000.0,262000.0,75000.0,51000.0,847000.0,196000.0,107000.0,524000.0,534000.0,7989000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-183802000.0,134384000.0,-99188000.0,189386000.0,-23083000.0,31276000.0,-36806000.0,-44677000.0,-64625000.0,-36288000.0,-50511000.0,-119444000.0,-56591000.0,-11375000.0,-7923000.0,-97163000.0,2859000.0,-21034568.0,-1298202.0,-1173191.0,26230274.0,-2800000.0,600000.0,-2600000.0,-100000.0,-400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-2771000.0,-308000.0,-2089000.0,495000.0,-3512000.0,-8178000.0,5138000.0,-570000.0,-1391000.0,6753000.0,-12935000.0,-19207000.0,291000.0,6640000.0,2341000.0,-1402000.0,2925000.0,1632939.0,1157293.0,-635990.0,-338488.0,-300000.0,100000.0,200000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,45739000.0,-21104000.0,30378000.0,27375000.0,9705000.0,-264036000.0,154782000.0,47111000.0,39062000.0,-16526000.0,-66801000.0,-6052000.0,31507000.0,45851000.0,9290000.0,29143000.0,11830000.0,12978582.0,5124689.0,3911683.0,4586640.0,-13300000.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,146625000.0,100886000.0,121990000.0,91612000.0,64237000.0,54532000.0,318568000.0,163786000.0,116675000.0,77613000.0,94139000.0,160940000.0,166992000.0,135485000.0,89634000.0,80344000.0,51201000.0,39371062.0,26392480.0,21267791.0,17356108.0,12800000.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,100886000.0,121990000.0,91612000.0,64237000.0,54532000.0,318568000.0,163786000.0,116675000.0,77613000.0,94139000.0,160940000.0,166992000.0,135485000.0,89634000.0,80344000.0,51201000.0,39371000.0,26392480.0,21267791.0,17356108.0,12769468.0,26100000.0,8600000.0,7400000.0,5300000.0,5900000.0
,operatingCashFlow,205217000.0,181619000.0,170367000.0,143448000.0,143870000.0,139359000.0,136762000.0,123562000.0,126746000.0,127194000.0,111260000.0,111321000.0,115317000.0,90503000.0,85589000.0,74433000.0,65553000.0,54088895.0,27667227.0,46371711.0,38739403.0,28400000.0,20300000.0,12500000.0,9800000.0,7300000.0
,capitalExpenditure,-51744000.0,-25411000.0,-20934000.0,-15179000.0,-16898000.0,-19905000.0,-13821000.0,-22454000.0,-6017000.0,-3630000.0,-4644000.0,-6556000.0,-16365000.0,-8076000.0,-4603000.0,-11410000.0,-3710000.0,-15193756.0,-22276262.0,-6814953.0,-30367862.0,-30600000.0,-3000000.0,-4200000.0,-6400000.0,-1300000.0
,freeCashFlow,153473000.0,156208000.0,149433000.0,128269000.0,126972000.0,119454000.0,122941000.0,101108000.0,120729000.0,123564000.0,106616000.0,104765000.0,98952000.0,82427000.0,80986000.0,63023000.0,61843000.0,38895139.0,5390965.0,39556758.0,8371541.0,-2200000.0,17300000.0,8300000.0,3400000.0,6000000.0
