date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,157800000.0,197200000.0,179700000.0,78600000.0,153600000.0,101600000.0,56700000.0,80100000.0,77500000.0,92300000.0,95400000.0,81200000.0,64900000.0,31529000.0,18481000.0,3646000.0,-7831000.0,-17554000.0,-6200000.0,3637000.0,2250000.0,1249519.0
,depreciationAndAmortization,80400000.0,75600000.0,64900000.0,63900000.0,54300000.0,53300000.0,59700000.0,61300000.0,59100000.0,3000000.0,36100000.0,29700000.0,29900000.0,12628000.0,13289000.0,8608000.0,9793000.0,16873000.0,8195000.0,6040000.0,4145000.0,3486625.0
,deferredIncomeTax,-22500000.0,-5400000.0,-15100000.0,28200000.0,-22700000.0,-29400000.0,-9200000.0,7400000.0,-11700000.0,-4800000.0,-3600000.0,-2900000.0,-2300000.0,-2029000.0,1412000.0,-2186000.0,211000.0,3369000.0,-1601000.0,249000.0,-3340000.0,0.0
,stockBasedCompensation,16000000.0,9600000.0,11300000.0,11000000.0,9400000.0,8000000.0,9400000.0,6600000.0,7800000.0,7900000.0,6900000.0,6300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,69600000.0,445700000.0,-129300000.0,83100000.0,74200000.0,-106600000.0,300000.0,155400000.0,189600000.0,218700000.0,-113700000.0,32300000.0,158323000.0,43061000.0,-54466000.0,-6049000.0,18106000.0,54731000.0,-12306000.0,-11454000.0,98973992.0,-395655.0
,accountsReceivables,40800000.0,-5000000.0,-30500000.0,-55500000.0,-8400000.0,45000000.0,-14500000.0,-19300000.0,1600000.0,-52800000.0,-27300000.0,-9400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-91600000.0,-60200000.0,-35500000.0,-6600000.0,-43200000.0,-5400000.0,4600000.0,5700000.0,-49500000.0,-111700000.0,-68000000.0,21700000.0,8000000.0,-26217000.0,-11675000.0,4843000.0,8298000.0,-1270000.0,-14857000.0,-15287000.0,-13028000.0,-10264776.0
,accountsPayables,-2400000.0,15900000.0,5000000.0,33700000.0,-19600000.0,12600000.0,9000000.0,7000000.0,4600000.0,9200000.0,6500000.0,5700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,79900000.0,1150700000.0,705000000.0,834300000.0,751200000.0,677000000.0,783600000.0,783300000.0,627900000.0,438300000.0,219600000.0,333300000.0,301000000.0,142677000.0,99616000.0,154082000.0,160131000.0,142025000.0,87294000.0,99600000.0,111054000.0,12080008.0
,otherNonCashItems,24800000.0,10100000.0,39800000.0,11600000.0,0.0,0.0,2700000.0,2100000.0,4900000.0,700000.0,24700000.0,-200000.0,4200000.0,2460000.0,1106000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,332200000.0,213400000.0,239700000.0,154400000.0,130800000.0,229200000.0,114300000.0,145000000.0,133100000.0,87700000.0,156100000.0,149800000.0,106900000.0,28209000.0,37693000.0,42193000.0,-889000.0,-6085000.0,-11390000.0,-11475000.0,-202000.0,5437233.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-97200000.0,-73000000.0,-49200000.0,-43700000.0,-37100000.0,-34200000.0,-33800000.0,-50300000.0,-72800000.0,-54400000.0,-31900000.0,-16300000.0,-47400000.0,-16079000.0,-7623000.0,-3212000.0,-7264000.0,-5491000.0,-15916000.0,-17595000.0,-5581000.0,-4235677.0
,acquisitionsNet,0.0,-90000000.0,-192000000.0,-66000000.0,-24000000.0,-29000000.0,-4000000.0,-12000000.0,-27000000.0,-14000000.0,-270000000.0,-2000000.0,-5000000.0,-4000000.0,-20000000.0,-6000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-151200000.0,-6400000.0,0.0,-118500000.0,-126500000.0,-159400000.0,-211600000.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0,-1275000.0,-5392000.0,-14559000.0,-785000.0,-3235000.0,-92394000.0,0.0
,salesMaturitiesOfInvestments,114700000.0,0.0,117000000.0,186800000.0,165000000.0,118700000.0,19000000.0,0.0,0.0,0.0,0.0,0.0,9800000.0,0.0,46460000.0,0.0,11588000.0,15110000.0,47764000.0,14438000.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400000.0,-304000.0,-89000.0,-357000.0,-446000.0,0.0,0.0,-1000000.0,12425000.0,0.0
,netCashUsedForInvestingActivites,-192700000.0,-158400000.0,-123400000.0,-30200000.0,-21800000.0,-102400000.0,-201900000.0,-60000000.0,-93200000.0,-68700000.0,-299000000.0,-18200000.0,-47700000.0,-20535000.0,12299000.0,-10449000.0,-1514000.0,-10439000.0,30470000.0,-7392000.0,-85528000.0,-4435677.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-305800000.0,-381500000.0,-222900000.0,-150900000.0,-100000.0,-130100000.0,-800000.0,-1600000.0,-299700000.0,-29300000.0,-21600000.0,-86300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,3300000.0,10900000.0,9400000.0,20000000.0,11500000.0,10800000.0,7900000.0,8200000.0,4500000.0,3300000.0,6000000.0,1500000.0,3700000.0,19572000.0,1583000.0,377000.0,14422000.0,0.0,57000.0,227000.0,109688000.0,0.0
,commonStockRepurchased,-123200000.0,-142300000.0,0.0,-152200000.0,-160000000.0,-90000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12000.0,-2332000.0,0.0,0.0,0.0
