date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2003-03-26_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1278708000.0,1149692000.0,1177562000.0,782981000.0,720044000.0,512951000.0,846912000.0,820470000.0,660931000.0,628962000.0,509799000.0,435994000.0,311405000.0,214154000.0,559061000.0,493244000.0,590879000.0,457584000.0,403578000.0,403578000.0,207156000.0,334543000.0,460300000.0,340900000.0,336300000.0,273200000.0,281900000.0,184200000.0
,depreciationAndAmortization,294907000.0,291544000.0,295144000.0,261853000.0,301837000.0,244928000.0,211532000.0,201033000.0,210037000.0,215763000.0,197116000.0,182411000.0,249491000.0,310925000.0,199911000.0,218032000.0,189665000.0,180567000.0,177908000.0,177908000.0,190494000.0,175964000.0,163300000.0,158200000.0,152800000.0,133500000.0,133900000.0,129000000.0
,deferredIncomeTax,26880000.0,-15072000.0,36255000.0,18582000.0,-38097000.0,-38537000.0,18796000.0,7457000.0,13785000.0,33611000.0,-18654000.0,-40578000.0,-17125000.0,-124276000.0,4173000.0,71038000.0,-81931000.0,38895000.0,137817000.0,137817000.0,-49342000.0,-16400000.0,-8300000.0,82200000.0,16900000.0,22900000.0,26400000.0,-2300000.0
,stockBasedCompensation,57584000.0,51899000.0,49286000.0,51061000.0,54785000.0,51533000.0,54068000.0,53967000.0,50482000.0,28341000.0,32055000.0,34927000.0,23583000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,977851000.0,287694000.0,-104752000.0,18032000.0,276649000.0,-680714000.0,-767912000.0,436937000.0,-230408000.0,166411000.0,231566000.0,400073000.0,266929000.0,-156470000.0,73557000.0,-6342000.0,-648700000.0,-171013000.0,0.0,155675000.0,32650000.0,-38753000.0,248000000.0,80100000.0,70200000.0,111000000.0,-94600000.0,-99800000.0
,accountsReceivables,-55537000.0,40252000.0,8585000.0,-6881000.0,21096000.0,-24440000.0,-67464000.0,-16529000.0,-50470000.0,-9438000.0,20329000.0,46584000.0,31675000.0,0.0,0.0,0.0,0.0,0.0,-9250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-151918000.0,-21194000.0,-12746000.0,-71404000.0,13965000.0,52049000.0,-88497000.0,-26279000.0,26598000.0,-115331000.0,-13910000.0,74000000.0,7681000.0,45348000.0,-12461000.0,-51204000.0,-40043000.0,9095000.0,8843000.0,8843000.0,94405000.0,28029000.0,-136500000.0,12300000.0,-33500000.0,-41000000.0,28100000.0,7700000.0
,accountsPayables,41470000.0,41101000.0,-100252000.0,-52960000.0,-72295000.0,-1017000.0,-13847000.0,13417000.0,21739000.0,7860000.0,90434000.0,37228000.0,26435000.0,0.0,0.0,0.0,0.0,0.0,-8542000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1086160000.0,108309000.0,-179385000.0,-74633000.0,-92665000.0,-369314000.0,311400000.0,1079312000.0,642375000.0,872783000.0,706372000.0,474806000.0,74733000.0,-192196000.0,-35726000.0,-109283000.0,-102941000.0,545759000.0,716772000.0,716772000.0,561097000.0,528447000.0,567200000.0,319200000.0,239100000.0,168900000.0,57900000.0,152500000.0
,otherNonCashItems,113470000.0,57426000.0,37278000.0,77291000.0,51375000.0,283469000.0,39988000.0,0.0,38144000.0,0.0,77935000.0,60823000.0,119117000.0,277179000.0,23896000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,700000.0,3900000.0,5400000.0,19600000.0,20100000.0
,netCashProvidedByOperatingActivites,1699657000.0,1763873000.0,1599993000.0,1249515000.0,983475000.0,1214456000.0,838221000.0,1188405000.0,1094827000.0,580867000.0,901423000.0,1065749000.0,519561000.0,778836000.0,723193000.0,461762000.0,797450000.0,592943000.0,625343000.0,625343000.0,706405000.0,412209000.0,327700000.0,389700000.0,476900000.0,463700000.0,494900000.0,337300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,1107000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203892000.0,-198512000.0,-194305000.0,-195886000.0,-218650000.0,0.0,-132736000.0,-160105000.0,-138333000.0,-115400000.0,-161300000.0,-172900000.0,-596600000.0,-153100000.0,-138700000.0
,acquisitionsNet,0.0,-402000000.0,-1171000000.0,0.0,-285000000.0,-186000000.0,-396000000.0,0.0,-173000000.0,-6000000.0,0.0,-15000000.0,2000000.0,-100000000.0,-17000000.0,-44000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,-97131000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,95316000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-3550000.0,-8029000.0,0.0,0.0,0.0,0.0,0.0,-16000000.0,-23000000.0,0.0,0.0,0.0,1960000.0,0.0,0.0,0.0,0.0,-18404000.0,0.0,-11836000.0,-6703000.0,1520000.0,-11900000.0,-33600000.0,21300000.0,158500000.0,8700000.0,-6300000.0
,netCashUsedForInvestingActivites,-531280000.0,-780480000.0,-1502894000.0,-328664000.0,-595454000.0,-477255000.0,-862573000.0,-351580000.0,-473369000.0,-333005000.0,-199286000.0,-150326000.0,-198204000.0,-304353000.0,-215512000.0,-238666000.0,-362745000.0,-217005000.0,-132572000.0,-132572000.0,-123987000.0,-271813000.0,322700000.0,-194900000.0,-151600000.0,-438100000.0,-144400000.0,-145000000.0
