date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2003-03-26_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-704467000.0,-6151000.0,-910844000.0,0.0,-500000000.0,-355446000.0,-1442000.0,-250761000.0,-99381000.0,-256189000.0,-71548000.0,-466299000.0,-376370000.0,0.0,0.0,0.0,0.0,0.0,-9578000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50497000.0,37111000.0,81632000.0,79634000.0,55120000.0,0.0,86491000.0,30210000.0,24376000.0,18900000.0,19400000.0,14400000.0,22000000.0,15100000.0,0.0
,commonStockRepurchased,-211196000.0,-527211000.0,-247500000.0,-300312000.0,-592550000.0,-582623000.0,-576755000.0,-305564000.0,-510630000.0,-384515000.0,-169099000.0,-9314000.0,-60361000.0,-256285000.0,-621648000.0,-536997000.0,-616977000.0,-329433000.0,-84194000.0,-84194000.0,-40322000.0,-99931000.0,-318000000.0,-16200000.0,-507700000.0,-66100000.0,-526100000.0,-39700000.0
,dividendsPaid,-640732000.0,-610312000.0,-562521000.0,-526272000.0,-499475000.0,-476132000.0,-440414000.0,-393801000.0,-341206000.0,-304083000.0,-273235000.0,-256081000.0,-262949000.0,-252263000.0,-235129000.0,-221235000.0,-205747000.0,-184686000.0,-167821000.0,-167821000.0,-154750000.0,-144891000.0,-136700000.0,-129000000.0,-121500000.0,-114800000.0,-110100000.0,-107000000.0
,otherFinancingActivites,0.0,0.0,-72000000.0,0.0,-13700000.0,-23431000.0,56437000.0,51336000.0,21025000.0,61598000.0,1385000.0,0.0,0.0,9461000.0,9275000.0,20186000.0,-81933000.0,-85347000.0,0.0,-158507000.0,-64342000.0,-51859000.0,-100000.0,-22500000.0,-35100000.0,-45500000.0,-21900000.0,0.0
,netCashUsedProvidedByFinancingActivities,-499228000.0,-1081455000.0,116108000.0,-843768000.0,-434443000.0,-755162000.0,-719302000.0,-446589000.0,-586872000.0,-438818000.0,-71100000.0,-698921000.0,-413452000.0,-442426000.0,-477723000.0,-210750000.0,-494661000.0,-558888000.0,-329175000.0,-329175000.0,-480240000.0,-226505000.0,-571300000.0,-210000000.0,-332500000.0,3400000.0,-344900000.0,-181500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-6990000.0,3326000.0,-5388000.0,6129000.0,-3140000.0,-10364000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,650725000.0,-94736000.0,207819000.0,83212000.0,-49562000.0,-28325000.0,-743654000.0,390236000.0,34586000.0,-190956000.0,631037000.0,216502000.0,-92095000.0,32057000.0,29958000.0,12346000.0,-59956000.0,-182950000.0,163596000.0,163596000.0,102178000.0,-86109000.0,79100000.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,1143987000.0,493262000.0,587998000.0,380179000.0,296967000.0,346529000.0,374854000.0,1118508000.0,728272000.0,693686000.0,884642000.0,253605000.0,37103000.0,129198000.0,97141000.0,67183000.0,54837000.0,114793000.0,0.0,297743000.0,134147000.0,31969000.0,118100000.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,493262000.0,587998000.0,380179000.0,296967000.0,346529000.0,374854000.0,1118508000.0,728272000.0,693686000.0,884642000.0,253605000.0,37103000.0,129198000.0,97141000.0,67183000.0,54837000.0,114793000.0,297743000.0,0.0,134147000.0,31969000.0,118078000.0,39000000.0,54200000.0,61400000.0,32300000.0,26700000.0,16000000.0
,operatingCashFlow,1699657000.0,1763873000.0,1599993000.0,1249515000.0,983475000.0,1214456000.0,838221000.0,1188405000.0,1094827000.0,580867000.0,901423000.0,1065749000.0,519561000.0,778836000.0,723193000.0,461762000.0,797450000.0,592943000.0,625343000.0,625343000.0,706405000.0,412209000.0,327700000.0,389700000.0,476900000.0,463700000.0,494900000.0,337300000.0
,capitalExpenditure,-441626000.0,-318192000.0,-328601000.0,-257675000.0,-269476000.0,-356810000.0,-370789000.0,-350911000.0,-277966000.0,-347567000.0,-201487000.0,-145470000.0,-282979000.0,-203892000.0,-198512000.0,-194305000.0,-195886000.0,-218650000.0,0.0,-132736000.0,-160105000.0,-138333000.0,-115400000.0,-161300000.0,-172900000.0,-596600000.0,-153100000.0,-138700000.0
,freeCashFlow,1258031000.0,1445681000.0,1271392000.0,991840000.0,713999000.0,857646000.0,467432000.0,837494000.0,816861000.0,233300000.0,699936000.0,920279000.0,236582000.0,574944000.0,524681000.0,267457000.0,601564000.0,374293000.0,625343000.0,492607000.0,546300000.0,273876000.0,212300000.0,228400000.0,304000000.0,-132900000.0,341800000.0,198600000.0
