date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-9229000.0,9432000.0,9328000.0,-33137000.0,-19648000.0,-34680000.0,-19104000.0,-14395000.0,1705000.0,35893000.0,3954000.0,-12288000.0,-5261000.0,-7030000.0,-1834000.0,5888000.0,-2418000.0,-27854000.0,-38789000.0,-39999000.0,-14265000.0,4100000.0,1600000.0
,depreciationAndAmortization,47602000.0,44247000.0,42070000.0,43774000.0,42467000.0,40890000.0,34492000.0,26410000.0,21477000.0,17802000.0,17779000.0,19477000.0,14910000.0,12507000.0,7158000.0,5662000.0,6530000.0,11353000.0,36669000.0,34085000.0,3864000.0,900000.0,800000.0
,deferredIncomeTax,-829000.0,-5147000.0,-9465000.0,-7996000.0,-3111000.0,12173000.0,-5781000.0,-8729000.0,-724000.0,-28146000.0,652000.0,327000.0,-616000.0,-896000.0,-498000.0,22000.0,31000.0,0.0,0.0,3170000.0,-2435000.0,200000.0,-300000.0
,stockBasedCompensation,42044000.0,41695000.0,34200000.0,31913000.0,30279000.0,27025000.0,22821000.0,18031000.0,13768000.0,11467000.0,8956000.0,9498000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,72210000.0,-17922000.0,193751000.0,-192873000.0,-18320000.0,-49585000.0,-108179000.0,162207000.0,17683000.0,-4032000.0,74027000.0,10875000.0,-35518000.0,-16553000.0,44322000.0,10288000.0,-300000.0,-3136000.0,7137000.0,-27413000.0,-2724000.0,39900000.0,200000.0
,accountsReceivables,5763000.0,-4303000.0,-9675000.0,-2447000.0,-543000.0,-310000.0,-5690000.0,2195000.0,-4024000.0,-9735000.0,-3826000.0,3903000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16000.0,-129000.0,-27000.0,17000.0,-3247000.0,1285000.0,565000.0,869000.0,-545000.0,268000.0,671000.0,164000.0,902000.0,-718000.0,-500000.0,500000.0
,accountsPayables,2007000.0,580000.0,157000.0,-900000.0,-682000.0,-3193000.0,1535000.0,-93000.0,-52000.0,1945000.0,162000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,159645000.0,87435000.0,105357000.0,-88394000.0,104479000.0,122799000.0,172384000.0,280563000.0,118356000.0,100673000.0,104705000.0,30678000.0,19803000.0,55321000.0,71874000.0,27552000.0,17264000.0,17564000.0,20700000.0,13563000.0,40976000.0,43700000.0,3800000.0
,otherNonCashItems,414000.0,414000.0,6502000.0,14067000.0,12958000.0,12149000.0,11397000.0,5980000.0,1709000.0,35895000.0,-70000.0,-114000.0,8346000.0,7741000.0,6931000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0
,netCashProvidedByOperatingActivites,97171000.0,78277000.0,76028000.0,60975000.0,67157000.0,62700000.0,52221000.0,41576000.0,35415000.0,30501000.0,26514000.0,24544000.0,16181000.0,11961000.0,11855000.0,13217000.0,1783000.0,571000.0,4591000.0,-1504000.0,3368000.0,3700000.0,2600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-20700000.0,0.0,0.0,0.0,-23297000.0,-12652000.0,-10106000.0,-9128000.0,-4692000.0,-4368000.0,-3133000.0,-4971000.0,-3593000.0,-2612000.0,-2169000.0,-1752000.0,-1840000.0,-3707000.0,-2117000.0,-4148000.0,-1400000.0,-1000000.0
,acquisitionsNet,0.0,-24000000.0,-6000000.0,0.0,-2000000.0,-68000000.0,-153000000.0,-30000000.0,-27000000.0,-60000000.0,-18000000.0,0.0,-37000000.0,-17000000.0,-18000000.0,-6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-13723000.0,-8611000.0,-14188000.0,-14058000.0,-32291000.0,-15281000.0,-28531000.0,-12539000.0,-63000.0,-11036000.0,-50000.0,-53000.0,-276000.0,-16875000.0,-41796000.0,-24370000.0,-6298000.0,0.0,-2248000.0,-988000.0,-30441000.0,0.0,0.0
,salesMaturitiesOfInvestments,10938000.0,20011000.0,10618000.0,46986000.0,16004000.0,15443000.0,13928000.0,62000.0,63000.0,11036000.0,50000.0,53000.0,27101000.0,31750000.0,15184000.0,13605000.0,2010000.0,0.0,2248000.0,12225000.0,19211000.0,0.0,0.0
,otherInvestingActivites,-1000000.0,201000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1400000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-47530000.0,-66218000.0,-38683000.0,4755000.0,-45759000.0,-91152000.0,-180633000.0,-52850000.0,-36503000.0,-64410000.0,-22435000.0,-3133000.0,-14876000.0,-5734000.0,-47419000.0,-18736000.0,-9241000.0,-2138000.0,-5190000.0,-3695000.0,-29359000.0,-1400000.0,-1000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-10365000.0,-40736000.0,-192331000.0,0.0,0.0,0.0,0.0,-42485000.0,-153000.0,-149000.0,-217000.0,-250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4864000.0,57524000.0,0.0,5788000.0,4154000.0,53060000.0,5705000.0,3010000.0,2599000.0,18306000.0,1681000.0,13584000.0,36200000.0,200000.0
