Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Cash and cash equivalents,558988.0,1659564.0,2959781.0,4479274.0,7312184.0,1393132.0,6360301.0,724782.0,2747294.0,25940.0,221629.0
Short-term investments,102777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,661765.0,1659564.0,2959781.0,4479274.0,7312184.0,1393132.0,6360301.0,724782.0,2747294.0,25940.0,221629.0
Receivables,839951.0,1485938.0,2587969.0,6374895.0,3929517.0,834818.0,672638.0,296994.0,208587.0,63029.0,47302.0
Inventories,142629.0,221369.0,326468.0,297759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,2146308.0,4002045.0,6241172.0,11351934.0,11535052.0,2363315.0,7207035.0,1101813.0,3032171.0,242103.0,1167025.0
Property Plant & Equipment Net,226221.0,419774.0,523688.0,792499.0,572107.0,576128.0,695995.0,210845.0,89108.0,3765.0,11743.0
Goodwill and Intangible Assets,1020157.0,1149589.0,1327462.0,1811286.0,1884165.0,327872.0,420676.0,0.0,272844.0,636635.0,1000571.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,1418427.0,1631688.0,1912776.0,4213897.0,4019260.0,1142742.0,1167931.0,247121.0,471385.0,1171211.0,0.0
Total assets,3564735.0,5633733.0,8153948.0,15565831.0,15554312.0,3506057.0,8374966.0,1348934.0,3503556.0,1413314.0,1507070.0
Payables,1616997.0,965167.0,944133.0,2247341.0,2385006.0,1494759.0,966977.0,592009.0,768061.0,967550.0,843491.0
Short-term debt,1602777.0,0.0,0.0,0.0,0.0,1800000.0,0.0,0.0,3730880.0,1824080.0,2410411.0
Total current liabilities,2245990.0,2821860.0,1295868.0,4084929.0,2667056.0,3878121.0,1115480.0,592009.0,4498941.0,2791630.0,3253902.0
Long-term debt,1442497.0,1586631.0,0.0,0.0,320400.0,1800000.0,0.0,0.0,0.0,219714.0,0.0
Total debt,3045274.0,1586631.0,0.0,0.0,320400.0,3600000.0,0.0,0.0,3730880.0,2043794.0,2410411.0
Deferred revenue,628993.0,1856693.0,351735.0,1837588.0,282050.0,583362.0,148503.0,0.0,0.0,0.0,0.0
Tax Liabilities,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1442497.0,1586631.0,0.0,900000.0,320400.0,1800000.0,0.0,0.0,0.0,219714.0,0.0
Total liabilities,4406194.0,4879230.0,1295868.0,5200429.0,2987456.0,4974533.0,3758929.0,592009.0,4498941.0,3011344.0,3253902.0
Other comprehensive income,255962930,249090474,243503858,234158711,224208264.999,198291795.999,191309647.999,169764063.999,160387716,0.0,0.0
Retained earnings (deficit),-256805589.0,-248366083.0,-236673155.0,-223817388.0,-211641409.0,-199760272.0,-186693611.0,-169007139.0,-161856427.0,-151341303.0,-143431703.0
Total shareholders equity,-841459.0,754503.0,6858080.0,10365402.0,12566856.0,-1468476.0,4616037.0,756925.0,-995385.0,-1598030.0,-1746832.0
Investments,102777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,2486286.0,-72933.0,-2959781.0,-4479274.0,-6991784.0,2206868.0,-6360301.0,-724782.0,983586.0,2017854.0,2188782.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153134.0,71114.0
Other Liabilities,717707.0,470739.0,0.0,215500.0,0.0,0.0,2643449.0,0.0,0.0,0.0,0.0
