Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,1966855.0,2005540.0,820396.0,11448684.0,12752272.0,8156599.0,1387.0,134028.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,1966855.0,2005540.0,820396.0,11448684.0,12752272.0,8156599.0,1387.0,134028.0
Receivables,6307492.0,13012671.0,11322726.0,12575042.0,49999712.0,9133130.0,0.0,0.0
Inventories,5840207.0,3560261.0,8811111.0,2336167.0,12123405.0,9095736.0,0.0,0.0
Total current assets,148892497.0,20783346.0,60841361.0,91945902.0,105913623.0,28778004.0,1387.0,134028.0
Property Plant & Equipment Net,19716406.0,135042467.0,122196594.0,94555114.0,109980617.0,107178269.0,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,-554967.0,11577057.0,11913912.0,11654645.0,13750102.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,231503743.0,180354849.0,165631024.0,139931471.0,143116562.0,329170718.0,50331988.0,50739251.0
Total assets,168608903.0,201138195.0,226472385.0,231877373.0,249030185.0,357948722.0,50333375.0,50873279.0
Payables,30642125.0,4301146.0,916737.0,978353.0,1181977.0,2184964.0,0.0,0.0
Short-term debt,8487295.0,5968596.0,17298544.0,12679680.0,18868616.0,20252077.0,0.0,0.0
Total current liabilities,73073227.0,36415935.0,64920719.0,42466795.0,61146180.0,51211565.0,2767131.0,2261706.0
Long-term debt,22329234.0,17217104.0,21839412.0,22570755.0,38625071.0,54499727.0,0.0,0.0
Total debt,30816529.0,23185700.0,39137956.0,35250435.0,57493687.0,74751804.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,164724.0,1733485.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,164724.0,0.0,0.0,0.0
Total non-current liabilities,22329234.0,17217104.0,21839412.0,22570755.0,38625071.0,108999454.0,0.0,0.0
Total liabilities,35942115.0,71780898.0,101434254.0,81406717.0,99771251.0,105711292.0,45333374.0,45873278.0
Other comprehensive income,81682599,94660942,120399912,120399912,123938269,22410773,4997768,4997642
Retained earnings (deficit),64353181.0,40349189.0,17438215.0,34318040.0,21315710.0,199341512.0,0.0,0.0
Total shareholders equity,132666788.0,129357297.0,125038131.0,150470656.0,149258934.0,252237430.0,5000001.0,5000001.0
Investments,-554967.0,11577057.0,11913912.0,11654645.0,13750102.0,0.0,0.0,0.0
Net Debt,28849674.0,21180160.0,38317560.0,23801751.0,44741415.0,66595205.0,-1387.0,-134028.0
Other Assets,-211787337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,-59460346.0,18147859.0,14674123.0,16369167.0,0.0,0.0,42566243.0,43611572.0
