date,,2021-01-01_FY,2020-01-03_FY,2018-12-28_FY,2017-12-29_FY,2016-12-30_FY,2016-01-01_FY,2015-01-02_FY,2014-01-03_FY,2012-12-28_FY,2011-12-30_FY,2010-12-31_FY,2010-01-01_FY,2009-01-02_FY,2007-12-28_FY,2006-12-29_FY,2006-03-10_FY,2005-12-30_FY,2004-12-31_FY,2004-01-02_FY,2003-01-03_FY,2001-12-28_FY,2000-12-29_FY,1999-12-31_FY,1999-01-01_FY,1998-01-02_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,390000000.0,514300000.0,282800000.0,118400000.0,132400000.0,121100000.0,214100000.0,218900000.0,191100000.0,150800000.0,103660000.0,63400000.0,141500000.0,117400000.0,103700000.0,84855000.0,84900000.0,67680000.0,38500000.0,10300000.0,-22900000.0,14200000.0,21600000.0,-53400000.0,9300000.0,-11300000.0
,depreciationAndAmortization,39000000.0,207200000.0,215200000.0,183400000.0,187800000.0,199100000.0,191600000.0,189500000.0,149400000.0,106400000.0,75837000.0,71500000.0,64100000.0,55900000.0,26800000.0,10671000.0,17700000.0,17871000.0,16800000.0,19100000.0,41500000.0,23400000.0,9100000.0,12500000.0,12200000.0,10100000.0
,deferredIncomeTax,-52000000.0,-220200000.0,0.0,1000000.0,0.0,900000.0,-1700000.0,-15000000.0,-1400000.0,-26300000.0,-14918000.0,-7500000.0,-17400000.0,6400000.0,10400000.0,14242000.0,14200000.0,-1482000.0,-6500000.0,1500000.0,-900000.0,-900000.0,0.0,0.0,0.0,1200000.0
,stockBasedCompensation,83000000.0,75000000.0,76900000.0,64800000.0,52600000.0,50100000.0,43398000.0,36442000.0,32660000.0,28451000.0,23125000.0,18659000.0,16166000.0,15016000.0,12571000.0,3408000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-51500000.0,-12400000.0,-504400000.0,247800000.0,153000000.0,-176500000.0,54000000.0,-87300000.0,25500000.0,-140755000.0,-4345000.0,101800000.0,58700000.0,28400000.0,64380000.0,20000.0,25110000.0,52390000.0,71100000.0,45700000.0,29700000.0,-122200000.0,29800000.0,-49300000.0,6800000.0,-4100000.0
,accountsReceivables,-14000000.0,-96000000.0,-51000000.0,-41600000.0,1200000.0,300000.0,-10882000.0,-4070000.0,-24388000.0,-31874000.0,-7376000.0,-3935000.0,33414000.0,-35696000.0,-12185000.0,-19017000.0,-21200000.0,0.0,-25000000.0,-7900000.0,11900000.0,-47600000.0,0.0,15700000.0,-14700000.0,0.0
,inventory,16000000.0,-21300000.0,-45000000.0,-38700000.0,24000000.0,-2900000.0,-31778000.0,-11351000.0,-8402000.0,-30139000.0,-45549000.0,3530000.0,4426000.0,4352000.0,-374000.0,-17888000.0,-20200000.0,-15529000.0,-9700000.0,-9300000.0,7200000.0,-42600000.0,6700000.0,5200000.0,-3500000.0,-7100000.0
,accountsPayables,-15000000.0,14500000.0,-2000000.0,25900000.0,10900000.0,-6400000.0,-7185000.0,-15834000.0,25985000.0,-4310000.0,13577000.0,2631000.0,-20898000.0,-3521000.0,-4487000.0,1078000.0,-1600000.0,0.0,4700000.0,-9200000.0,4900000.0,-14700000.0,0.0,5700000.0,-4900000.0,0.0
,otherWorkingCapital,-30000000.0,21500000.0,33900000.0,538300000.0,290500000.0,137500000.0,314000000.0,260000000.0,347300000.0,321800000.0,462555000.0,466900000.0,365100000.0,306400000.0,278000000.0,213620000.0,213600000.0,188490000.0,136100000.0,65000000.0,19300000.0,-10400000.0,111800000.0,82000000.0,131300000.0,124500000.0
,otherNonCashItems,0.0,72700000.0,93500000.0,52100000.0,71000000.0,50400000.0,18000000.0,8100000.0,-20600000.0,10800000.0,106075000.0,21600000.0,9700000.0,4700000.0,7200000.0,0.0,6300000.0,0.0,6000000.0,6200000.0,3800000.0,-3400000.0,0.0,-3600000.0,-10200000.0,200000.0
,netCashProvidedByOperatingActivites,672000000.0,585000000.0,486700000.0,429700000.0,431100000.0,354900000.0,407100000.0,414600000.0,340700000.0,241600000.0,124030000.0,194600000.0,176100000.0,187000000.0,135800000.0,92880000.0,92400000.0,73115000.0,29600000.0,32300000.0,25100000.0,19800000.0,23600000.0,7000000.0,-2100000.0,-3900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-56000000.0,-69000000.0,-67600000.0,-43700000.0,-26000000.0,-43900000.0,-47312000.0,-70877000.0,-54071000.0,-23278000.0,-25196000.0,-12706000.0,-16196000.0,-13187000.0,-16529000.0,-23436000.0,-23400000.0,-12750000.0,-11600000.0,-8900000.0,-8200000.0,-8500000.0,-6400000.0,-12500000.0,-11300000.0,-10400000.0
,acquisitionsNet,-201000000.0,-220800000.0,-1763500000.0,-293100000.0,-38800000.0,-156300000.0,-307945000.0,-258797000.0,-728114000.0,-759737000.0,0.0,-52018000.0,-115137000.0,-295848000.0,-99887000.0,-51379000.0,-51000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-179800000.0,-117000000.0,-573300000.0,-232800000.0,-234400000.0,-97757000.0,0.0,4913000.0,-3267000.0,-8192000.0,5000000.0,0.0,-5576000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54800000.0,0.0,0.0,-75700000.0
,salesMaturitiesOfInvestments,0.0,0.0,203000000.0,219800000.0,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18400000.0,0.0,0.0,83200000.0
,otherInvestingActivites,0.0,194300000.0,95500000.0,324300000.0,150800000.0,262200000.0,108968000.0,4910000.0,17899000.0,9450000.0,13433000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1541000.0,0.0,0.0,0.0,0.0,-2000000.0,0.0,0.0,-600000.0
,netCashUsedForInvestingActivites,-231000000.0,-275300000.0,-1649600000.0,-371200000.0,-146900000.0,-172400000.0,-344000000.0,-324800000.0,-764300000.0,-773600000.0,-156374000.0,-83900000.0,-126700000.0,-311400000.0,-114200000.0,-74918000.0,-74400000.0,-25133000.0,-22700000.0,-5800000.0,-11400000.0,-167200000.0,-17900000.0,22500000.0,-7100000.0,-3500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
