date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-5163000000.0,-4799000000.0,-2861000000.0,-2961000000.0,-5630000000.0,-3771000000.0,-2878000000.0,-3141000000.0,-1817000000.0,-5111000000.0,-1882000000.0,-1754000000.0,-601094000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179000000.0,96000000.0,177189000.0,622058000.0,441545000.0,0.0,278108000.0,1572105000.0,175085000.0,121760000.0,229370000.0,623500000.0,139200000.0,145600000.0,180100000.0
,commonStockRepurchased,-26000000.0,-278000000.0,-400000000.0,-969000000.0,-778000000.0,-2182000000.0,-4678000000.0,-2596000000.0,-972000000.0,-2998000000.0,-1717000000.0,-500000000.0,-1818841000.0,-1355000000.0,-1067842000.0,-611641000.0,-320224000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-1734000000.0,-2769000000.0,-2770000000.0,-2778000000.0,-2647000000.0,-2419000000.0,-1968000000.0,-1608000000.0,-1432000000.0,-1300000000.0,-1040000000.0,-1006000000.0,-964140000.0,-771350000.0,-567673000.0,-481583000.0,-441219000.0,-437023000.0,-433134000.0,-430328000.0,-426465000.0,-410500000.0,-388400000.0,-370800000.0,-366800000.0
,otherFinancingActivites,-89000000.0,-51000000.0,-63000000.0,29000000.0,-41000000.0,-264000000.0,-38000000.0,18000000.0,19000000.0,-613000000.0,14000000.0,0.0,0.0,75231000.0,-31764000.0,-30000000.0,-181529000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-873000000.0,-3718000000.0,-5020000000.0,-5033000000.0,-5428000000.0,1374000000.0,-5896000000.0,-2199000000.0,-339000000.0,-2700000000.0,-1409000000.0,-1188000000.0,-1824408000.0,-1630428000.0,290506000.0,-990720000.0,-3590416000.0,-558338000.0,-812284000.0,2784398000.0,148243000.0,117700000.0,1731300000.0,331500000.0,55100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-293000000.0,-296000000.0,-366000000.0,-1130000000.0,136000000.0,-337000000.0,-342000000.0,1567000000.0,200000000.0,-59000000.0,1147000000.0,54000000.0,-8305000.0,31416000.0,-25137000.0,-32549000.0,-10689000.0,66082000.0,-9594000.0,16986000.0,28129000.0,27300000.0,-42100000.0,-20600000.0,64800000.0
,cashAtEndOfPeriod,844000000.0,1137000000.0,1433000000.0,1799000000.0,2929000000.0,2793000000.0,3130000000.0,3472000000.0,1905000000.0,1705000000.0,1764000000.0,243000000.0,188928000.0,197233000.0,165817000.0,190954000.0,223503000.0,234192000.0,168110000.0,177704000.0,160718000.0,132600000.0,105300000.0,116700000.0,137300000.0
,cashAtBeginningOfPeriod,1137000000.0,1433000000.0,1799000000.0,2929000000.0,2793000000.0,3130000000.0,3472000000.0,1905000000.0,1705000000.0,1764000000.0,617000000.0,189000000.0,197233000.0,165817000.0,190954000.0,223503000.0,234192000.0,168110000.0,177704000.0,160718000.0,132589000.0,105300000.0,147400000.0,137300000.0,72500000.0
,operatingCashFlow,2944000000.0,5431000000.0,5713000000.0,5663000000.0,6261000000.0,8572000000.0,11219000000.0,9786000000.0,6688000000.0,6169000000.0,5494000000.0,5266000000.0,6897682000.0,6258938000.0,4781409000.0,3003885000.0,1896665000.0,2104584000.0,2216558000.0,1568172000.0,1709118000.0,1520600000.0,2303100000.0,1708000000.0,1402100000.0
,capitalExpenditure,-1116000000.0,-1724000000.0,-2160000000.0,-2107000000.0,-2055000000.0,-2410000000.0,-3976000000.0,-3943000000.0,-4695000000.0,-4016000000.0,-2914000000.0,-2625000000.0,-4068184000.0,-3191041000.0,-2467807000.0,-1592511000.0,-1215847000.0,-1025264000.0,-1365996000.0,-2052635000.0,-1323015000.0,-927300000.0,-1887400000.0,-1496000000.0,-1158000000.0
,freeCashFlow,1828000000.0,3707000000.0,3553000000.0,3556000000.0,4206000000.0,6162000000.0,7243000000.0,5843000000.0,1993000000.0,2153000000.0,2580000000.0,2641000000.0,2829498000.0,3067897000.0,2313602000.0,1411374000.0,680818000.0,1079320000.0,850562000.0,-484463000.0,386103000.0,593300000.0,415700000.0,212000000.0,244100000.0
