date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,3167000000.0,3484000000.0,3345000000.0,2912000000.0,2955000000.0,2965000000.0,2533000000.0,2357000000.0,-332000000.0,2526000000.0,2624000000.0,2394000000.0,2459000000.0,2072000000.0,1856000000.0,1461000000.0,1227000000.0,1004000000.0,917000000.0,943000000.0,901000000.0,880000000.0,364000000.0,316000000.0,270000000.0,321000000.0,238000000.0
,depreciationAndAmortization,878000000.0,829000000.0,763000000.0,441000000.0,454000000.0,482000000.0,496000000.0,556000000.0,620000000.0,592000000.0,569000000.0,562000000.0,447000000.0,423000000.0,384000000.0,342000000.0,326000000.0,277000000.0,213000000.0,271000000.0,226000000.0,200000000.0,126000000.0,91000000.0,67000000.0,38000000.0,39000000.0
,deferredIncomeTax,-127000000.0,92000000.0,-3000000.0,401000000.0,376000000.0,167000000.0,136000000.0,104000000.0,-148000000.0,14000000.0,56000000.0,227000000.0,196000000.0,122000000.0,45000000.0,144000000.0,279000000.0,134000000.0,179000000.0,117000000.0,128000000.0,41000000.0,-2000000.0,-15000000.0,-61000000.0,36000000.0,4000000.0
,stockBasedCompensation,128000000.0,133000000.0,140000000.0,123000000.0,100000000.0,110000000.0,128000000.0,120000000.0,114000000.0,128000000.0,118000000.0,117000000.0,105000000.0,86000000.0,61000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,43000000.0,-471000000.0,-1779000000.0,2628000000.0,475000000.0,-1530000000.0,-2036000000.0,1568000000.0,-99000000.0,1214000000.0,131000000.0,1288000000.0,-1544000000.0,1078000000.0,-210000000.0,353000000.0,1135000000.0,262000000.0,202000000.0,-336000000.0,612000000.0,-374000000.0,14000000.0,-627000000.0,-129000000.0,-17000000.0,-144000000.0
,accountsReceivables,371000000.0,176000000.0,417000000.0,-195000000.0,-161000000.0,604000000.0,330000000.0,-205000000.0,240000000.0,-420000000.0,-152000000.0,-151000000.0,-386000000.0,-519000000.0,-160000000.0,-555000000.0,-66000000.0,48000000.0,-90000000.0,-38000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,502000000.0,-376000000.0,-591000000.0,-182000000.0,-1187000000.0,75000000.0,-22000000.0,-23000000.0,-329000000.0,-186000000.0,-23000000.0,-72000000.0,-183000000.0,-135000000.0,-237000000.0,-120000000.0,-54000000.0,188000000.0,-141000000.0,-223000000.0,-71000000.0,-189000000.0,-209000000.0,86000000.0,41000000.0,6000000.0,91000000.0
,accountsPayables,-215000000.0,6000000.0,-197000000.0,657000000.0,567000000.0,-89000000.0,-161000000.0,-223000000.0,-441000000.0,17000000.0,366000000.0,-92000000.0,-38000000.0,340000000.0,180000000.0,190000000.0,168000000.0,58000000.0,137000000.0,48000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-707000000.0,2979000000.0,3450000000.0,5229000000.0,2601000000.0,2126000000.0,3656000000.0,5692000000.0,4124000000.0,4223000000.0,3009000000.0,2878000000.0,1590000000.0,3134000000.0,2056000000.0,2266000000.0,1913000000.0,778000000.0,516000000.0,314000000.0,650000000.0,38000000.0,412000000.0,398000000.0,1025000000.0,1154000000.0,1171000000.0
,otherNonCashItems,-231000000.0,37000000.0,-285000000.0,238000000.0,-158000000.0,101000000.0,-214000000.0,110000000.0,-55000000.0,-173000000.0,31000000.0,135000000.0,-183000000.0,64000000.0,95000000.0,1446000000.0,84000000.0,-13000000.0,-70000000.0,64000000.0,-79000000.0,-2000000.0,-33000000.0,-3000000.0,-13000000.0,-15000000.0,-14000000.0
,netCashProvidedByOperatingActivites,3858000000.0,2981000000.0,3148000000.0,3879000000.0,2198000000.0,2499000000.0,3728000000.0,3106000000.0,2687000000.0,3238000000.0,2984000000.0,2840000000.0,3110000000.0,2925000000.0,2128000000.0,2056000000.0,1802000000.0,1723000000.0,1125000000.0,1103000000.0,1071000000.0,1016000000.0,370000000.0,557000000.0,1036000000.0,230000000.0,139000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-288000000.0,-1287000000.0,-414000000.0,-1313000000.0,-75000000.0,-32000000.0,-23000000.0
,acquisitionsNet,-203000000.0,-19000000.0,-10099000000.0,-399000000.0,-58000000.0,-5000000.0,0.0,0.0,0.0,-1560000000.0,-233000000.0,-811000000.0,-3224000000.0,-330000000.0,-2042000000.0,22000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,-123000000.0,-636000000.0,-135000000.0,-512000000.0,-832000000.0,-694000000.0,-489000000.0,-1406000000.0,-2798000000.0,0.0,-10000000.0,-46000000.0,-30000000.0,-41000000.0,-45000000.0,-23000000.0,-37000000.0,-443000000.0,-440000000.0,-986000000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,628000000.0,139000000.0,113000000.0,731000000.0,676000000.0,731000000.0,254000000.0,1423000000.0,2619000000.0,0.0,18000000.0,37000000.0,31000000.0,39000000.0,42000000.0,29000000.0,91000000.0,493000000.0,916000000.0,484000000.0,13000000.0,17000000.0
,otherInvestingActivites,196000000.0,12000000.0,555000000.0,36000000.0,-34000000.0,264000000.0,-84000000.0,96000000.0,19000000.0,200000000.0,158000000.0,39000000.0,34000000.0,108000000.0,44000000.0,367000000.0,35000000.0,35000000.0,141000000.0,64000000.0,-9000000.0,-8000000.0,-3000000.0,-5000000.0,-28000000.0,-297000000.0,0.0
