date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,270568000.0,254286000.0,234734000.0,190509000.0,243441000.0,238603000.0,233255000.0,264742000.0,239593000.0,206907000.0,177125000.0,162283000.0,73227000.0,80767000.0,57522000.0,42381000.0,33058000.0,37053000.0,9909000.0,-105040000.0,60997000.0,55300000.0,70600000.0,77500000.0,93000000.0,74000000.0,97800000.0,175500000.0,255000000.0,206700000.0,232200000.0,231400000.0
,depreciationAndAmortization,84002000.0,87560000.0,71759000.0,55340000.0,44893000.0,42265000.0,41538000.0,46144000.0,43389000.0,41749000.0,37667000.0,31573000.0,27967000.0,29126000.0,31592000.0,36396000.0,44775000.0,50391000.0,52422000.0,99518000.0,66256000.0,65100000.0,63300000.0,61800000.0,61900000.0,49200000.0,54000000.0,127500000.0,105800000.0,89900000.0,88500000.0,81700000.0
,deferredIncomeTax,7554000.0,7384000.0,14527000.0,58750000.0,19185000.0,150000.0,8208000.0,1026000.0,-1976000.0,2375000.0,1933000.0,4257000.0,3318000.0,-6625000.0,3059000.0,-15741000.0,3401000.0,3057000.0,-3434000.0,-91998000.0,26951000.0,2100000.0,17200000.0,-2600000.0,7700000.0,15700000.0,10300000.0,-7700000.0,-3000000.0,17500000.0,34400000.0,11700000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-54089000.0,28384000.0,25258000.0,-25432000.0,31206000.0,-26430000.0,-112188000.0,130881000.0,55117000.0,67319000.0,-8699000.0,94822000.0,-7115000.0,15603000.0,56865000.0,24840000.0,35898000.0,40958000.0,145817000.0,-2601000.0,-3200000.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26900000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16225000.0,-34815000.0,-66000.0,-14399000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-33111000.0,31884000.0,-29672000.0,-44936000.0,14480000.0,-21747000.0,-51827000.0,3133000.0,-12945000.0,-33154000.0,-74852000.0,26097000.0,-36437000.0,-2758000.0,-24348000.0,-951000.0,-28613000.0,-13437000.0,20160000.0,5982000.0,40775000.0,13500000.0,6500000.0,3200000.0,-1200000.0,-15600000.0,9200000.0,-900000.0,-16800000.0,-31600000.0,-37100000.0,5000000.0
,accountsPayables,7077000.0,8859000.0,-19638000.0,17955000.0,18455000.0,-8809000.0,8059000.0,5834000.0,11369000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,570503000.0,542119000.0,516861000.0,542293000.0,511087000.0,537517000.0,649705000.0,518824000.0,463707000.0,396388000.0,405087000.0,310265000.0,317380000.0,301777000.0,244912000.0,220072000.0,184174000.0,143216000.0,-2601000.0,0.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-23881000.0,-40402000.0,-148367000.0,-36372000.0,14709000.0,13439000.0,64145000.0,-164859000.0,-63741000.0,-133752000.0,-42812000.0,-68491000.0,-76749000.0,-9294000.0,-111962000.0,-23881000.0,-80323000.0,-49733000.0,-122041000.0,225935000.0,-61524000.0,2100000.0,-21400000.0,-4100000.0,22600000.0,10400000.0,-39900000.0,-140100000.0,138500000.0,13300000.0,179800000.0,269100000.0
,netCashProvidedByOperatingActivites,284154000.0,337212000.0,197911000.0,242795000.0,353434000.0,268027000.0,234958000.0,277934000.0,272811000.0,184598000.0,165214000.0,224444000.0,20648000.0,109577000.0,37076000.0,63995000.0,36809000.0,81726000.0,82673000.0,125814000.0,89480000.0,127800000.0,129700000.0,132600000.0,185200000.0,149300000.0,122200000.0,155200000.0,496300000.0,327400000.0,534900000.0,567000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39556000.0,-30637000.0,-17830000.0,-17973000.0,-11617000.0,-12671000.0,-9515000.0,-13828000.0,-13800000.0,-22700000.0,-43500000.0,-29400000.0,-44800000.0,-147300000.0,-205000000.0,-157400000.0,-179500000.0,-165800000.0,-119100000.0
,acquisitionsNet,0.0,0.0,0.0,-184000000.0,0.0,0.0,0.0,140000000.0,0.0,0.0,-41000000.0,0.0,-15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-7570000.0,-16487000.0,-10844000.0,-12514000.0,-28061000.0,0.0,0.0,-300000.0,-10500000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1352200000.0,-968600000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,11832000.0,18140000.0,8900000.0,24370000.0,28028000.0,300000.0,0.0,0.0,1050000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629200000.0,252100000.0,0.0
