date,,2020-08-29_FY,2019-08-31_FY,2018-09-01_FY,2017-09-02_FY,2016-09-03_FY,2015-08-29_FY,2014-08-30_FY,2013-08-31_FY,2012-09-01_FY,2011-08-27_FY,2010-08-28_FY,2009-08-29_FY,2008-08-30_FY,2007-09-01_FY,2006-08-26_FY,2005-08-27_FY,2004-08-28_FY,2003-08-30_FY,2002-08-31_FY,2001-09-01_FY,2000-08-26_FY,1999-08-28_FY,1998-08-29_FY,1997-08-30_FY,1996-08-31_FY
,debtRepayment,-2189000.0,-479370000.0,-350000000.0,-618500000.0,-301000000.0,-243000000.0,-1851000.0,-121300000.0,-1385000.0,-938000.0,77682000.0,65911000.0,112064000.0,102627000.0,78328000.0,52855000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,4140000.0,4600000.0,4461000.0,4243000.0,4084000.0,4285000.0,3998000.0,3785000.0,3387000.0,2983000.0,2598000.0,2644000.0,2698000.0,2706000.0,2352000.0,1801000.0,1405000.0,0.0,14846000.0,0.0,0.0,0.0,0.0,0.0,132600000.0
,commonStockRepurchased,-3444000.0,-84611000.0,-53665000.0,-18052000.0,-372304000.0,-18010000.0,-166900000.0,-3773000.0,-22300000.0,-28600000.0,-22800000.0,7600000.0,-177500000.0,-66200000.0,-3800000.0,-81100000.0,30700000.0,-16200000.0,-44146000.0,7300000.0,12300000.0,-19000000.0,1100000.0,65400000.0,0.0
,dividendsPaid,-166537000.0,-145709000.0,-125430000.0,-102216000.0,-105778000.0,-284231000.0,-82600000.0,-75860000.0,-63000000.0,-119300000.0,-51700000.0,-49900000.0,-47600000.0,-42300000.0,-36300000.0,-129800000.0,-19500000.0,-3300000.0,0.0,0.0,0.0,0.0,0.0,0.0,-63100000.0
,otherFinancingActivites,0.0,1821000.0,355783000.0,553784000.0,469430000.0,292440000.0,88778000.0,4128000.0,31889000.0,8661000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
,netCashUsedProvidedByFinancingActivities,-254618000.0,-305629000.0,-177586000.0,-194746000.0,-298368000.0,-207045000.0,-187000000.0,200061000.0,-80600000.0,-180800000.0,-223900000.0,-80300000.0,-164300000.0,-126000000.0,167000000.0,-211000000.0,11000000.0,-19700000.0,-29510000.0,-59600000.0,11200000.0,47700000.0,400000.0,13400000.0,69300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-355000.0,-19000.0,-9000.0,-182000.0,-228000.0,100000.0,-54000.0,0.0,0.0,0.0,-200000.0,-100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,92925000.0,-13931000.0,30134000.0,-36807000.0,14623000.0,-8887000.0,-8700000.0,-112577000.0,72500000.0,-25200000.0,-104400000.0,182700000.0,35000000.0,100000.0,-33300000.0,1500000.0,-74800000.0,54300000.0,47512000.0,9300000.0,500000.0,-5900000.0,-4800000.0,11700000.0,0.0
,cashAtEndOfPeriod,125211000.0,32286000.0,46217000.0,16083000.0,52890000.0,38313000.0,47200000.0,55876000.0,168500000.0,96000000.0,121200000.0,225500000.0,42800000.0,7800000.0,7700000.0,41000000.0,39500000.0,114300000.0,59978000.0,12500000.0,3200000.0,2700000.0,8600000.0,13400000.0,0.0
,cashAtBeginningOfPeriod,32286000.0,46217000.0,16083000.0,52890000.0,38267000.0,47200000.0,55900000.0,168453000.0,96000000.0,121200000.0,225600000.0,42800000.0,7800000.0,7700000.0,41000000.0,39500000.0,114300000.0,60000000.0,12466000.0,3200000.0,2700000.0,8600000.0,13400000.0,1700000.0,700000.0
,operatingCashFlow,396739000.0,328426000.0,339658000.0,246841000.0,401103000.0,249791000.0,272400000.0,325437000.0,234300000.0,210000000.0,149900000.0,285400000.0,218600000.0,165200000.0,133500000.0,125100000.0,66900000.0,83700000.0,84870000.0,90900000.0,20400000.0,-5400000.0,46800000.0,45800000.0,-30900000.0
,capitalExpenditure,-46991000.0,-51773000.0,-44919000.0,-46548000.0,-87930000.0,-51405000.0,-70617000.0,-89252000.0,-47691000.0,-25479000.0,-30304000.0,-22740000.0,-1619000.0,-26457000.0,-22837000.0,-11412000.0,-8664000.0,-9600000.0,-7848000.0,-20200000.0,-21600000.0,-35500000.0,-32500000.0,-13500000.0,-26900000.0
,freeCashFlow,349748000.0,276653000.0,294739000.0,200293000.0,313173000.0,198386000.0,201800000.0,236185000.0,186600000.0,184500000.0,119600000.0,262700000.0,197800000.0,138700000.0,110700000.0,113700000.0,58200000.0,74100000.0,77022000.0,70700000.0,-1200000.0,-40900000.0,14300000.0,32300000.0,-57800000.0
