Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,125298000.0,22035000.0,11868000.0
Short-term investments,79194000.0,0.0,35928000.0
Cash and short-term investments,204492000.0,22035000.0,47796000.0
Receivables,2489000.0,1624000.0,577000.0
Inventories,0.0,0.0,0.0
Total current assets,209946000.0,25629000.0,49688000.0
Property Plant & Equipment Net,10934000.0,13997000.0,18690000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,13193000.0,15140000.0,19589000.0
Total assets,223139000.0,40769000.0,69277000.0
Payables,3061000.0,2902000.0,3394000.0
Short-term debt,4724000.0,14563000.0,0.0
Total current liabilities,36423000.0,31956000.0,50181000.0
Long-term debt,10000000.0,0.0,0.0
Total debt,14724000.0,14563000.0,0.0
Deferred revenue,21574000.0,23868000.0,49434000.0
Tax Liabilities,2795000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,55177000.0,15309000.0,7492000.0
Total liabilities,91600000.0,47265000.0,57673000.0
Other comprehensive income,281891000,0.0,-17000.0
Retained earnings (deficit),-150328000.0,-115011000.0,-95323000.0
Total shareholders equity,131539000.0,-109001000.0,-90901000.0
Investments,79194000.0,0.0,35928000.0
Net Debt,-110574000.0,-7472000.0,-47796000.0
Other Assets,0.0,1970000.0,1315000.0
Other Liabilities,0.0,14491000.0,46787000.0
