Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,50234871.0,26051821.0,82980609.0,14284054.0,18545702.0,1818317.0
Short-term investments,37762439.0,102109419.0,0.0,17920632.0,0.0,0.0
Cash and short-term investments,87997310.0,128161240.0,82980609.0,32204686.0,18545702.0,1818317.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,90018360.0,129540424.0,83863850.0,33480822.0,19337695.0,1819169.0
Property Plant & Equipment Net,33478.0,50945.0,9640.0,26170.0,43446.0,3232.0
Goodwill and Intangible Assets,49069399.0,49069399.0,49069399.0,49069399.0,49069399.0,7918387.0
Long-term investments,0.0,5022982.0,0.0,0.0,0.0,0.0
Tax assets,5290728.0,5285952.0,0.0,0.0,0.0,0.0
Total non-current assets,49117685.0,54158134.0,49079039.0,49095569.0,49112845.0,27355617.0
Total assets,139136045.0,183698558.0,132942889.0,82576391.0,68450540.0,29174786.0
Payables,1799666.0,1435636.0,1468341.0,1360569.0,641813.0,522981.0
Short-term debt,41175600.0,3962664.0,4853753.0,1434756.0,0.0,58270.0
Total current liabilities,3609198.0,6838148.0,9685859.0,5319963.0,3509491.0,1406583.0
Long-term debt,0.0,0.0,3841062.0,8503111.0,0.0,0.0
Total debt,41175600.0,3962664.0,8694815.0,9937867.0,0.0,58270.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,76885.0,7588600.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,45262078.0,45262966.0,17274822.0,21936871.0,13441454.0,7588600.0
Total liabilities,48871276.0,52101114.0,26960681.0,27256834.0,16950945.0,8995183.0
Other comprehensive income,304813603,295975010,238836940,157129947,126228981,0.0
Retained earnings (deficit),-214552728.0,-164381441.0,-132858234.0,-101812862.0,-74731230.0,-17829791.0
Total shareholders equity,90264769.0,131597444.0,105982208.0,55319557.0,51499595.0,20179603.0
Investments,37762439.0,107132401.0,0.0,17920632.0,0.0,0.0
Net Debt,-9059271.0,-22089157.0,-74285794.0,-4346187.0,-18545702.0,-1760047.0
Other Assets,0.0,0.0,0.0,0.0,0.0,852.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,825332.0
