Date,2013-06,2012-06,2011-06,2010-06,2009-06
Cash and cash equivalents,58000000.0,81000000.0,86000000.0,29000000.0,44000000.0
Short-term investments,1000000.0,3000000.0,4000000.0,3000000.0,0000000.0
Cash and short-term investments,1000000.0,3000000.0,4000000.0,3000000.0,0000000.0
Receivables,0000000.0,6000000.0,5000000.0,4000000.0,1000000.0
Inventories,,,,,
Total current assets,266000000.0,206000000.0,298000000.0,277000000.0,113000000.0
Property, Plant & Equipment Net,85000000.0,73000000.0,154000000.0,239000000.0,81000000.0
Goodwill and Intangible Assets,0,0,0,0,0
Long-term investments,179000000.0,133000000.0,145000000.0,37000000.0,32000000.0
Tax assets,,,,,
Total non-current assets,8000000.0,8000000.0,45000000.0,82000000.0,32000000.0
Total assets,338000000.0,336000000.0,394000000.0,313000000.0,158000000.0
Payables,2000000.0,1000000.0,1000000.0,3000000.0,0000000.0
Short-term debt,000000.0,000000.0,41000000.0,000000.0,000000.0
Total current liabilities,6000000.0,3000000.0,43000000.0,6000000.0,3000000.0
Long-term debt,000000.0,000000.0,000000.0,37000000.0,32000000.0
Total debt,000000.0,000000.0,000000.0,37000000.0,32000000.0
Deferred revenue,,,,,
Tax Liabilities,8000000.0,8000000.0,45000000.0,39000000.0,000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,8000000.0,8000000.0,45000000.0,82000000.0,32000000.0
Total liabilities,14000000.0,12000000.0,89000000.0,88000000.0,35000000.0
Other comprehensive income,45000000.0,22000000.0,5000000.0,5000000.0,5000000.0
Retained earnings (deficit),37000000.0,62000000.0,50000000.0,-4000000.0,-13000000.0
Total shareholders equity,323000000.0,325000000.0,305000000.0,225000000.0,123000000.0
Investments,179000000.0,133000000.0,145000000.0,37000000.0,32000000.0
Net Debt,-58000000,-81000000,-45000000,8000000,-12000000
Other Assets,15000000,40000000,0,0,0
Other Liabilities,5000000,2000000,0,3000000,0
