date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY,1992-03-31_FY,1991-03-31_FY
,otherInvestingActivites,-1389000.0,-3447000.0,-5534000.0,-15085000.0,-13865000.0,-21013000.0,-18558000.0,-16223000.0,-7400000.0,347000.0,15980000.0,12500000.0,-5516000.0,-439000.0,423000.0,0.0,105000.0,12781000.0,228038000.0,-951000.0,-18521000.0,-11196000.0,-7433000.0,0.0,1468000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-1391000.0,-3447000.0,-5534000.0,-15085000.0,-13865000.0,-21013000.0,-21632000.0,17724000.0,-3053000.0,60339000.0,-5710000.0,2270000.0,-5440000.0,-240654000.0,469707000.0,-37208000.0,-1846000.0,-52118000.0,219634000.0,-12414000.0,-49346000.0,-47226000.0,-29570000.0,-174067000.0,-18711000.0,-70887000.0,-21394000.0,-7600000.0,-4200000.0,-7200000.0,-5900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-24000.0,-120000.0,-124000.0,-117000.0,-142000.0,-144000.0,-177000.0,-666000.0,-1001000.0,-15654000.0,-79761000.0,59540000.0,14356000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89000.0,0.0,1447000.0,10107000.0,5442000.0,4006000.0,869000.0,2151000.0,575000.0,2518000.0,1251000.0,47000.0,129074000.0,43079000.0,944000.0,533000.0,200000.0,400000.0,100000.0,600000.0
,commonStockRepurchased,-7512000.0,-1092000.0,-647000.0,-1171000.0,-533000.0,-435000.0,-373000.0,-912000.0,-278000.0,-14622000.0,0.0,0.0,0.0,-149999000.0,0.0,0.0,0.0,-480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-1117000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1360000.0,-2718000.0,-3407000.0,-3675000.0,-3608000.0,-3330000.0,-3517000.0,-3350000.0,-3323000.0,-3298000.0,-3233000.0,-3164000.0,-3141000.0,-2705000.0,-2392000.0,-1688000.0,-1300000.0,-1000000.0,-900000.0,-800000.0
,otherFinancingActivites,33945000.0,0.0,0.0,0.0,-197000.0,0.0,116000.0,126000.0,67000.0,210000.0,14997000.0,3508000.0,0.0,213000.0,-57713000.0,-107822000.0,-374000.0,-96913000.0,-49871000.0,-212932000.0,40382000.0,23621000.0,-4241000.0,123601000.0,9640000.0,92040000.0,38944000.0,3300000.0,-11400000.0,5000000.0,-9500000.0
,netCashUsedProvidedByFinancingActivities,25316000.0,-1116000.0,-767000.0,-1295000.0,-847000.0,-577000.0,-401000.0,-963000.0,-877000.0,-15413000.0,-657000.0,-77524000.0,56822000.0,-137390000.0,-51281000.0,-105988000.0,302000.0,-100041000.0,-51070000.0,-215680000.0,39602000.0,21639000.0,-7358000.0,249534000.0,50014000.0,90592000.0,37789000.0,2200000.0,-12000000.0,4200000.0,-9700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,195000.0,-130000.0,-112000.0,194000.0,-74000.0,-87000.0,-280000.0,-44000.0,-21000.0,5000.0,403000.0,695000.0,911000.0,1314000.0,-97000.0,367000.0,0.0,0.0,0.0,-105000.0,-306000.0,-565000.0,-1395000.0,33000.0,18000.0,4000.0,-96000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,52527000.0,5882000.0,828000.0,-9312000.0,-11353000.0,-14459000.0,-24499000.0,16635000.0,-14656000.0,23233000.0,8819000.0,29291000.0,-33691000.0,-534071000.0,456817000.0,-94030000.0,91977000.0,-168640000.0,297143000.0,-18360000.0,7559000.0,5355000.0,-3101000.0,3883000.0,3676000.0,14842000.0,3644000.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,99180000.0,46653000.0,40771000.0,39943000.0,49255000.0,60608000.0,75067000.0,99566000.0,82931000.0,97587000.0,74354000.0,65535000.0,36244000.0,70596000.0,604667000.0,147850000.0,241880000.0,149903000.0,318543000.0,23452000.0,41812000.0,34253000.0,28898000.0,31999000.0,28116000.0,24440000.0,9598000.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,46653000.0,40771000.0,39943000.0,49255000.0,60608000.0,75067000.0,99566000.0,82931000.0,97587000.0,74354000.0,65535000.0,36244000.0,69935000.0,604667000.0,147850000.0,241880000.0,149903000.0,318543000.0,21400000.0,41812000.0,34253000.0,28898000.0,31999000.0,28116000.0,24440000.0,9598000.0,5954000.0,1900000.0,1900000.0,2500000.0,3500000.0
,operatingCashFlow,28407000.0,10575000.0,7241000.0,6874000.0,3433000.0,7218000.0,-2186000.0,73000.0,-10705000.0,-21698000.0,14783000.0,103850000.0,-85984000.0,-157341000.0,38561000.0,48799000.0,93521000.0,-16481000.0,128579000.0,209839000.0,17609000.0,31507000.0,35222000.0,-71600000.0,-27645000.0,-4867000.0,-12655000.0,9500000.0,16100000.0,2500000.0,14600000.0
,capitalExpenditure,-1389000.0,-3420000.0,-5507000.0,-15058000.0,-16046000.0,-20948000.0,-20463000.0,-16223000.0,-7292000.0,-4920000.0,-6991000.0,-13306000.0,-7056000.0,-8775000.0,-6250000.0,-3210000.0,-1951000.0,-1555000.0,-8404000.0,-7389000.0,-22153000.0,-36030000.0,-22137000.0,-44283000.0,-20179000.0,-21004000.0,-11326000.0,-7600000.0,-4200000.0,-7200000.0,-5900000.0
,freeCashFlow,27018000.0,7155000.0,1734000.0,-8184000.0,-12613000.0,-13730000.0,-22649000.0,-16150000.0,-17997000.0,-26618000.0,7792000.0,90544000.0,-93040000.0,-166116000.0,32311000.0,45589000.0,91570000.0,-18036000.0,120175000.0,202450000.0,-4544000.0,-4523000.0,13085000.0,-115883000.0,-47824000.0,-25871000.0,-23981000.0,1900000.0,11900000.0,-4700000.0,8700000.0
