date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockIssued,0.0,0.0,60000000.0,5000000.0,15000000.0,15496000.0,830000.0,15438000.0,0.0,1967000.0,818000.0,737000.0,1409000.0,123678000.0,49974000.0,43572000.0,31938000.0,0.0,0.0,0.0,0.0,0.0,344900000.0
,commonStockRepurchased,-14000000.0,-21000000.0,0.0,-1000000.0,-8000000.0,-6188000.0,-58039000.0,-28236000.0,-40071000.0,-83794000.0,-120880000.0,-212121000.0,-226038000.0,-214570000.0,0.0,0.0,-24348000.0,-386779000.0,0.0,-80303000.0,-513916000.0,-69000000.0,0.0
,dividendsPaid,-78000000.0,-75000000.0,-72000000.0,-69000000.0,-65000000.0,-61219000.0,-58040000.0,-55293000.0,-53165000.0,-64906000.0,-66832000.0,-46798000.0,-47320000.0,-45830000.0,-43040000.0,-40576000.0,-38047000.0,-36193000.0,-34445000.0,-32141000.0,-30472000.0,-29400000.0,-28500000.0
,otherFinancingActivites,0.0,9000000.0,0.0,5000000.0,9000000.0,-11538000.0,-913000.0,-74789000.0,-26129000.0,-17687000.0,-19460000.0,-26205000.0,-61880000.0,20361000.0,-10120000.0,-2876000.0,2125000.0,47000.0,-1573000.0,-28606000.0,-94916000.0,9000000.0,-8300000.0
,netCashUsedProvidedByFinancingActivities,957000000.0,-220000000.0,-32000000.0,-77000000.0,-59000000.0,460735000.0,156819000.0,-144424000.0,70103000.0,-168030000.0,-200955000.0,-427465000.0,-343277000.0,-152056000.0,-338883000.0,-41109000.0,47913000.0,-581208000.0,1731139000.0,15778000.0,-155191000.0,-272500000.0,137200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,978000000.0,-453000000.0,305000000.0,-282000000.0,-85000000.0,512742000.0,-358113000.0,89533000.0,177206000.0,221592000.0,-302858000.0,-106317000.0,-397137000.0,161121000.0,-82466000.0,-75314000.0,230930000.0,-361285000.0,1158192000.0,41725000.0,-11991000.0,65900000.0,0.0
,cashAtEndOfPeriod,0.0,474000000.0,927000000.0,622000000.0,900000000.0,984643000.0,471901000.0,830014000.0,740481000.0,563275000.0,368134000.0,670992000.0,777309000.0,1174446000.0,1013325000.0,1095791000.0,1168581000.0,937651000.0,1298936000.0,140744000.0,99019000.0,111000000.0,0.0
,cashAtBeginningOfPeriod,0.0,927000000.0,622000000.0,904000000.0,985000000.0,471901000.0,830014000.0,740481000.0,563275000.0,341683000.0,670992000.0,777309000.0,1174446000.0,1013325000.0,1095791000.0,1171105000.0,937651000.0,1298936000.0,140744000.0,99019000.0,111010000.0,45100000.0,51000000.0
,operatingCashFlow,1532000000.0,1016000000.0,1017000000.0,776000000.0,782000000.0,789694000.0,394812000.0,494610000.0,1105172000.0,1255711000.0,1121945000.0,1102594000.0,848892000.0,941032000.0,887157000.0,880223000.0,747389000.0,920413000.0,793637000.0,545805000.0,748859000.0,623700000.0,356200000.0
,capitalExpenditure,-1338000000.0,-957000000.0,-776000000.0,-685000000.0,-636000000.0,-800628000.0,-799496000.0,-883797000.0,-995517000.0,-971759000.0,-755032000.0,-700441000.0,-1124112000.0,-699566000.0,-722458000.0,-720557000.0,-798252000.0,-776967000.0,-899050000.0,-700150000.0,-456019000.0,-431000000.0,-676100000.0
,freeCashFlow,194000000.0,59000000.0,241000000.0,91000000.0,146000000.0,-10934000.0,-404684000.0,-389187000.0,109655000.0,283952000.0,366913000.0,402153000.0,-275220000.0,241466000.0,164699000.0,159666000.0,-50863000.0,143446000.0,-105413000.0,-154345000.0,292840000.0,192700000.0,-319900000.0
