date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-199500000.0,4600000.0,131100000.0,21800000.0,125300000.0,80200000.0,176225000.0,147139000.0,112151000.0,100710000.0,152303000.0,84615000.0,47845000.0,-34962000.0,-38189000.0,-39978000.0,-40620000.0,-24825000.0,-13989370.0,-7174493.0,-8722102.0,-10000000.0,-9800000.0,-9200000.0,-5900000.0
,depreciationAndAmortization,72000000.0,73000000.0,54400000.0,48300000.0,26700000.0,25000000.0,13819000.0,8889000.0,9069000.0,7219000.0,7084000.0,9449000.0,8781000.0,7544000.0,6855000.0,6092000.0,5766000.0,5275000.0,4496146.0,3728563.0,3284734.0,3200000.0,3300000.0,2500000.0,1600000.0
,deferredIncomeTax,-54100000.0,13100000.0,-23800000.0,2500000.0,15700000.0,1700000.0,7464000.0,8179000.0,34185000.0,0.0,-28050000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,25200000.0,33500000.0,27100000.0,29900000.0,31600000.0,45700000.0,27068000.0,26612000.0,26275000.0,25088000.0,22776000.0,25682000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,115100000.0,-37100000.0,-21600000.0,-36600000.0,-65400000.0,-40700000.0,-59973000.0,-41025000.0,-28761000.0,38542000.0,-27399000.0,-54143000.0,16858000.0,-11175000.0,-1408000.0,6076000.0,1944000.0,-27342000.0,-7283224.0,-744511.0,22098817.0,-7500000.0,-600000.0,-100000.0,5600000.0
,accountsReceivables,64000000.0,-18200000.0,-39200000.0,-41400000.0,-39200000.0,-34400000.0,-24372000.0,-67185000.0,-34944000.0,-14989000.0,-21660000.0,-19901000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,1600000.0,8000000.0,7900000.0,-1200000.0,-14600000.0,-800000.0,-15794000.0,6567000.0,-3426000.0,203000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-10700000.0,1100000.0,4000000.0,-3000000.0,0.0,-3100000.0,-1492000.0,7991000.0,-1249000.0,287000.0,-5307000.0,-10707000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,30700000.0,-500000.0,-100000.0,900000.0,-200000.0,400000.0,-1155000.0,-11000.0,748000.0,-425000.0,22000.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,3300000.0,-2500000.0,-83400000.0,-400000.0,0.0,0.0,-3337000.0,-2667000.0,-1250000.0,102562000.0,28273000.0,17933000.0,26915000.0,13395000.0,4703000.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,100000.0,0.0
,netCashProvidedByOperatingActivites,60700000.0,83700000.0,115900000.0,106200000.0,166300000.0,140500000.0,190213000.0,173866000.0,141846000.0,130759000.0,155086000.0,84042000.0,103736000.0,-25851000.0,-28027000.0,-23304000.0,-30880000.0,-46540000.0,-16312043.0,-3775307.0,17163535.0,-14100000.0,-7000000.0,-6600000.0,1400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3792000.0,0.0,0.0,-13675000.0,-11400000.0,-7680000.0,-6736000.0,-3883000.0,-8036000.0,-6852742.0,-5255213.0,-4617196.0,-4000000.0,-3200000.0,-4700000.0,-6400000.0
,acquisitionsNet,21000000.0,-279000000.0,0.0,-216000000.0,-37000000.0,-20000000.0,-224000000.0,0.0,-9000000.0,-79000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-60800000.0,-78500000.0,-80900000.0,-87500000.0,-164500000.0,-80700000.0,-161764000.0,-443777000.0,-396067000.0,-425153000.0,-477558000.0,-308566000.0,-191701000.0,-197841000.0,-165519000.0,-44603000.0,-52730000.0,-51784000.0,-89756898.0,-249333952.0,-23983772.0,-291700000.0,-840600000.0,-582800000.0,-622200000.0
,salesMaturitiesOfInvestments,69000000.0,79200000.0,77700000.0,163400000.0,115100000.0,165600000.0,381899000.0,384560000.0,385236000.0,456072000.0,52160000.0,111849000.0,174420000.0,162480000.0,100470000.0,70956000.0,58640000.0,50707000.0,137181371.0,172205932.0,25000541.0,300200000.0,841100000.0,592200000.0,569600000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17100000.0,-100000.0,348430000.0,-2100000.0,-349000.0,20000.0,-100000.0,-100000.0,-100000.0,-2850000.0,-2482243.0,-2700000.0,-750000.0,0.0,0.0,-100000.0,0.0
,netCashUsedForInvestingActivites,19300000.0,-286400000.0,-11600000.0,-146300000.0,-91400000.0,40900000.0,-17667000.0,-75590000.0,-38888000.0,-54390000.0,-76668000.0,-206342000.0,-31305000.0,-46741000.0,-72829000.0,19517000.0,1927000.0,-11963000.0,38089488.0,-85083233.0,-4335576.0,4500000.0,-2700000.0,4700000.0,-59000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-8600000.0,-115000000.0,-143000000.0,-305000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
