date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1291658000.0,1365597000.0,909267000.0,478781000.0
,depreciationAndAmortization,376335000.0,128348000.0,95363000.0,51571000.0
,deferredIncomeTax,-84294000.0,0.0,0.0,0.0
,stockBasedCompensation,122870000.0,93369000.0,264179000.0,0.0
,changeInWorkingCapital,-570496000.0,-2192501000.0,-3626687000.0,-366560000.0
,accountsReceivables,-5586919000.0,-3125537000.0,0.0,0.0
,inventory,31602000.0,14216000.0,-47012000.0,-40586000.0
,accountsPayables,72328000.0,89962000.0,72579000.0,29531000.0
,otherWorkingCapital,225357000.0,-174858000.0,110998000.0,-63914000.0
,otherNonCashItems,306812000.0,95267000.0,71495000.0,48514000.0
,netCashProvidedByOperatingActivites,2152662000.0,479607000.0,-1763200000.0,453615000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1522769000.0,-328326000.0,-61560000.0,-7873000.0
,acquisitionsNet,0.0,-4000000.0,0.0,-7000000.0
,purchasesOfInvestments,0.0,-1109619000.0,0.0,-209569000.0
,salesMaturitiesOfInvestments,530667000.0,0.0,211116000.0,132107000.0
,otherInvestingActivites,1000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-1861489000.0,-1820752000.0,-44305000.0,-207233000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,-199480000.0
,commonStockIssued,0.0,0.0,4717875000.0,0.0
,commonStockRepurchased,-44774000.0,-1735000.0,-39532000.0,0.0
,dividendsPaid,0.0,0.0,0.0,-54273000.0
,otherFinancingActivites,-10289000.0,-16215000.0,-174555000.0,-5831000.0
,netCashUsedProvidedByFinancingActivities,-55063000.0,-17950000.0,4503788000.0,-259584000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,236110000.0,-1359095000.0,2696283000.0,-13202000.0
,cashAtEndOfPeriod,1640065000.0,1403955000.0,2763050000.0,66767000.0
,cashAtBeginningOfPeriod,1403955000.0,2763050000.0,66767000.0,79969000.0
,operatingCashFlow,2152662000.0,479607000.0,-1763200000.0,453615000.0
,capitalExpenditure,-2046554000.0,-693394000.0,-253608000.0,-107546000.0
,freeCashFlow,106108000.0,-213787000.0,-2016808000.0,346069000.0
