Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,183404599.8553,24934048.5187,156513021.5983,87945851.1786
Short-term investments,153459104.631,165689987.9081,39379725.414,64878255.5847
Cash and short-term investments,336863704.4863,190624036.4268,195892747.0123,152824106.7633
Receivables,9420084.5152,9028353.3857,26762679.0497,14879350.7934
Inventories,368701.7366,355978.5369,265537.077,292348.6366
Total current assets,354633308.6831,224520181.6808,230579786.897,174313312.1245
Property Plant & Equipment Net,32183729.8119,14611434.5526,15901555.2196,21783116.469
Goodwill and Intangible Assets,4775753.835,1010665.9613,1135556.8035,1377331.536
Long-term investments,21935213.1693,18517054.4135,5111168.3225,12503211.3696
Tax assets,9827781.3314,10513806.0762,8305163.1389,7882950.855
Total non-current assets,81602582.7786,40894408.555,39506790.4968,42471469.1111
Total assets,436235891.4616,265414590.2358,270086577.3938,216784781.2356
Payables,1370135.4559,1173875.3023,1135236.7171,6138370.0508
Short-term debt,8683068.0174,0.0,0.0,0.0
Total current liabilities,97751682.3444,100216774.3349,70772741.2527,56356174.7034
Long-term debt,0.0,0.0,0.0,0.0
Total debt,8683068.0174,0.0,0.0,0.0
Deferred revenue,43261334.877,38295128.4764,28993003.3117,23278456.9404
Tax Liabilities,46041486.3965,37888969.468,15625289.5608,16675434.6018
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,68856360.9262,54465445.7376,51448823.7581,40693129.8721
Total liabilities,166608043.2706,154682220.0726,122221565.0108,97049304.5756
Other comprehensive income,9025715.1954,-617616.2334,-777994.0965,-1121271.2987
Retained earnings (deficit),66049032.1274,33726555.1693,80125055.2916,47519787.3979
Total shareholders equity,268415250.9407,110677938.4825,147762972.0662,119599640.8874
Investments,175394317.8003,184207042.3216,44490893.7365,77381466.9542
Net Debt,-274391784.3896,,,
Other Assets,9579509.2619,,,
Other Liabilities,87698478.8711,99042899.0326,69637504.5356,50217804.6526
