date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockRepurchased,-200000000.0,-592000000.0,-641000000.0,-175000000.0,0.0,-212000000.0,-289000000.0,0.0,0.0,0.0,-9000000.0,-6000000.0,-217000000.0,-502000000.0,-575000000.0,-544000000.0,-388000000.0,-527000000.0,0.0,-35000000.0,0.0,0.0,0.0
,dividendsPaid,-1360000000.0,-1318000000.0,-1227000000.0,-1155000000.0,-1074000000.0,-921000000.0,-886000000.0,-799000000.0,-699000000.0,-679000000.0,-634000000.0,-942000000.0,-879000000.0,-821000000.0,-690000000.0,-465000000.0,-515000000.0,-413000000.0,-294000000.0,-204000000.0,-51000000.0,0.0,0.0
,otherFinancingActivites,-5000000.0,0.0,0.0,0.0,-46000000.0,0.0,0.0,0.0,0.0,-355000000.0,0.0,0.0,0.0,193000000.0,1010000000.0,496000000.0,-267000000.0,-189000000.0,200000000.0,921000000.0,-658000000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-2312000000.0,-2436000000.0,-2566000000.0,-2019000000.0,-1543000000.0,-1106000000.0,-1940000000.0,-1046000000.0,-1060000000.0,-1450000000.0,-591000000.0,1052000000.0,-499000000.0,-92000000.0,356000000.0,290000000.0,-1102000000.0,-1204000000.0,329000000.0,908000000.0,-159000000.0,432000000.0,-184000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-92000000.0,-190000000.0,250000000.0,-179000000.0,-235000000.0,516000000.0,189000000.0,151000000.0,-31000000.0,10000000.0,-85000000.0,-802000000.0,642000000.0,41000000.0,18000000.0,-101000000.0,-90000000.0,-455000000.0,44000000.0,168000000.0,36000000.0,-132000000.0,155000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,3963000000.0,-509000000.0,1238000000.0,-553000000.0,-3000000.0,3148000000.0,40000000.0,-507000000.0,-519000000.0,952000000.0,-2256000000.0,347000000.0,3660000000.0,-1333000000.0,2196000000.0,1343000000.0,2788000000.0,816000000.0,4569000000.0,2306000000.0,1964000000.0,1978000000.0,-209000000.0
,cashAtEndOfPeriod,10648000000.0,6685000000.0,7194000000.0,5956000000.0,6509000000.0,6512000000.0,3364000000.0,3324000000.0,3834000000.0,4353000000.0,3609000000.0,5865000000.0,7263000000.0,3603000000.0,4936000000.0,5091000000.0,5966000000.0,4972000000.0,7152000000.0,4809000000.0,3962000000.0,3443000000.0,2602000000.0
,cashAtBeginningOfPeriod,6685000000.0,7194000000.0,5956000000.0,6509000000.0,6512000000.0,3364000000.0,3324000000.0,3831000000.0,4353000000.0,3401000000.0,5865000000.0,5518000000.0,3603000000.0,4936000000.0,2740000000.0,3748000000.0,3178000000.0,4156000000.0,2583000000.0,2503000000.0,1998000000.0,1465000000.0,2811000000.0
,operatingCashFlow,7253000000.0,2547000000.0,3834000000.0,1984000000.0,3668000000.0,4461000000.0,1804000000.0,627000000.0,748000000.0,2714000000.0,2864000000.0,3548000000.0,1737000000.0,1042000000.0,4469000000.0,2481000000.0,3230000000.0,2972000000.0,4313000000.0,2068000000.0,2658000000.0,1664000000.0,380000000.0
,capitalExpenditure,-158000000.0,-114000000.0,-85000000.0,-182000000.0,-131000000.0,-106000000.0,0.0,-67000000.0,-181000000.0,-120000000.0,0.0,-164000000.0,0.0,-404649500.0,0.0,-51398600.0,-273178200.0,0.0,-227491200.0,0.0,0.0,0.0,0.0
,freeCashFlow,7095000000.0,2433000000.0,3749000000.0,1802000000.0,3537000000.0,4355000000.0,1804000000.0,560000000.0,567000000.0,2594000000.0,2864000000.0,3384000000.0,1737000000.0,637350500.0,4469000000.0,2429601400.0,2956821800.0,2972000000.0,4085508800.0,2068000000.0,2658000000.0,1664000000.0,380000000.0
