date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2781000000.0,2943000000.0,2914000000.0,2487000000.0,2826000000.0,2300000000.0,1882000000.0,1055000000.0,1681000000.0,-193000000.0,1685000000.0,613000000.0,855000000.0,2290000000.0,2144000000.0,1876000000.0,1694000000.0,1145000000.0,377000000.0,796000000.0,802000000.0,164000000.0,54000000.0
,depreciationAndAmortization,0.0,378000000.0,226000000.0,209000000.0,203000000.0,166000000.0,150000000.0,123000000.0,116000000.0,46000000.0,93000000.0,0.0,63000000.0,-32000000.0,-621000000.0,-472000000.0,-297000000.0,-98000000.0,193000000.0,-316000000.0,-260000000.0,-368000000.0,-355000000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277000000.0,-737000000.0,-489000000.0,453000000.0,-335000000.0,77000000.0,262000000.0,91000000.0,-87000000.0,42000000.0,82000000.0,79000000.0,75000000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126000000.0,96000000.0,31000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,15322000000.0,11668000000.0,474000000.0,6403000000.0,5974000000.0,879000000.0,9438000000.0,-2384000000.0,2822000000.0,6976000000.0,3456000000.0,-190000000.0,-5376000000.0,-4626821600.0,0.0,0.0,0.0,0.0,0.0,1393569900.0,0.0,0.0,0.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2313410800.0,0.0,0.0,0.0,0.0,0.0,1393569900.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457000000.0,-7983000000.0,-560000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-79853000000.0,-63782000000.0,-65730000000.0,-60194000000.0,-49928000000.0,-48488000000.0,-68620000000.0,-4335000000.0,-2716000000.0,988000000.0,-2900000000.0,3222000000.0,7415000000.0,2957821600.0,3281000000.0,1000000000.0,1571000000.0,1671000000.0,3174000000.0,67430100.0,2034000000.0,1619000000.0,606000000.0
,netCashProvidedByOperatingActivites,7253000000.0,2547000000.0,3834000000.0,1984000000.0,3668000000.0,4461000000.0,1804000000.0,627000000.0,748000000.0,2714000000.0,2864000000.0,3548000000.0,1737000000.0,1042000000.0,4469000000.0,2481000000.0,3230000000.0,2972000000.0,4313000000.0,2068000000.0,2658000000.0,1664000000.0,380000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120000000.0,0.0,-164000000.0,0.0,-404649500.0,0.0,-51398600.0,-273178200.0,0.0,-227491200.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,-126000000.0,0.0,-47000000.0,-994000000.0,-453000000.0,-74000000.0,-131000000.0,48000000.0,0.0,-254000000.0,-341000000.0,0.0,-555000000.0,0.0,-278000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87000000.0,-36072000000.0,-22634000000.0,-23367000000.0,-32727000000.0,-39053000000.0,-35554000000.0,-41095000000.0,-47454000000.0,-44605000000.0,-19230000000.0,-17582000000.0,-17056000000.0,-488000000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26320000000.0,17583000000.0,25520000000.0,30958000000.0,34010000000.0,35477000000.0,41062000000.0,48797000000.0,44454000000.0,18568000000.0,17536000000.0,16981000000.0,0.0
,otherInvestingActivites,-287000000.0,-213000000.0,-165000000.0,-11000000.0,-100000000.0,-68000000.0,-66000000.0,-37000000.0,-43000000.0,-115000000.0,0.0,307000000.0,-211000000.0,574649500.0,2396000000.0,-3212601400.0,-1153821800.0,-3641000000.0,-88508800.0,-583000000.0,-2007000000.0,-1360000000.0,98000000.0
,netCashUsedForInvestingActivites,-886000000.0,-430000000.0,-280000000.0,-339000000.0,-1893000000.0,-723000000.0,-85000000.0,-404000000.0,-176000000.0,-322000000.0,-4444000000.0,-3451000000.0,1780000000.0,-2324000000.0,-2647000000.0,-3678000000.0,-1460000000.0,-2564000000.0,-3216000000.0,-3070000000.0,-2053000000.0,-1478000000.0,-560000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2575000000.0,-1043000000.0,-440000000.0,-845000000.0,-1560000000.0,-806000000.0,-760000000.0,-350000000.0,-802000000.0,-1250000000.0,-319000000.0,-5000000.0,-275000000.0,-28000000.0,-1026383400.0,-518658600.0,-267000000.0,-189000000.0,-403000000.0,0.0,-294393960.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000000.0,15000000.0,6000000.0,8000000.0,55000000.0,61000000.0,78000000.0,58000000.0,21000000.0,27000000.0,330000000.0,844000000.0,0.0,0.0
