Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,18122938.1443,125448202.9598,40924447.1744,68642603.8501
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,18122938.1443,125448202.9598,40924447.1744,68642603.8501
Receivables,42220103.0928,34183026.276,65728194.1032,72488348.5309
Inventories,69225257.732,137913621.2625,108111486.4865,74660840.9321
Total current assets,106253092.7835,115846270.0091,88762592.1376,44379432.6241
Property Plant & Equipment Net,19713659.7938,22059498.6409,22789312.0393,17143363.7285
Goodwill and Intangible Assets,36937371.134,34986106.9163,26902027.027,13338145.8967
Long-term investments,4776546.3918,4544850.4983,6527641.2776,5816869.3009
Tax assets,25579123.7113,45548776.8046,30561117.9361,13099037.4873
Total non-current assets,59801804.1237,65673814.5575,114558353.8084,76315856.1297
Total assets,256271134.0206,452167019.0275,342052211.3022,282058763.9311
Payables,86886597.9381,110490788.2815,103019041.769,65184397.1631
Short-term debt,9915721.6495,32188764.7236,23328009.828,25976950.3546
Total current liabilities,156121391.7526,240510419.8127,189402641.2776,132540780.1418
Long-term debt,49073711.3402,54181214.1347,95646805.8968,58621073.9615
Total debt,58989432.9897,86369978.8584,118974815.7248,84598024.3161
Deferred revenue,6616752.5773,8829356.6898,10096744.4717,8801925.0253
Tax Liabilities,4759536.0825,6002718.212,4683353.8084,1901215.8055
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,59801804.1237,65673814.5575,114558353.8084,76315856.1297
Total liabilities,215923195.8763,306184234.3703,303960995.086,208856636.2715
Other comprehensive income,-2840721.6495,-4126849.8943,-6012592.1376,-1727963.5258
Retained earnings (deficit),-303727835.0515,-255851706.4331,-208040233.4152,-133309270.5167
Total shareholders equity,40413917.5258,146006946.5418,37972972.973,72967831.8136
Investments,4776546.3918,4544850.4983,6527641.2776,5816869.3009
Net Debt,40866494.8454,,,
Other Assets,20403359.2809,,,
Other Liabilities,59319072.165,97830866.8076,63055589.6806,41379432.6241
