Date,2018-09,2017-09,2016-09,2015-09,2014-09
Depreciation & Amortization,2554000000.0,1763000000.0,1882000000.0,2077000000.0,1888000000.0
Stock-based compensation,,,,,
Operating Cash Flow,3955000000.0,2736000000.0,3042000000.0,3315000000.0,2980000000.0
Capital Expenditure,-2216000000.0,-2458000000.0,-3010000000.0,-3542000000.0,-2710000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,-57000000,-52000000,0,-52000000,0
Investing Cash flow,-2269000000.0,-2536000000.0,-3113000000.0,-3585000000.0,-2756000000.0
Issuance (repayment) of debt,-2673000000.0,-1756000000.0,-268000000.0,-1292000000.0,-2305000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-1687000000.0,-200000000.0,71000000.0,70000000.0,-1326000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,-1000000.0,000000.0,000000.0,-200000000.0,-1102000000.0
Free Cash Flow,1739000000.0,278000000.0,32000000.0,-227000000.0,270000000.0
Net Cash/Marketcap,,,,,
