date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,212617000.0,156536000.0,158309000.0,49599000.0,73030000.0,81801000.0,69629000.0,24807000.0,33760000.0,129972000.0,42526865.0,48228154.0
,depreciationAndAmortization,6625000.0,6233000.0,5668000.0,5297000.0,5272000.0,4519000.0,3250000.0,3225000.0,2401000.0,2360000.0,2287131.0,2388362.0
,deferredIncomeTax,32664000.0,26913000.0,24612000.0,104497000.0,33310000.0,28768000.0,21756000.0,9384000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,37027000.0,43095000.0,53554000.0,62892000.0,71996000.0,79520000.0,88256000.0,655417000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-40765000.0,-59881000.0,15857000.0,228033000.0,-3517000.0,-119913000.0,-374153000.0,-74131000.0,29060000.0,369852651.0,95811287.0,-5475384.0
,accountsReceivables,-18020000.0,-14178000.0,9002000.0,-16955000.0,318000.0,9303000.0,-5599000.0,-17739000.0,-6605000.0,-2685000.0,-5081016.0,-9502884.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,1622000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-232812000.0,-192047000.0,-132166000.0,-148023000.0,-376056000.0,-372539000.0,-252626000.0,121527000.0,195658000.0,166598000.0,-203254651.0,-299065938.0
,otherNonCashItems,-54790000.0,-45902000.0,-31974000.0,-61242000.0,448000.0,448000.0,448000.0,448000.0,893000.0,726000.0,0.0,0.0
,netCashProvidedByOperatingActivites,318677000.0,292793000.0,333322000.0,204073000.0,270360000.0,321239000.0,398076000.0,112166000.0,130056000.0,103237000.0,134410024.0,89953510.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3099000.0,-17784000.0,-13841000.0,-5835000.0,-7276000.0,-7335000.0,-9619000.0,-3191000.0,-5465000.0,-2736000.0,-1460551.0,-1184154.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2150000.0,-10000.0,-500000.0,-5250000.0,-4014000.0,-6750000.0,-10031000.0,-5000000.0,0.0,-20000000.0,-1024791.0,-13961.0
,salesMaturitiesOfInvestments,24001000.0,288000.0,0.0,6382000.0,8961000.0,2724000.0,11610000.0,16932000.0,4598000.0,4101000.0,2204195.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,260000.0,36000.0,260000.0,0.0,-145000.0,-1040000.0,0.0,0.0
,netCashUsedForInvestingActivites,18752000.0,-17506000.0,-14341000.0,-4703000.0,-2069000.0,-11325000.0,-7776000.0,8741000.0,-1012000.0,-19648000.0,-281147.0,-1196010.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-50000000.0,0.0,-60000000.0,0.0,0.0,0.0,-90000000.0,-324789000.0,-55211000.0,-20218365.0,-288489.0
,commonStockIssued,63027000.0,0.0,21478000.0,162494000.0,0.0,176558000.0,554129000.0,653335000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-63027000.0,0.0,-21478000.0,-162494000.0,0.0,-176558000.0,-554129000.0,-373074000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-288811000.0,-283020000.0,-271214000.0,-246825000.0,-249260000.0,-306123000.0,-366642000.0,-239407000.0,-80886000.0,-67108000.0,0.0,0.0
,otherFinancingActivites,6577000.0,-23547000.0,7731000.0,27964000.0,-28447000.0,-19882000.0,-53213000.0,-1081000.0,834000.0,6699000.0,-56766878.0,-22551657.0
,netCashUsedProvidedByFinancingActivities,-282234000.0,-306567000.0,-263483000.0,-218861000.0,-277707000.0,-326005000.0,-419855000.0,-50227000.0,-114841000.0,-115620000.0,-76985243.0,-22840146.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,55195000.0,-31280000.0,15739000.0,-19491000.0,-9416000.0,-16091000.0,-29555000.0,70680000.0,14203000.0,-32031000.0,57143634.0,65917354.0
,cashAtEndOfPeriod,199450000.0,144255000.0,175535000.0,137286000.0,156777000.0,166193000.0,182284000.0,211839000.0,141159000.0,126956000.0,158987456.0,101843822.0
,cashAtBeginningOfPeriod,144255000.0,175535000.0,159796000.0,156777000.0,166193000.0,182284000.0,211839000.0,141159000.0,126956000.0,158987000.0,101843822.0,35926468.0
,operatingCashFlow,318677000.0,292793000.0,333322000.0,204073000.0,270360000.0,321239000.0,398076000.0,112166000.0,130056000.0,103237000.0,134410024.0,89953510.0
,capitalExpenditure,-3099000.0,-17784000.0,-13841000.0,-5835000.0,-7276000.0,-7335000.0,-9619000.0,-3191000.0,-5465000.0,-2736000.0,-1460551.0,-1184154.0
,freeCashFlow,315578000.0,275009000.0,319481000.0,198238000.0,263084000.0,313904000.0,388457000.0,108975000.0,124591000.0,100501000.0,132949473.0,88769356.0
