date,,2021-01-02_FY,2020-01-04_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2005-01-01_FY,2004-01-03_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,2000-01-01_FY,1999-01-02_FY,1998-01-03_FY,1996-12-28_FY,1995-12-30_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,309000000.0,815000000.0,1222000000.0,307000000.0,962000000.0,697000000.0,600000000.0,498000000.0,589000000.0,242000000.0,86000000.0,-31000000.0,486000000.0,917000000.0,601000000.0,203000000.0,365000000.0,272000000.0,-98000000.0,192000000.0,244000000.0,2252000000.0,634000000.0,584000000.0,276000000.0,479000000.0,433000000.0
,depreciationAndAmortization,391000000.0,416000000.0,437000000.0,447000000.0,449000000.0,461000000.0,459000000.0,389000000.0,383000000.0,403000000.0,393000000.0,409000000.0,403000000.0,336000000.0,290000000.0,303000000.0,353000000.0,356000000.0,368000000.0,514000000.0,494000000.0,440000000.0,361000000.0,435000000.0,387000000.0,415000000.0,398000000.0
,deferredIncomeTax,-7000000.0,89000000.0,49000000.0,346000000.0,48000000.0,4000000.0,-19000000.0,86000000.0,171000000.0,81000000.0,69000000.0,-265000000.0,-43000000.0,-13000000.0,37000000.0,17000000.0,29000000.0,-41000000.0,330000000.0,96000000.0,9000000.0,63000000.0,-16000000.0,76000000.0,11000000.0,92000000.0,92000000.0
,stockBasedCompensation,0.0,52000000.0,35000000.0,77000000.0,0.0,63000000.0,85000000.0,86000000.0,71000000.0,0.0,0.0,0.0,49000000.0,41000000.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,731000000.0,167000000.0,-322000000.0,-706000000.0,1511000000.0,19000000.0,109000000.0,-1285000000.0,-1643000000.0,-1162000000.0,-3186000000.0,1019000000.0,-424000000.0,-259000000.0,1052000000.0,1447000000.0,349000000.0,-549000000.0,805000000.0,322000000.0,148000000.0,3173000000.0,2712000000.0,350000000.0,-9127000000.0,-3921000000.0,-31000000.0
,accountsReceivables,149000000.0,-184000000.0,50000000.0,-236000000.0,-33000000.0,-14000000.0,56000000.0,29000000.0,-3000000.0,36000000.0,143000000.0,267000000.0,234000000.0,33000000.0,26000000.0,-87000000.0,58000000.0,81000000.0,-128000000.0,150000000.0,59000000.0,-2162000000.0,6458000000.0,-408000000.0,-599000000.0,-854000000.0,0.0
,inventory,116000000.0,-292000000.0,41000000.0,412000000.0,-352000000.0,-239000000.0,-209000000.0,-118000000.0,-316000000.0,-127000000.0,-10000000.0,803000000.0,-671000000.0,-490000000.0,-427000000.0,-188000000.0,-222000000.0,172000000.0,116000000.0,144000000.0,-12000000.0,-219000000.0,-291000000.0,-157000000.0,92000000.0,-73000000.0,64000000.0
,accountsPayables,-613000000.0,280000000.0,-63000000.0,-156000000.0,215000000.0,43000000.0,-228000000.0,65000000.0,179000000.0,211000000.0,54000000.0,-535000000.0,274000000.0,52000000.0,115000000.0,173000000.0,5000000.0,-199000000.0,117000000.0,206000000.0,62000000.0,-252000000.0,-47000000.0,-113000000.0,-166000000.0,-65000000.0,0.0
,otherWorkingCapital,4126000000.0,3395000000.0,3228000000.0,3550000000.0,4256000000.0,2745000000.0,2726000000.0,2617000000.0,3902000000.0,5545000000.0,6707000000.0,9893000000.0,8874000000.0,9298000000.0,9557000000.0,8505000000.0,7058000000.0,6709000000.0,7258000000.0,6453000000.0,6131000000.0,5983000000.0,2810000000.0,98000000.0,-252000000.0,8875000000.0,12796000000.0
,otherNonCashItems,0.0,92000000.0,-296000000.0,109000000.0,202000000.0,103000000.0,102000000.0,58000000.0,78000000.0,418000000.0,388000000.0,499000000.0,644000000.0,94000000.0,113000000.0,186000000.0,223000000.0,556000000.0,234000000.0,134000000.0,498000000.0,33000000.0,241000000.0,258000000.0,749000000.0,453000000.0,171000000.0
,netCashProvidedByOperatingActivites,769000000.0,1014000000.0,1107000000.0,936000000.0,1012000000.0,1090000000.0,1208000000.0,810000000.0,927000000.0,1063000000.0,984000000.0,1015000000.0,750000000.0,1049000000.0,969000000.0,1036000000.0,981000000.0,1194000000.0,694000000.0,983000000.0,1023000000.0,1116000000.0,961000000.0,1063000000.0,1492000000.0,1284000000.0,1263000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,33000000.0,-339000000.0,-369000000.0,-423000000.0,0.0,-420000000.0,-429000000.0,-444000000.0,-480000000.0,0.0,-270000000.0,-238000000.0,9000000.0,23000000.0,7000000.0,0.0,24000000.0,55000000.0,-296000000.0,-532000000.0,-527000000.0,-532000000.0,-475000000.0,-412000000.0,-343000000.0,-283000000.0,-302000000.0
,acquisitionsNet,-15000000.0,-15000000.0,-23000000.0,-331000000.0,-186000000.0,-186000000.0,-1628000000.0,-196000000.0,-11000000.0,0.0,-57000000.0,-57000000.0,-109000000.0,-1092000000.0,-502000000.0,-29000000.0,-29000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-503000000.0,-1783000000.0,-582000000.0,0.0,-219000000.0,-340000000.0,0.0,-272000000.0,-187000000.0,0.0,0.0,-100000000.0,0.0,0.0,-10116000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1954000000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245000000.0,0.0,0.0,0.0,0.0,0.0,9219000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374000000.0
,otherInvestingActivites,0.0,576000000.0,2754000000.0,343000000.0,109000000.0,251000000.0,-1150000000.0,174000000.0,1134000000.0,113000000.0,0.0,0.0,0.0,0.0,0.0,62000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1224000000.0
