date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2018-09-28_FY,2017-09-30_FY,2017-09-29_FY,2016-09-30_FY,2015-10-02_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2002-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-186370000.0,-261050000.0,136468000.0,136468000.0,339390000.0,339390000.0,96109000.0,-154845000.0,-154845000.0,229854000.0,239243000.0,-58567000.0,275800000.0,236887000.0,189696000.0,147226000.0,100297000.0,53686000.0,53814000.0,23000000.0
,depreciationAndAmortization,237376000.0,261185000.0,267570000.0,267570000.0,278631000.0,278631000.0,398730000.0,599265000.0,599265000.0,95394000.0,94406000.0,0.0,110306000.0,78899000.0,84117000.0,62752000.0,45126000.0,39830000.0,19928000.0,0.0
,deferredIncomeTax,11130000.0,-98015000.0,36746000.0,-36746000.0,-49856000.0,49856000.0,-110122000.0,53034000.0,-53034000.0,27155000.0,-7210000.0,-20303000.0,29200000.0,21840000.0,-3210000.0,-34470000.0,15667000.0,-12136000.0,13093000.0,0.0
,stockBasedCompensation,54229000.0,63812000.0,73095000.0,73095000.0,83774000.0,83774000.0,73406000.0,85852000.0,85852000.0,34438000.0,32611000.0,26551000.0,24937000.0,34606000.0,25971000.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,367021000.0,75246000.0,-996647355000.0,996541157000.0,-1102739157000.0,1103146985000.0,-1409336985000.0,1408622967000.0,431689000.0,-99709000.0,9162000.0,-106729000.0,81381000.0,436443000.0,26625000.0,33516000.0,396332000.0,30680000.0,170643000.0,0.0
,accountsReceivables,-136955000.0,-316487000.0,-381787000.0,-381787000000.0,-432769000.0,-432769000000.0,337291000.0,369600000000.0,369600000.0,-14405000.0,92152000.0,-21544000.0,0.0,-234247000.0,-67853000.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-192980000.0,251410000.0,474950000.0,474950000.0,292496000.0,292496000.0,16616000.0,142126000.0,142126000.0,91955000.0,-47019000.0,80999000.0,76144000.0,57037000.0,-8064000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1439912000.0,1072891000.0,997645000.0,997645000000.0,1103843000.0,1103843000000.0,696015000.0,1410033000000.0,1410033000.0,978344000.0,1078053000.0,1068891000.0,1175620000.0,1094239000.0,657796000.0,631171000.0,597655000.0,201323000.0,170643000.0,0.0
,otherNonCashItems,49014000.0,5899000.0,6576000.0,0.0,-15062000.0,0.0,10179000.0,0.0,-9251000.0,1460000.0,1821000.0,-5286000.0,3052000.0,-2335000.0,1300000.0,-13428000.0,16345000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,329622000.0,777616000.0,774553000.0,774553000.0,696654000.0,696654000.0,814155000.0,764433000.0,764433000.0,360625000.0,408598000.0,433352000.0,132012000.0,158635000.0,218331000.0,155227000.0,137463000.0,121266000.0,46587000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,-113279000.0,0.0,-86354000.0,0.0,-69426000.0,0.0,0.0,0.0,-62874000.0,-77991000.0,0.0,0.0,-69387000.0,-43203000.0,-32300000.0,-31175000.0,0.0
,acquisitionsNet,2219000000.0,46000000.0,29000000.0,29000000.0,-101000000.0,-101000000.0,34000000.0,-3278000000.0,-3278000000.0,-30000000.0,-39000000.0,-10000000.0,-363000000.0,-530000000.0,-36000000.0,-567000000.0,-159000000.0,-53000000.0,-159000000.0,0.0
,purchasesOfInvestments,0.0,-3223000.0,-23492000.0,-52958000.0,0.0,-25078000.0,-214000.0,-23113000.0,0.0,0.0,-50873000.0,-2933000.0,-22683000.0,-24825000.0,0.0,-9900000.0,-4883000.0,-1026000.0,-8249000.0,0.0
,salesMaturitiesOfInvestments,12392000.0,12365000.0,7174000.0,0.0,900000.0,0.0,11745000.0,0.0,34560000.0,2727000.0,0.0,1958000.0,65261000.0,0.0,84353000.0,129234000.0,14683000.0,0.0,60538000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,107150000.0,0.0,11796000.0,0.0,40095000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4653000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-181429000.0,-146760000.0,-59087000.0,-59087000.0,-202711000.0,-202711000.0,-162615000.0,-3345728000.0,-3345728000.0,-142796000.0,-139490000.0,-73773000.0,-421917000.0,-614527000.0,-14290000.0,-521305000.0,-191920000.0,-65321000.0,-136995000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-5833828000.0,-7984624000.0,-8874766000.0,-8040262000.0,-7250810000.0,-7071602000.0,-5199961000.0,-5158254000.0,-5213893000.0,-1998882000.0,-2156399000.0,-1550996000.0,-2640649000.0,-1234880000.0,-239368000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,26388000.0,30448000.0,35233000.0,35233000.0,30093000.0,30093000.0,28192000.0,25561000.0,25561000.0,13886000.0,14029000.0,13760000.0,15020000.0,3502000.0,101019000.0,28387000.0,526684000.0,302932000.0,41971000.0,0.0
,commonStockRepurchased,-186953000.0,-98208000.0,-179466000.0,-29466000.0,-25078000.0,-25078000.0,-25892000.0,-23113000.0,-23113000.0,-34924000.0,-388101000.0,-159751000.0,-167044000.0,-17171000.0,-13493000.0,-13937000.0,-50076000.0,-175046000.0,-70913000.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-168000.0,-249000.0,-1900000.0,-5250000.0,0.0
