date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2018-09-28_FY,2017-09-30_FY,2017-09-29_FY,2016-09-30_FY,2015-10-02_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2002-09-30_FY
,otherFinancingActivites,-85655000.0,-81669000.0,-137633000.0,7409627000.0,-98822000.0,6680097000.0,-156489000.0,7875570000.0,-261567000.0,-37572000.0,-16732000.0,-29000.0,119271000.0,23818000.0,14969000.0,20342000.0,-71354000.0,-2336000.0,-2625000.0,0.0
,netCashUsedProvidedByFinancingActivities,-1627970000.0,-433279000.0,-624868000.0,-624868000.0,-386490000.0,-386490000.0,-637979000.0,2719764000.0,2719764000.0,-233757000.0,-254373000.0,-237614000.0,137460000.0,770579000.0,-110727000.0,346709000.0,338163000.0,23798000.0,84077000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-1194000.0,-3956000.0,-6227000.0,-6227000.0,2764000.0,2764000.0,-5309000.0,-28764000.0,-28764000.0,-10561000.0,-7834000.0,14871000.0,-3472000.0,7393000.0,341000.0,-3020000.0,2939000.0,269000.0,196000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,737895000.0,193621000.0,84371000.0,84371000.0,110217000.0,110217000.0,8252000.0,109705000.0,109705000.0,-26489000.0,6901000.0,136836000.0,-155917000.0,322080000.0,93655000.0,-22389000.0,286645000.0,73518000.0,-6135000.0,0.0
,cashAtEndOfPeriod,1818249000.0,1080354000.0,886733000.0,886733000000.0,802362000.0,802362000000.0,692145000.0,683893000000.0,683893000.0,574188000.0,600677000.0,593776000.0,456940000.0,612857000.0,290777000.0,194522000.0,414515000.0,127870000.0,54352000.0,0.0
,cashAtBeginningOfPeriod,1080354000.0,886733000.0,802362000.0,-84371000.0,692145000.0,-110217000.0,683893000.0,-109705000.0,574188000.0,600677000.0,593776000.0,456940000.0,612857000.0,290777000.0,197122000.0,216911000.0,127870000.0,54352000.0,60487000.0,0.0
,operatingCashFlow,329622000.0,777616000.0,774553000.0,774553000.0,696654000.0,696654000.0,814155000.0,764433000.0,764433000.0,360625000.0,408598000.0,433352000.0,132012000.0,158635000.0,218331000.0,155227000.0,137463000.0,121266000.0,46587000.0,0.0
,capitalExpenditure,3800000.0,-100664000.0,-113279000.0,-113279000.0,-86354000.0,-86354000.0,-191386000.0,-69426000.0,-69426000.0,-62852000.0,-52117000.0,-62874000.0,-77991000.0,-68490000.0,-62924000.0,-69387000.0,-43203000.0,-32300000.0,-31175000.0,-20000000.0
,freeCashFlow,215031000.0,676952000.0,661274000.0,661274000.0,610300000.0,610300000.0,622769000.0,695007000.0,695007000.0,297773000.0,356481000.0,370478000.0,54021000.0,90145000.0,155407000.0,85840000.0,94260000.0,88966000.0,15412000.0,0.0
