Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,16128778.7183,19427501.7999,93482668.31,71693574.4269,65626772.1728,50855837.075,62267607.868,89803939.3939,9477369.2691
Short-term investments,0.0,0.0,4031582.1907,4071520.8266,4061325.4204,0.0,0.0,0.0,0.0
Cash and short-term investments,16128778.7183,19427501.7999,97514250.5007,75765095.2535,69688097.5932,50855837.075,62267607.868,89803939.3939,9477369.2691
Receivables,24341444.9819,27442332.6134,37502850.1001,51581207.6203,50507418.3976,38300032.0718,24780298.2234,25256363.6364,22711293.3939
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,81853688.029,10177681.7855,97328454.7835,139876170.4876,62712990.4385,48115458.6273,42671478.4264,29278030.303,25268346.2722
Property, Plant & Equipment Net,70991233.3736,0.0,77021414.2659,113393768.1627,41689086.7128,28742623.4766,24572176.3959,25825909.0909,22119378.9366
Goodwill and Intangible Assets,4998035.0665,0.0,1678940.0709,9689699.7094,9280085.7237,540089.8012,0.0,2658181.8182,2976270.6899
Long-term investments,4556831.9226,4918502.5198,7727160.684,7579916.0478,5553907.0227,15623476.5876,17197969.5431,0.0,0.0
Tax assets,0.0,0.0,4512555.8466,3493380.691,1453181.6683,3173829.3778,1363420.0508,1013181.8182,0.0
Total non-current assets,33189087.0617,7942260.6192,18060237.2516,5191475.6216,350642.9278,538806.9275,0.0,1641818.1818,2548410.7221
Total assets,242750151.1487,260018286.5371,403422585.1179,279497578.3016,192411473.7883,144466003.8486,134360406.0914,146888484.8485,58243298.6671
Payables,245211154.7763,47841756.6595,0.0,41304326.7678,33730959.4461,17232360.4875,9480647.2081,19251363.6364,14153508.1295
Short-term debt,12898579.2019,15263066.9546,0.0,13072973.8457,9891196.8348,0.0,848191.6244,1129696.9697,2633074.5569
Total current liabilities,285272521.1608,272597264.2189,274179633.3385,139506780.7556,84389713.1553,37787203.3355,28473826.1421,42392272.7273,33887944.9246
Long-term debt,32194528.416,6328437.725,16760129.41,5184371.9729,0.0,0.0,0.0,670909.0909,84370.8803
Total debt,45093107.6179,21591504.6796,16760129.41,18257345.8185,9891196.8348,0.0,848191.6244,1800606.0606,2717445.4372
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,11840538.0895,3447660.1872,0.0,5353083.6293,3967359.0504,5504008.9801,3544257.6142,8497878.7879,8224842.537
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,33189087.0617,7942260.6192,18060237.2516,5191475.6216,350642.9278,538806.9275,0.0,1641818.1818,2548410.7221
Total liabilities,318461608.2225,280539524.838,292239870.59,144698256.3771,84740356.0831,38326010.263,28473826.1421,44034090.9091,36436355.6467
Other comprehensive income,386789.601,103239.7408,601294.0995,288343.5583,190735.2456,516837.7165,289340.1015,145606.0606,71041.4531
Retained earnings (deficit),-313807587.6663,-242254715.6228,-102219380.6809,-88894091.0559,-86426145.7303,-78581141.7575,-75038229.6954,-74773333.3333,-58778965.8708
Total shareholders equity,-75360792.0193,-20475881.9294,111182714.5278,134799321.9244,107671117.7052,106139993.5856,105886579.9492,102854393.9394,-49692397.8321
Investments,4556831.9226,4918502.5198,11758742.8747,11651436.8744,9615232.4431,15623476.5876,17197969.5431,0.0,0.0
Net Debt,28964328.8996,,,,,,,,
Other Assets,123108877.3371,,,,,,,,
Other Liabilities,27162787.1826,209492440.6048,274179633.3385,85129480.1421,40767556.8744,20554842.848,18144987.3096,22011212.1212,17101362.2382
