date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,dividendsPaid,-2340000000.0,-1398000000.0,-1788000000.0,-1780000000.0,-1593000000.0,-1427000000.0,-910000000.0,-761000000.0,-733000000.0,-717000000.0,-691000000.0,-1149000000.0,-1524000000.0,-1371000000.0,-1163000000.0,-940000000.0,-704000000.0,-368000000.0,-285000000.0,-231000000.0,-193759290.0,0.0,0.0
,otherFinancingActivites,-589000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020000000.0,0.0,-686188824.0,0.0
,netCashUsedProvidedByFinancingActivities,663000000.0,-2080000000.0,-724000000.0,14000000.0,3286000000.0,-2006000000.0,21000000.0,493000000.0,706000000.0,655000000.0,2242000000.0,1183000000.0,2070000000.0,-4583000000.0,-4005000000.0,-5808000000.0,-2369000000.0,1289000000.0,-693000000.0,1860000000.0,-959784390.0,694171139.0,-28722078.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-528000000.0,-466000000.0,822000000.0,-658000000.0,-347000000.0,2102000000.0,790000000.0,479000000.0,-221000000.0,192000000.0,-339000000.0,-1934000000.0,2138000000.0,-1109000000.0,23000000.0,-208000000.0,-233000000.0,-577000000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,6035000000.0,4166000000.0,284000000.0,860000000.0,-2764000000.0,-3435000000.0,7551000000.0,133000000.0,571000000.0,958000000.0,-6991000000.0,1465000000.0,4924000000.0,1538000000.0,2069000000.0,718000000.0,2627000000.0,646000000.0,147000000.0,1281000000.0,669896460.0,1675270219.0,-398883618.0
,cashAtEndOfPeriod,25583000000.0,20381000000.0,16249000000.0,16011000000.0,15121000000.0,17644000000.0,21181000000.0,13617000000.0,13384000000.0,12749000000.0,11789000000.0,18734000000.0,17278000000.0,12283000000.0,11429000000.0,9235000000.0,8504000000.0,5789000000.0,5142000000.0,4761000000.0,3484663200.0,2818918259.0,1131066216.0
,cashAtBeginningOfPeriod,19548000000.0,16215000000.0,15965000000.0,15151000000.0,17885000000.0,21079000000.0,13630000000.0,13484000000.0,12813000000.0,11791000000.0,18780000000.0,17269000000.0,12354000000.0,10745000000.0,9360000000.0,8517000000.0,5877000000.0,5143000000.0,4995000000.0,3480000000.0,2814766740.0,1143648040.0,1529949834.0
,operatingCashFlow,20048000000.0,20542000000.0,19188000000.0,17791000000.0,17036000000.0,10334000000.0,10806000000.0,9708000000.0,11080000000.0,9333000000.0,11562000000.0,12022000000.0,7922000000.0,7471000000.0,8046000000.0,8199000000.0,5753000000.0,2655000000.0,2258000000.0,-2732000000.0,1913560740.0,2908175054.0,-10905174.0
,capitalExpenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,20048000000.0,20542000000.0,19188000000.0,17791000000.0,17036000000.0,10334000000.0,10806000000.0,9708000000.0,11080000000.0,9333000000.0,11562000000.0,12022000000.0,7922000000.0,7471000000.0,8046000000.0,8199000000.0,5753000000.0,2655000000.0,2258000000.0,-2732000000.0,1913560740.0,2908175054.0,-10905174.0
