Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,34489000.0,41154000.0,5967000.0
Short-term investments,142436000.0,0.0,0.0
Cash and short-term investments,176925000.0,41154000.0,5967000.0
Receivables,2104000.0,0.0,0.0
Inventories,0.0,0.0,0.0
Total current assets,180772000.0,42932000.0,6901000.0
Property Plant & Equipment Net,1666000.0,209000.0,296000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,3712000.0,82000.0,82000.0
Tax assets,0.0,0.0,0.0
Total non-current assets,14749000.0,571000.0,658000.0
Total assets,195521000.0,43503000.0,7559000.0
Payables,4439000.0,3405000.0,2126000.0
Short-term debt,600000.0,0.0,14454000.0
Total current liabilities,16880000.0,51231000.0,18189000.0
Long-term debt,8781000.0,0.0,0.0
Total debt,9381000.0,0.0,14454000.0
Deferred revenue,5616000.0,49753000.0,0.0
Tax Liabilities,8958000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,8922000.0,7203000.0,1094000.0
Total liabilities,25661000.0,58434000.0,19283000.0
Other comprehensive income,302393000,-90000.0,-142000.0
Retained earnings (deficit),-132407000.0,-150574000.0,-121877000.0
Total shareholders equity,169860000.0,-143462000.0,-116650000.0
Investments,146148000.0,82000.0,82000.0
Net Debt,-25108000.0,-41154000.0,8487000.0
Other Assets,0.0,1778000.0,934000.0
Other Liabilities,0.0,47826000.0,1609000.0
