date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2017-03-28_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2004-02-29_FY,2003-02-28_FY,2002-02-28_FY,2001-02-28_FY,2000-02-29_FY,1999-02-28_FY,1998-02-28_FY,1997-02-28_FY
,commonStockIssued,0.0,0.0,71500000.0,0.0,0.0,228200000.0,0.0,0.0,0.0,0.0,0.0,1353000.0,272323000.0,37911399.1,221208937.6,155098807.4,0.0,61105569.0,1402096.0,176169.0,579740.0,1172495.0,5694987.0,985915.0,26687139.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1023616.0
,dividendsPaid,-23700000.0,-19000000.0,-18900000.0,0.0,-28000000.0,-55200000.0,-142853000.0,-196199000.0,-168244000.0,-100108000.0,-48267000.0,-29366000.0,-69930000.0,-17199965.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-71900000.0,-8700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22550000.0,-247000.0,-8685000.0,-5193000.0,0.0,0.0,-4629327.3,0.0,-4756265.0,0.0,50000.0,-124283.0,0.0,-66221.0,0.0,-1.0
,netCashUsedProvidedByFinancingActivities,-892500000.0,-134300000.0,217900000.0,-308000000.0,-308200000.0,-204600000.0,540143000.0,283843000.0,146399000.0,-142678000.0,-18029000.0,-64957000.0,131579000.0,621608012.4,105794383.8,250468798.8,68900000.0,56349304.0,1402096.0,-660189.0,2635737.0,1793227.0,6953182.0,985915.0,10967317.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-1000000.0,3000000.0,100000.0,0.0,800000.0,-6100000.0,-1069000.0,-13144000.0,-7270000.0,-17089000.0,8607000.0,9152000.0,-15296000.0,0.0,0.0,0.0,2100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,60300000.0,-50400000.0,51500000.0,0.0,-22500000.0,-71700000.0,-28355000.0,-129576000.0,-200844000.0,219940000.0,160428000.0,2305000.0,-114757000.0,215213393.8,-81952068.6,64578341.7,52500000.0,33881120.0,508769.0,-1244947.0,116308.0,-1655287.0,-1258195.0,-14577465.0,11479125.0
,cashAtEndOfPeriod,158800000.0,98500000.0,148900000.0,0.0,97400000.0,119900000.0,191663000.0,220018000.0,349594000.0,550438000.0,330498000.0,170070000.0,170137000.0,270190242.9,69679480.3,157299071.1,87500000.0,34603464.0,722344.0,213576.0,949246.0,1310435.0,2979935.0,4225352.0,18790670.0
,cashAtBeginningOfPeriod,98500000.0,148900000.0,97400000.0,0.0,119900000.0,191600000.0,220018000.0,349594000.0,550438000.0,330498000.0,170070000.0,167765000.0,284894000.0,54976849.1,151631548.9,92720729.4,35000000.0,722344.0,213575.0,1458523.0,832938.0,2965722.0,4238130.0,18802817.0,7311545.0
,operatingCashFlow,521800000.0,404200000.0,484000000.0,651000000.0,664800000.0,531200000.0,529471000.0,653135000.0,1158057000.0,1225782000.0,614672000.0,551593000.0,328675000.0,283451101.4,-8719015.3,6662721.9,8500000.0,5590653.0,-802321.0,411733.0,-871850.0,-1172495.0,-2052844.0,-1971831.0,-2851503.0
,capitalExpenditure,-331700000.0,-446900000.0,-643800000.0,0.0,-495400000.0,-378800000.0,-662111000.0,-1047526000.0,-1537994000.0,-822223000.0,-481972000.0,-498757000.0,-586920000.0,-288733360.1,-219300610.0,-179969184.5,-26600000.0,-5961046.0,-72126.0,-179986.0,-100292.0,-2413960.0,-6092312.0,-12816901.0,-8188930.0
,freeCashFlow,190100000.0,-42700000.0,-159800000.0,651000000.0,169400000.0,152400000.0,-132640000.0,-394391000.0,-379937000.0,403559000.0,132700000.0,52836000.0,-258245000.0,-5282258.7,-228019625.3,-173306462.6,-18100000.0,-370393.0,-874447.0,231747.0,-972142.0,-3586455.0,-8145156.0,-14788732.0,-11040433.0
