Date,1998-12,1997-12,1996-12,1995-12,1994-12
Depreciation & Amortization,79000000.0,73000000.0,25000000.0,25000000.0,000000.0
Stock-based compensation,,,,,
Operating Cash Flow,167000000.0,174000000.0,85000000.0,79000000.0,000000.0
Capital Expenditure,-153000000.0,-156000000.0,-56000000.0,-56000000.0,000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,0,63000000,0,0,0
Investing Cash flow,-152000000.0,-47000000.0,-98000000.0,-104000000.0,000000.0
Issuance (repayment) of debt,-3000000.0,-501000000.0,000000.0,000000.0,000000.0
Issuance (buybacks) of shares,-118000000.0,-60000000.0,000000.0,000000.0,000000.0
Dividend payments,,,,,
Financing Cash Flow,-33000000.0,-132000000.0,14000000.0,25000000.0,000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,-18000000.0,-5000000.0,1000000.0,0000000.0,000000.0
Free Cash Flow,14000000.0,18000000.0,28000000.0,23000000.0,000000.0
Net Cash/Marketcap,,,,,
